DISTRICT,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP
"007902",1619,6,0.4,36,2.2,11,0.7,22,1.2,824,50.9,65,4,990,61.1,1,0.1,37,2.3,795,49.1,0,0,603,37.2,148,9.1,18,1.1,466,28.8,593,36.6
"007904",1692,2,0.1,177,10.5,11,0.7,38,2.1,1230,72.7,53,3.1,1363,80.6,5,0.3,187,11.1,462,27.3,3,0.2,927,54.8,128,7.6,11,0.7,556,32.9,297,17.6
"007905",3572,16,0.4,107,3,21,0.6,102,2.6,2098,58.7,153,4.3,2464,69,8,0.2,110,3.1,1474,41.3,0,0,1670,46.8,319,8.9,33,0.9,952,26.7,1030,28.8
"007906",1734,2,0.1,85,4.9,7,0.4,48,2.5,1329,76.6,86,5,1511,87.1,1,0.1,90,5.2,405,23.4,0,0,966,55.7,140,8.1,11,0.6,603,34.8,202,11.6
"008901",2253,13,0.6,203,9,204,9.1,17,0.7,1074,47.7,235,10.4,692,30.7,4,0.2,204,9.1,1179,52.3,1,0,959,42.6,214,9.5,47,2.1,797,35.4,1292,57.3
"008902",2809,21,0.7,384,13.7,242,8.6,34,1.1,1642,58.5,134,4.8,1398,49.8,4,0.1,404,14.4,1167,41.5,2,0.1,1333,47.5,250,8.9,71,2.5,803,28.6,1071,38.1
"008903",805,4,0.5,120,14.9,68,8.4,25,2.7,496,61.6,25,3.1,414,51.4,0,0,125,15.5,309,38.4,0,0,394,48.9,91,11.3,17,2.1,229,28.4,302,37.5
"009901",1441,7,0.5,279,19.4,7,0.5,44,2.8,1199,83.2,24,1.7,1217,84.5,2,0.1,282,19.6,242,16.8,0,0,900,62.5,193,13.4,2,0.1,402,27.9,206,14.3
"010901",322,0,0,4,1.2,9,2.8,2,0.6,209,64.9,24,7.5,76,23.6,0,0,4,1.2,113,35.1,0,0,196,60.9,27,8.4,9,2.8,109,33.9,228,70.8
"010902",2278,9,0.4,95,4.2,10,0.4,44,1.8,1119,49.1,109,4.8,750,32.9,6,0.3,100,4.4,1159,50.9,2,0.1,1060,46.5,261,11.5,49,2.2,762,33.5,1452,63.7
"011901",10863,43,0.4,2691,24.8,443,4.1,266,2.3,7477,68.8,715,6.6,7186,66.2,28,0.3,2809,25.9,3386,31.2,3,0,6607,60.8,1158,10.7,282,2.6,2617,24.1,2878,26.5
"011902",4307,18,0.4,1348,31.3,508,11.8,107,2.3,3268,75.9,350,8.1,2844,66,4,0.1,1186,27.5,1039,24.1,1,0,3122,72.5,417,9.7,93,2.2,1389,32.2,839,19.5
"011904",1781,14,0.8,124,7,133,7.5,61,3.2,1066,59.9,135,7.6,567,31.8,6,0.3,128,7.2,715,40.1,0,0,935,52.5,178,10,66,3.7,437,24.5,995,55.9
"011905",324,0,0,59,18.2,4,1.2,0,0,202,62.3,25,7.7,163,50.3,0,0,62,19.1,122,37.7,0,0,157,48.5,32,9.9,4,1.2,47,14.5,153,47.2
"012901",577,4,0.7,3,0.5,10,1.7,2,0.3,330,57.2,16,2.8,122,21.1,2,0.3,3,0.5,247,42.8,0,0,208,36,65,11.3,28,4.9,162,28.1,411,71.2
"013801",457,9,2,5,1.1,6,1.3,0,0,390,85.3,24,5.3,366,80.1,0,0,5,1.1,67,14.7,0,0,223,48.8,32,7,7,1.5,0,0,69,15.1
"013901",3291,10,0.3,58,1.8,96,2.9,75,2.1,2289,69.6,128,3.9,2735,83.1,1,0,74,2.2,1002,30.4,3,0.1,1872,56.9,334,10.1,27,0.8,865,26.3,419,12.7
"013902",300,1,0.3,5,1.7,8,2.7,0,0,236,78.7,5,1.7,231,77,0,0,6,2,64,21.3,0,0,63,21,17,5.7,6,2,0,0,54,18
"013903",429,1,0.2,3,0.7,6,1.4,11,2.4,322,75.1,14,3.3,286,66.7,4,0.9,3,0.7,107,24.9,0,0,277,64.6,47,11,1,0.2,199,46.4,131,30.5
"013905",833,6,0.7,13,1.6,8,1,12,1.3,505,60.6,57,6.8,572,68.7,5,0.6,13,1.6,328,39.4,2,0.2,340,40.8,89,10.7,6,0.7,284,34.1,234,28.1
"014801",2223,14,0.6,105,4.7,286,12.9,0,0,1642,73.9,0,0,1408,63.3,6,0.3,112,5,581,26.1,4,0.2,2096,94.3,240,10.8,42,1.9,1200,54,463,20.8
"014803",960,32,3.3,32,3.3,164,17.1,0,0,525,54.7,0,0,238,24.8,5,0.5,35,3.6,435,45.3,4,0.4,266,27.7,108,11.3,63,6.6,201,20.9,454,47.3
"014804",1659,53,3.2,12,0.7,75,4.5,0,0,269,16.2,0,0,346,20.9,4,0.2,18,1.1,1390,83.8,3,0.2,555,33.5,150,9,85,5.1,0,0,1093,65.9
"014901",1554,17,1.1,67,4.3,84,5.4,22,1.4,611,39.3,122,7.9,322,20.7,11,0.7,69,4.4,943,60.7,4,0.3,508,32.7,122,7.9,54,3.5,397,25.5,1062,68.3
"014902",342,2,0.6,41,12,42,12.3,0,0,285,83.3,1,0.3,214,62.6,1,0.3,41,12,57,16.7,0,0,224,65.5,30,8.8,8,2.3,96,28.1,75,21.9
"014903",11488,224,1.9,748,6.5,780,6.8,127,1.1,5220,45.4,977,8.5,3863,33.6,66,0.6,771,6.7,6268,54.6,33,0.3,4979,43.3,1343,11.7,487,4.2,2606,22.7,6035,52.5
"014905",668,0,0,12,1.8,18,2.7,1,0.1,308,46.1,38,5.7,184,27.5,0,0,12,1.8,360,53.9,0,0,193,28.9,45,6.7,13,1.9,256,38.3,453,67.8
"014906",44233,1103,2.5,4122,9.3,15451,34.9,966,2,25051,56.6,1357,3.1,13349,30.2,250,0.6,4599,10.4,19182,43.4,931,2.1,23218,52.5,5173,11.7,3242,7.3,8098,18.3,9907,22.4
"014907",893,5,0.6,41,4.6,14,1.6,2,0.2,405,45.4,76,8.5,282,31.6,3,0.3,43,4.8,488,54.6,0,0,471,52.7,68,7.6,11,1.2,273,30.6,578,64.7
"014908",1862,14,0.8,97,5.2,23,1.2,11,0.6,462,24.8,119,6.4,408,21.9,5,0.3,97,5.2,1400,75.2,2,0.1,509,27.3,106,5.7,58,3.1,455,24.4,1352,72.6
"014909",8591,151,1.8,986,11.5,2389,27.8,225,2.3,6390,74.4,571,6.6,3679,42.8,34,0.4,928,10.8,2201,25.6,20,0.2,5334,62.1,949,11,298,3.5,2117,24.6,2020,23.5
"014910",1528,4,0.3,48,3.1,31,2,15,0.9,777,50.9,100,6.5,420,27.5,6,0.4,49,3.2,751,49.1,0,0,603,39.5,194,12.7,38,2.5,345,22.6,1029,67.3
"015801",269,0,0,0,0,10,3.7,0,0,227,84.4,0,0,242,90,1,0.4,0,0,42,15.6,0,0,166,61.7,32,11.9,1,0.4,249,92.6,15,5.6
"015802",1357,2,0.1,271,20,566,41.7,0,0,1357,100,0,0,711,52.4,2,0.1,252,18.6,0,0,1,0.1,1357,100,86,6.3,30,2.2,236,17.4,45,3.3
"015805",706,0,0,63,8.9,5,0.7,0,0,587,83.1,0,0,674,95.5,2,0.3,64,9.1,119,16.9,2,0.3,450,63.7,46,6.5,2,0.3,7,1,21,3
"015806",667,2,0.3,133,19.9,173,25.9,0,0,597,89.5,0,0,455,68.2,0,0,134,20.1,70,10.5,2,0.3,474,71.1,47,7,22,3.3,202,30.3,13,1.9
"015807",879,1,0.1,77,8.8,121,13.8,3,0.3,685,77.9,40,4.6,605,68.8,3,0.3,107,12.2,194,22.1,1,0.1,654,74.4,95,10.8,28,3.2,338,38.5,120,13.7
"015808",867,4,0.5,8,0.9,99,11.4,0,0,495,57.1,0,0,453,52.2,8,0.9,11,1.3,372,42.9,0,0,507,58.5,183,21.1,26,3,39,4.5,277,31.9
"015809",374,0,0,93,24.9,15,4,0,0,360,96.3,1,0.3,345,92.2,1,0.3,96,25.7,14,3.7,0,0,316,84.5,39,10.4,1,0.3,0,0,12,3.2
"015814",125,0,0,8,6.4,7,5.6,0,0,115,92,0,0,114,91.2,1,0.8,8,6.4,10,8,0,0,115,92,8,6.4,0,0,15,12,3,2.4
"015815",508,0,0,152,29.9,63,12.4,0,0,362,71.3,0,0,374,73.6,3,0.6,148,29.1,146,28.7,2,0.4,446,87.8,42,8.3,8,1.6,252,49.6,58,11.4
"015822",5650,57,1,978,17.3,401,7.1,1,0,3533,62.5,427,7.6,4596,81.3,7,0.1,1080,19.1,2117,37.5,1,0,3145,55.7,372,6.6,94,1.7,209,3.7,494,8.7
"015825",302,0,0,65,21.5,34,11.3,0,0,258,85.4,21,7,251,83.1,0,0,67,22.2,44,14.6,0,0,170,56.3,22,7.3,5,1.7,0,0,12,4
"015826",3253,2,0.1,1646,50.6,76,2.3,1,0,2788,85.7,0,0,3113,95.7,3,0.1,994,30.6,465,14.3,0,0,1886,58,270,8.3,7,0.2,0,0,52,1.6
"015827",1583,70,4.4,184,11.6,283,17.9,0,0,981,62,149,9.4,727,45.9,3,0.2,192,12.1,602,38,1,0.1,469,29.6,107,6.8,58,3.7,336,21.2,441,27.9
"015828",4328,43,1,1121,25.9,219,5.1,0,0,3269,75.5,419,9.7,2944,68,8,0.2,1194,27.6,1059,24.5,1,0,2267,52.4,278,6.4,30,0.7,1007,23.3,1083,25
"015830",2898,70,2.4,195,6.7,131,4.5,0,0,2003,69.1,195,6.7,2403,82.9,4,0.1,199,6.9,895,30.9,2,0.1,725,25,165,5.7,36,1.2,919,31.7,252,8.7
"015831",1676,81,4.8,153,9.1,222,13.2,0,0,1245,74.3,140,8.4,878,52.4,0,0,157,9.4,431,25.7,0,0,491,29.3,126,7.5,30,1.8,243,14.5,465,27.7
"015833",137,1,0.7,1,0.7,3,2.2,0,0,65,47.4,0,0,113,82.5,1,0.7,1,0.7,72,52.6,2,1.5,72,52.6,11,8,1,0.7,116,84.7,16,11.7
"015834",2452,869,35.4,150,6.1,83,3.4,0,0,104,4.2,0,0,408,16.6,20,0.8,178,7.3,2348,95.8,4,0.2,359,14.6,40,1.6,148,6,0,0,920,37.5
"015835",2766,395,14.3,115,4.2,71,2.6,0,0,416,15,0,0,906,32.8,1,0,139,5,2350,85,0,0,712,25.7,140,5.1,124,4.5,0,0,1269,45.9
"015836",319,15,4.7,14,4.4,4,1.3,0,0,36,11.3,0,0,174,54.5,1,0.3,14,4.4,283,88.7,0,0,75,23.5,15,4.7,15,4.7,0,0,110,34.5
"015837",226,1,0.4,0,0,17,7.5,0,0,134,59.3,0,0,175,77.4,3,1.3,3,1.3,92,40.7,0,0,174,77,25,11.1,2,0.9,0,0,28,12.4
"015838",90,0,0,10,11.1,4,4.4,0,0,71,78.9,0,0,79,87.8,0,0,12,13.3,19,21.1,0,0,16,17.8,10,11.1,0,0,0,0,7,7.8
"015901",4786,184,3.8,381,8,109,2.3,58,1.1,993,20.7,945,19.7,1966,41.1,18,0.4,264,5.5,3793,79.3,7,0.1,1453,30.4,378,7.9,49,1,585,12.2,2453,51.3
"015904",14363,11,0.1,2987,20.8,48,0.3,410,2.5,12541,87.3,895,6.2,14052,97.8,4,0,2540,17.7,1822,12.7,0,0,10742,74.8,1336,9.3,15,0.1,5097,35.5,233,1.6
"015905",10412,35,0.3,2008,19.3,161,1.5,203,1.7,9708,93.2,537,5.2,10138,97.4,4,0,2051,19.7,704,6.8,5,0,7703,74,1040,10,11,0.1,2569,24.7,58,0.6
"015906",1449,51,3.5,5,0.3,247,17,8,0.5,115,7.9,154,10.6,327,22.6,3,0.2,7,0.5,1334,92.1,17,1.2,353,24.4,110,7.6,159,11,305,21,645,44.5
"015907",50641,172,0.3,8882,17.5,3263,6.4,879,1.5,45924,90.7,3126,6.2,45795,90.4,47,0.1,9556,18.9,4717,9.3,13,0,37204,73.5,5195,10.3,245,0.5,12046,23.8,1106,2.2
"015908",9102,10,0.1,1409,15.5,104,1.1,135,1.3,7876,86.5,612,6.7,8847,97.2,9,0.1,1488,16.3,1226,13.5,8,0.1,6600,72.5,836,9.2,9,0.1,2390,26.3,115,1.3
"015909",4163,5,0.1,569,13.7,21,0.5,101,2.3,3217,77.3,212,5.1,3655,87.8,8,0.2,642,15.4,946,22.7,3,0.1,2546,61.2,379,9.1,21,0.5,1330,31.9,450,10.8
"015910",65805,2476,3.8,9442,14.3,4825,7.3,1058,1.5,30649,46.6,4458,6.8,39114,59.4,154,0.2,7993,12.1,35156,53.4,93,0.1,29620,45,6335,9.6,2242,3.4,14668,22.3,16901,25.7
"015911",10201,46,0.5,1565,15.3,840,8.2,337,3,6623,64.9,564,5.5,7592,74.4,12,0.1,1101,10.8,3578,35.1,5,0,5121,50.2,1080,10.6,157,1.5,2516,24.7,1549,15.2
"015912",13843,50,0.4,2193,15.8,437,3.2,450,2.9,11403,82.4,1297,9.4,12529,90.5,25,0.2,2212,16,2440,17.6,8,0.1,9687,70,1607,11.6,118,0.9,3206,23.2,676,4.9
"015913",1051,16,1.5,19,1.8,167,15.9,2,0.2,286,27.2,81,7.7,266,25.3,1,0.1,19,1.8,765,72.8,16,1.5,209,19.9,112,10.7,132,12.6,188,17.9,453,43.1
"015914",1608,41,2.5,27,1.7,272,16.9,11,0.6,477,29.7,115,7.2,504,31.3,11,0.7,28,1.7,1131,70.3,16,1,412,25.6,199,12.4,161,10,315,19.6,603,37.5
"015915",106086,3508,3.3,8416,7.9,6842,6.4,1374,1.2,51041,48.1,8467,8,72072,67.9,123,0.1,9281,8.7,55045,51.9,269,0.3,49880,47,12300,11.6,2940,2.8,24876,23.4,20332,19.2
"015916",23108,452,2,2018,8.7,4941,21.4,553,2.2,14640,63.4,1613,7,13192,57.1,55,0.2,2109,9.1,8468,36.6,93,0.4,16971,73.4,2448,10.6,830,3.6,6540,28.3,3545,15.3
"015917",5651,14,0.2,1021,18.1,88,1.6,158,2.5,4642,82.1,466,8.2,5133,90.8,1,0,1019,18,1009,17.9,0,0,3952,69.9,598,10.6,20,0.4,1799,31.8,395,7
"016901",657,4,0.6,40,6.1,0,0,2,0.3,208,31.7,18,2.7,185,28.2,0,0,40,6.1,449,68.3,0,0,179,27.2,60,9.1,16,2.4,217,33,452,68.8
"016902",1028,3,0.3,78,7.6,6,0.6,15,1.4,458,44.6,79,7.7,421,41,0,0,78,7.6,570,55.4,0,0,382,37.2,106,10.3,15,1.5,301,29.3,583,56.7
"017901",233,0,0,2,0.9,1,0.4,0,0,58,24.9,8,3.4,42,18,1,0.4,2,0.9,175,75.1,0,0,63,27,20,8.6,5,2.1,100,42.9,184,79
"018901",1005,11,1.1,76,7.6,22,2.2,31,2.8,569,56.6,52,5.2,342,34,7,0.7,76,7.6,436,43.4,0,0,400,39.8,116,11.5,46,4.6,305,30.3,577,57.4
"018902",473,2,0.4,24,5.1,14,3,9,1.8,301,63.6,11,2.3,170,35.9,0,0,26,5.5,172,36.4,0,0,160,33.8,59,12.5,19,4,164,34.7,268,56.7
"018903",133,0,0,7,5.3,1,0.8,1,0.7,102,76.7,1,0.8,82,61.7,1,0.8,7,5.3,31,23.3,0,0,16,12,24,18,8,6,44,33.1,41,30.8
"018904",642,1,0.2,38,5.9,20,3.1,3,0.4,350,54.5,27,4.2,160,24.9,0,0,38,5.9,292,45.5,0,0,263,41,80,12.5,19,3,214,33.3,442,68.8
"018905",177,0,0,33,18.6,0,0,2,1,142,80.2,16,9,104,58.8,0,0,34,19.2,35,19.8,0,0,97,54.8,26,14.7,1,0.6,55,31.1,72,40.7
"018906",140,1,0.7,1,0.7,0,0,1,0.7,79,56.4,1,0.7,38,27.1,0,0,1,0.7,61,43.6,0,0,63,45,17,12.1,2,1.4,75,53.6,99,70.7
"018907",232,0,0,2,0.9,2,0.9,0,0,169,72.8,6,2.6,28,12.1,0,0,2,0.9,63,27.2,0,0,31,13.4,24,10.3,1,0.4,58,25,201,86.6
"018908",138,0,0,12,8.7,2,1.4,1,0.7,93,67.4,0,0,43,31.2,0,0,12,8.7,45,32.6,0,0,59,42.8,15,10.9,6,4.3,66,47.8,87,63
"019901",830,1,0.1,32,3.9,166,20,7,0.8,554,66.7,59,7.1,97,11.7,7,0.8,36,4.3,276,33.3,0,0,321,38.7,81,9.8,48,5.8,223,26.9,511,61.6
"019902",942,1,0.1,32,3.4,116,12.3,11,1.1,510,54.1,84,8.9,95,10.1,2,0.2,32,3.4,432,45.9,0,0,396,42,101,10.7,80,8.5,357,37.9,648,68.8
"019903",488,0,0,0,0,35,7.2,7,1.4,289,59.2,20,4.1,21,4.3,2,0.4,0,0,199,40.8,1,0.2,124,25.4,52,10.7,23,4.7,127,26,406,83.2
"019905",1339,4,0.3,32,2.4,298,22.3,23,1.5,946,70.6,99,7.4,107,8,3,0.2,34,2.5,393,29.4,3,0.2,761,56.8,207,15.5,118,8.8,375,28,806,60.2
"019906",1104,9,0.8,9,0.8,35,3.2,17,1.4,433,39.2,107,9.7,32,2.9,5,0.5,9,0.8,671,60.8,3,0.3,358,32.4,112,10.1,21,1.9,319,28.9,999,90.5
"019907",7149,84,1.2,493,6.9,3187,44.6,213,2.8,4854,67.9,393,5.5,1023,14.3,29,0.4,493,6.9,2295,32.1,5,0.1,3347,46.8,645,9,366,5.1,1729,24.2,2455,34.3
"019908",2506,3,0.1,51,2,1298,51.8,89,3.1,1985,79.2,76,3,162,6.5,15,0.6,52,2.1,521,20.8,3,0.1,1538,61.4,314,12.5,141,5.6,709,28.3,884,35.3
"019909",499,2,0.4,2,0.4,1,0.2,0,0,271,54.3,22,4.4,22,4.4,5,1,2,0.4,228,45.7,0,0,183,36.7,78,15.6,14,2.8,186,37.3,455,91.2
"019910",187,0,0,0,0,1,0.5,0,0,89,47.6,8,4.3,11,5.9,4,2.1,0,0,98,52.4,0,0,22,11.8,9,4.8,11,5.9,0,0,160,85.6
"019911",511,2,0.4,0,0,4,0.8,1,0.2,49,9.6,52,10.2,20,3.9,3,0.6,0,0,462,90.4,0,0,70,13.7,21,4.1,11,2.2,0,0,471,92.2
"019912",2125,69,3.2,69,3.2,334,15.7,18,0.8,686,32.3,322,15.2,173,8.1,8,0.4,71,3.3,1439,67.7,3,0.1,604,28.4,231,10.9,90,4.2,649,30.5,1448,68.1
"019913",93,0,0,14,15.1,0,0,0,0,63,67.7,1,1.1,22,23.7,3,3.2,14,15.1,30,32.3,0,0,31,33.3,11,11.8,5,5.4,0,0,63,67.7
"019914",103,0,0,0,0,6,5.8,0,0,88,85.4,3,2.9,3,2.9,0,0,0,0,15,14.6,0,0,30,29.1,14,13.6,6,5.8,0,0,88,85.4
"020901",24755,2325,9.4,4125,16.7,4956,20,324,1.3,11649,47.1,1768,7.1,10014,40.5,97,0.4,4181,16.9,13106,52.9,26,0.1,11485,46.4,2445,9.9,565,2.3,6029,24.4,6772,27.4
"020902",6823,29,0.4,1194,17.5,733,10.7,150,1.9,4319,63.3,298,4.4,3255,47.7,104,1.5,826,12.1,2504,36.7,6,0.1,3948,57.9,673,9.9,162,2.4,1547,22.7,2534,37.1
"020904",761,4,0.5,30,3.9,7,0.9,5,0.6,219,28.8,55,7.2,144,18.9,3,0.4,30,3.9,542,71.2,0,0,291,38.2,50,6.6,20,2.6,293,38.5,583,76.6
"020905",12327,190,1.5,1516,12.3,875,7.1,400,2.9,6662,54,1056,8.6,6885,55.9,66,0.5,1572,12.8,5665,46,7,0.1,6826,55.4,989,8,291,2.4,3922,31.8,4013,32.6
"020906",1962,7,0.4,59,3,252,12.8,13,0.6,977,49.8,90,4.6,465,23.7,6,0.3,60,3.1,985,50.2,2,0.1,888,45.3,151,7.7,96,4.9,788,40.2,1134,57.8
"020907",3129,6,0.2,148,4.7,299,9.6,46,1.3,1907,60.9,124,4,907,29,13,0.4,184,5.9,1222,39.1,0,0,1724,55.1,280,8.9,102,3.3,819,26.2,1802,57.6
"020908",21559,2400,11.1,2051,9.5,3230,15,168,0.7,5774,26.8,1949,9,7233,33.5,85,0.4,1888,8.8,15785,73.2,24,0.1,6578,30.5,1915,8.9,714,3.3,5294,24.6,7873,36.5
"020910",209,0,0,34,16.3,6,2.9,4,1.8,144,68.9,14,6.7,105,50.2,1,0.5,36,17.2,65,31.1,0,0,136,65.1,34,16.3,9,4.3,41,19.6,88,42.1
"021803",394,1,0.3,92,23.4,180,45.7,0,0,370,93.9,0,0,183,46.4,1,0.3,95,24.1,24,6.1,0,0,146,37.1,25,6.3,4,1,0,0,25,6.3
"021805",621,4,0.6,75,12.1,436,70.2,0,0,574,92.4,5,0.8,147,23.7,4,0.6,79,12.7,47,7.6,0,0,324,52.2,40,6.4,16,2.6,0,0,14,2.3
"021901",13508,1084,8,1559,11.5,1691,12.5,116,0.8,4548,33.7,1689,12.5,2990,22.1,42,0.3,1158,8.6,8960,66.3,15,0.1,3828,28.3,1220,9,449,3.3,3273,24.2,7237,53.6
"021902",16157,58,0.4,3936,24.4,2974,18.4,505,2.9,12116,75,1968,12.2,9275,57.4,28,0.2,3918,24.2,4041,25,16,0.1,11647,72.1,1536,9.5,271,1.7,3869,23.9,3535,21.9
"022004",115,0,0,51,44.3,0,0,0,0,87,75.7,7,6.1,86,74.8,2,1.7,51,44.3,28,24.3,0,0,74,64.3,11,9.6,0,0,26,22.6,27,23.5
"022901",1080,21,1.9,82,7.6,12,1.1,16,1.3,517,47.9,69,6.4,669,61.9,2,0.2,91,8.4,563,52.1,2,0.2,377,34.9,81,7.5,18,1.7,272,25.2,356,33
"022902",63,0,0,0,0,0,0,0,0,47,74.6,5,7.9,37,58.7,0,0,0,0,16,25.4,0,0,12,19,4,6.3,0,0,28,44.4,26,41.3
"022903",12,0,0,0,0,0,0,0,0,7,58.3,1,8.3,2,16.7,0,0,0,0,5,41.7,0,0,2,16.7,0,0,2,16.7,0,0,8,66.7
"023902",207,0,0,8,3.9,0,0,0,0,120,58,15,7.2,94,45.4,0,0,8,3.9,87,42,0,0,37,17.9,17,8.2,6,2.9,63,30.4,107,51.7
"024901",1580,1,0.1,37,2.3,0,0,60,3.6,1269,80.3,51,3.2,1555,98.4,3,0.2,42,2.7,311,19.7,0,0,998,63.2,162,10.3,1,0.1,431,27.3,20,1.3
"025901",959,2,0.2,12,1.3,17,1.8,19,1.8,535,55.8,45,4.7,250,26.1,3,0.3,13,1.4,424,44.2,1,0.1,283,29.5,91,9.5,26,2.7,333,34.7,660,68.8
"025902",3686,30,0.8,113,3.1,178,4.8,50,1.2,2419,65.6,247,6.7,1491,40.5,9,0.2,115,3.1,1267,34.4,0,0,1588,43.1,343,9.3,150,4.1,1210,32.8,1828,49.6
"025904",183,0,0,2,1.1,2,1.1,0,0,113,61.7,7,3.8,56,30.6,2,1.1,2,1.1,70,38.3,0,0,71,38.8,27,14.8,0,0,70,38.3,123,67.2
"025905",296,0,0,9,3,5,1.7,0,0,207,69.9,21,7.1,73,24.7,1,0.3,9,3,89,30.1,1,0.3,68,23,28,9.5,6,2,102,34.5,210,70.9
