DISTRICT,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP
"003905",1878,5,0.3,328,17.5,216,11.5,24,1.1,1316,70.1,64,3.4,1021,54.4,5,0.3,336,17.9,562,29.9,1,0.1,1122,59.7,211,11.2,24,1.3,440,23.4,606,32.3
"003906",419,0,0,0,0,5,1.2,0,0,259,61.8,21,5,18,4.3,5,1.2,1,0.2,160,38.2,0,0,185,44.2,57,13.6,11,2.6,136,32.5,380,90.7
"003907",1583,1,0.1,48,3,91,5.7,46,2.7,856,54.1,76,4.8,307,19.4,6,0.4,51,3.2,727,45.9,0,0,754,47.6,166,10.5,31,2,427,27,1147,72.5
"004901",3399,65,1.9,154,4.5,53,1.6,64,1.7,1847,54.3,132,3.9,1395,41,10,0.3,154,4.5,1552,45.7,2,0.1,1691,49.7,330,9.7,81,2.4,886,26.1,1793,52.8
"005901",460,2,0.4,6,1.3,5,1.1,1,0.2,187,40.7,36,7.8,40,8.7,3,0.7,6,1.3,273,59.3,0,0,148,32.2,52,11.3,26,5.7,133,28.9,384,83.5
"005902",945,2,0.2,4,0.4,3,0.3,4,0.4,227,24,50,5.3,75,7.9,6,0.6,4,0.4,718,76,0,0,356,37.7,72,7.6,18,1.9,273,28.9,841,89
"005904",439,0,0,32,7.3,1,0.2,0,0,149,33.9,37,8.4,120,27.3,4,0.9,32,7.3,290,66.1,0,0,145,33,36,8.2,1,0.2,195,44.4,313,71.3
"006902",353,0,0,7,2,10,2.8,0,0,156,44.2,7,2,43,12.2,2,0.6,7,2,197,55.8,0,0,94,26.6,42,11.9,10,2.8,121,34.3,288,81.6
"007901",496,0,0,25,5,1,0.2,16,2.7,336,67.7,8,1.6,445,89.7,0,0,26,5.2,160,32.3,0,0,341,68.8,60,12.1,1,0.2,155,31.3,49,9.9
"007902",1609,4,0.2,43,2.7,13,0.8,26,1.4,845,52.5,69,4.3,943,58.6,1,0.1,43,2.7,764,47.5,0,0,688,42.8,139,8.6,18,1.1,427,26.5,630,39.2
"007904",1672,0,0,147,8.8,17,1,37,2,1226,73.3,65,3.9,1338,80,6,0.4,165,9.9,446,26.7,4,0.2,760,45.5,119,7.1,11,0.7,499,29.8,296,17.7
"007905",3507,14,0.4,99,2.8,13,0.4,98,2.5,1860,53,166,4.7,2463,70.2,11,0.3,101,2.9,1647,47,2,0.1,1535,43.8,289,8.2,27,0.8,979,27.9,977,27.9
"007906",1786,4,0.2,81,4.5,7,0.4,28,1.4,1257,70.4,104,5.8,1518,85,1,0.1,87,4.9,529,29.6,0,0,961,53.8,150,8.4,7,0.4,496,27.8,249,13.9
"008901",2208,8,0.4,197,8.9,203,9.2,24,1.1,1021,46.2,230,10.4,652,29.5,6,0.3,199,9,1187,53.8,1,0,854,38.7,186,8.4,45,2,595,26.9,1293,58.6
"008902",2839,15,0.5,359,12.6,271,9.5,56,1.9,1525,53.7,165,5.8,1365,48.1,3,0.1,368,13,1314,46.3,2,0.1,1232,43.4,253,8.9,52,1.8,788,27.8,1131,39.8
"008903",795,5,0.6,92,11.6,71,8.9,13,1.4,457,57.5,39,4.9,386,48.6,0,0,99,12.5,338,42.5,0,0,330,41.5,62,7.8,21,2.6,243,30.6,312,39.2
"009901",1467,9,0.6,282,19.2,3,0.2,31,2,1231,83.9,21,1.4,1230,83.8,1,0.1,284,19.4,236,16.1,0,0,673,45.9,166,11.3,2,0.1,370,25.2,222,15.1
"010901",287,0,0,9,3.1,12,4.2,4,1.3,171,59.6,13,4.5,56,19.5,0,0,10,3.5,116,40.4,0,0,149,51.9,35,12.2,7,2.4,103,35.9,212,73.9
"010902",2202,10,0.5,80,3.6,9,0.4,53,2.1,1113,50.5,119,5.4,710,32.2,7,0.3,85,3.9,1089,49.5,1,0,901,40.9,228,10.4,40,1.8,632,28.7,1425,64.7
"011901",10253,49,0.5,2298,22.4,498,4.9,332,3.1,6674,65.1,678,6.6,6436,62.8,34,0.3,2468,24.1,3579,34.9,3,0,6652,64.9,1077,10.5,260,2.5,2083,20.3,2973,29
"011902",4299,17,0.4,1050,24.4,559,13,92,2,3253,75.7,346,8,2635,61.3,6,0.1,981,22.8,1046,24.3,6,0.1,2738,63.7,371,8.6,90,2.1,1256,29.2,986,22.9
"011904",1781,8,0.4,98,5.5,136,7.6,48,2.4,1070,60.1,143,8,569,31.9,5,0.3,100,5.6,711,39.9,1,0.1,759,42.6,147,8.3,58,3.3,458,25.7,1004,56.4
"011905",221,0,0,47,21.3,2,0.9,0,0,155,70.1,10,4.5,118,53.4,0,0,50,22.6,66,29.9,0,0,120,54.3,13,5.9,1,0.5,0,0,100,45.2
"012901",594,3,0.5,5,0.8,13,2.2,4,0.6,298,50.2,17,2.9,113,19,3,0.5,5,0.8,296,49.8,0,0,170,28.6,59,9.9,29,4.9,159,26.8,433,72.9
"013801",442,10,2.3,11,2.5,9,2,0,0,350,79.2,20,4.5,356,80.5,0,0,11,2.5,92,20.8,0,0,215,48.6,26,5.9,4,0.9,0,0,63,14.3
"013901",3373,11,0.3,88,2.6,98,2.9,57,1.5,2553,75.7,146,4.3,2799,83,3,0.1,98,2.9,820,24.3,3,0.1,1879,55.7,329,9.8,34,1,1008,29.9,425,12.6
"013902",335,1,0.3,3,0.9,12,3.6,0,0,285,85.1,6,1.8,267,79.7,1,0.3,7,2.1,50,14.9,0,0,41,12.2,19,5.7,1,0.3,0,0,53,15.8
"013903",431,1,0.2,4,0.9,9,2.1,8,1.6,285,66.1,14,3.2,271,62.9,2,0.5,4,0.9,146,33.9,0,0,225,52.2,44,10.2,6,1.4,153,35.5,142,32.9
"013905",840,11,1.3,10,1.2,10,1.2,6,0.7,484,57.6,52,6.2,547,65.1,3,0.4,11,1.3,356,42.4,2,0.2,312,37.1,72,8.6,5,0.6,259,30.8,262,31.2
"014801",2020,7,0.3,14,0.7,287,14.2,0,0,1259,62.3,0,0,1161,57.5,7,0.3,24,1.2,761,37.7,3,0.1,1890,93.6,219,10.8,26,1.3,1183,58.6,529,26.2
"014803",1030,30,2.9,28,2.7,162,15.7,0,0,539,52.3,0,0,284,27.6,6,0.6,28,2.7,491,47.7,10,1,203,19.7,97,9.4,53,5.1,0,0,485,47.1
"014804",1381,43,3.1,10,0.7,81,5.9,0,0,169,12.2,0,0,268,19.4,2,0.1,16,1.2,1212,87.8,1,0.1,538,39,120,8.7,52,3.8,0,0,934,67.6
"014901",1410,14,1,66,4.7,56,4,20,1.4,566,40.1,100,7.1,313,22.2,10,0.7,67,4.8,844,59.9,3,0.2,484,34.3,89,6.3,31,2.2,312,22.1,983,69.7
"014902",369,2,0.5,37,10,34,9.2,3,0.7,278,75.3,5,1.4,232,62.9,1,0.3,37,10,91,24.7,0,0,214,58,41,11.1,8,2.2,129,35,92,24.9
"014903",10828,192,1.8,761,7,720,6.6,150,1.3,4989,46.1,1002,9.3,3460,32,67,0.6,782,7.2,5839,53.9,24,0.2,5687,52.5,1129,10.4,412,3.8,2380,22,5953,55
"014905",677,0,0,14,2.1,17,2.5,7,1,318,47,36,5.3,200,29.5,0,0,14,2.1,359,53,0,0,225,33.2,56,8.3,8,1.2,239,35.3,452,66.8
"014906",43204,1042,2.4,3576,8.3,14727,34.1,902,1.9,24425,56.5,1380,3.2,12476,28.9,269,0.6,3999,9.3,18779,43.5,745,1.7,23342,54,4748,11,3184,7.4,8359,19.3,10761,24.9
"014907",879,5,0.6,31,3.5,21,2.4,12,1.3,406,46.2,79,9,246,28,3,0.3,33,3.8,473,53.8,0,0,294,33.4,62,7.1,5,0.6,271,30.8,599,68.1
"014908",1662,16,1,130,7.8,20,1.2,7,0.4,417,25.1,104,6.3,371,22.3,3,0.2,132,7.9,1245,74.9,2,0.1,464,27.9,99,6,44,2.6,442,26.6,1206,72.6
"014909",8599,158,1.8,998,11.6,2372,27.6,211,2.2,6515,75.8,650,7.6,3663,42.6,32,0.4,883,10.3,2084,24.2,16,0.2,5092,59.2,778,9,272,3.2,1906,22.2,2086,24.3
"014910",1483,7,0.5,40,2.7,17,1.1,15,0.9,718,48.4,91,6.1,394,26.6,8,0.5,40,2.7,765,51.6,1,0.1,450,30.3,153,10.3,26,1.8,339,22.9,1030,69.5
"015801",322,1,0.3,0,0,5,1.6,0,0,248,77,0,0,290,90.1,1,0.3,0,0,74,23,0,0,274,85.1,40,12.4,0,0,142,44.1,25,7.8
"015802",1304,4,0.3,299,22.9,382,29.3,0,0,1302,99.8,0,0,857,65.7,1,0.1,295,22.6,2,0.2,2,0.2,1303,99.9,54,4.1,17,1.3,98,7.5,41,3.1
"015805",707,0,0,77,10.9,11,1.6,0,0,599,84.7,0,0,674,95.3,0,0,79,11.2,108,15.3,0,0,435,61.5,51,7.2,1,0.1,28,4,21,3
"015806",1095,3,0.3,195,17.8,301,27.5,0,0,973,88.9,0,0,745,68,0,0,199,18.2,122,11.1,3,0.3,716,65.4,83,7.6,16,1.5,309,28.2,27,2.5
"015807",891,1,0.1,64,7.2,126,14.1,19,1.5,720,80.8,25,2.8,692,77.7,0,0,99,11.1,171,19.2,2,0.2,691,77.6,91,10.2,17,1.9,418,46.9,53,5.9
"015808",799,11,1.4,13,1.6,97,12.1,0,0,521,65.2,0,0,366,45.8,2,0.3,18,2.3,278,34.8,1,0.1,527,66,202,25.3,29,3.6,11,1.4,293,36.7
"015809",444,1,0.2,84,18.9,14,3.2,0,0,391,88.1,0,0,414,93.2,0,0,87,19.6,53,11.9,0,0,351,79.1,58,13.1,0,0,0,0,15,3.4
"015814",163,0,0,6,3.7,5,3.1,0,0,147,90.2,0,0,153,93.9,1,0.6,7,4.3,16,9.8,0,0,150,92,19,11.7,0,0,9,5.5,4,2.5
"015815",501,46,9.2,152,30.3,36,7.2,0,0,359,71.7,0,0,376,75,2,0.4,152,30.3,142,28.3,0,0,434,86.6,26,5.2,5,1,209,41.7,36,7.2
"015816",190,0,0,5,2.6,24,12.6,0,0,127,66.8,1,0.5,145,76.3,0,0,5,2.6,63,33.2,0,0,186,97.9,11,5.8,2,1.1,188,98.9,19,10
"015819",486,3,0.6,30,6.2,150,30.9,1,0.1,369,75.9,6,1.2,151,31.1,1,0.2,32,6.6,117,24.1,2,0.4,398,81.9,41,8.4,22,4.5,51,10.5,157,32.3
"015820",515,0,0,0,0,19,3.7,0,0,509,98.8,0,0,431,83.7,1,0.2,0,0,6,1.2,1,0.2,373,72.4,58,11.3,5,1,286,55.5,58,11.3
"015822",4598,70,1.5,764,16.6,373,8.1,0,0,2927,63.7,183,4,3569,77.6,7,0.2,839,18.2,1671,36.3,2,0,2363,51.4,301,6.5,100,2.2,88,1.9,477,10.4
"015825",287,0,0,75,26.1,21,7.3,0,0,249,86.8,2,0.7,248,86.4,0,0,75,26.1,38,13.2,0,0,150,52.3,25,8.7,2,0.7,0,0,16,5.6
"015826",2442,5,0.2,1119,45.8,62,2.5,0,0,2114,86.6,0,0,2317,94.9,2,0.1,629,25.8,328,13.4,0,0,1401,57.4,192,7.9,6,0.2,29,1.2,50,2
"015827",863,38,4.4,53,6.1,97,11.2,0,0,503,58.3,82,9.5,477,55.3,1,0.1,53,6.1,360,41.7,0,0,274,31.7,63,7.3,52,6,69,8,198,22.9
"015828",3509,54,1.5,667,19,243,6.9,0,0,2536,72.3,229,6.5,2868,81.7,5,0.1,750,21.4,973,27.7,4,0.1,1513,43.1,177,5,56,1.6,692,19.7,279,8
"015830",1785,14,0.8,139,7.8,34,1.9,0,0,1148,64.3,59,3.3,1576,88.3,2,0.1,152,8.5,637,35.7,2,0.1,1064,59.6,78,4.4,5,0.3,881,49.4,152,8.5
"015831",1176,41,3.5,67,5.7,77,6.5,0,0,711,60.5,93,7.9,843,71.7,1,0.1,68,5.8,465,39.5,0,0,301,25.6,90,7.7,23,2,49,4.2,191,16.2
"015833",126,0,0,0,0,5,4,0,0,71,56.3,0,0,100,79.4,2,1.6,1,0.8,55,43.7,0,0,64,50.8,14,11.1,0,0,61,48.4,19,15.1
"015834",1305,378,29,7,0.5,45,3.4,0,0,88,6.7,0,0,437,33.5,4,0.3,7,0.5,1217,93.3,5,0.4,79,6.1,16,1.2,58,4.4,0,0,378,29
"015835",2009,253,12.6,90,4.5,62,3.1,0,0,293,14.6,0,0,640,31.9,0,0,109,5.4,1716,85.4,3,0.1,175,8.7,66,3.3,96,4.8,0,0,955,47.5
"015836",280,9,3.2,10,3.6,5,1.8,0,0,40,14.3,0,0,153,54.6,0,0,10,3.6,240,85.7,0,0,81,28.9,6,2.1,9,3.2,0,0,104,37.1
"015837",244,0,0,0,0,12,4.9,0,.,150,61.5,0,0,190,77.9,0,0,6,2.5,94,38.5,0,0,81,33.2,40,16.4,3,1.2,0,0,39,16
"015901",4808,158,3.3,325,6.8,75,1.6,66,1.3,984,20.5,865,18,1961,40.8,17,0.4,244,5.1,3824,79.5,2,0,1340,27.9,313,6.5,17,0.4,575,12,2578,53.6
"015904",15080,11,0.1,3149,20.9,44,0.3,408,2.4,13015,86.3,819,5.4,14728,97.7,7,0,2531,16.8,2065,13.7,0,0,11002,73,1344,8.9,20,0.1,4408,29.2,270,1.8
"015905",11279,10,0.1,2042,18.1,157,1.4,249,1.9,10397,92.2,645,5.7,11041,97.9,3,0,2127,18.9,882,7.8,0,0,8841,78.4,1090,9.7,17,0.2,2408,21.3,51,0.5
"015906",1357,39,2.9,10,0.7,237,17.5,0,0,119,8.8,102,7.5,297,21.9,4,0.3,13,1,1238,91.2,15,1.1,180,13.3,96,7.1,150,11.1,374,27.6,615,45.3
"015907",53035,140,0.3,8887,16.8,3388,6.4,791,1.3,48916,92.2,2427,4.6,48179,90.8,47,0.1,10119,19.1,4119,7.8,16,0,36492,68.8,5424,10.2,217,0.4,10968,20.7,1048,2
"015908",9849,9,0.1,1446,14.7,113,1.1,241,2.1,8948,90.9,528,5.4,9558,97,9,0.1,1519,15.4,901,9.1,5,0.1,7207,73.2,757,7.7,13,0.1,2796,28.4,142,1.4
"015909",3981,2,0.1,518,13,18,0.5,69,1.6,3161,79.4,192,4.8,3468,87.1,12,0.3,581,14.6,820,20.6,4,0.1,2289,57.5,366,9.2,27,0.7,1089,27.4,450,11.3
"015910",67501,2493,3.7,8394,12.4,4910,7.3,1021,1.4,31272,46.3,3875,5.7,39230,58.1,185,0.3,7354,10.9,36229,53.7,117,0.2,25963,38.5,6364,9.4,2153,3.2,14332,21.2,18413,27.3
"015911",10075,39,0.4,1381,13.7,863,8.6,215,2,6591,65.4,607,6,7334,72.8,12,0.1,990,9.8,3484,34.6,6,0.1,5411,53.7,1022,10.1,142,1.4,2117,21,1679,16.7
"015912",13661,38,0.3,2116,15.5,399,2.9,342,2.3,11183,81.9,939,6.9,12350,90.4,20,0.1,2134,15.6,2478,18.1,6,0,9159,67,1434,10.5,124,0.9,2578,18.9,724,5.3
"015913",961,19,2,9,0.9,173,18,1,0.1,354,36.8,57,5.9,207,21.5,3,0.3,9,0.9,607,63.2,12,1.2,240,25,108,11.2,99,10.3,208,21.6,448,46.6
"015914",1582,47,3,38,2.4,301,19,12,0.7,472,29.8,113,7.1,472,29.8,11,0.7,42,2.7,1110,70.2,12,0.8,378,23.9,183,11.6,150,9.5,268,16.9,589,37.2
"015915",104437,3319,3.2,8043,7.7,6733,6.4,1232,1.1,53113,50.9,9118,8.7,71257,68.2,124,0.1,8913,8.5,51324,49.1,273,0.3,44338,42.5,11538,11,2853,2.7,23352,22.4,19878,19
"015916",23251,413,1.8,2079,8.9,5121,22,442,1.7,15106,65,1669,7.2,13158,56.6,58,0.2,2091,9,8145,35,78,0.3,18020,77.5,2393,10.3,798,3.4,6328,27.2,3625,15.6
"015917",5582,13,0.2,899,16.1,81,1.5,150,2.5,4514,80.9,407,7.3,5027,90.1,3,0.1,920,16.5,1068,19.1,3,0.1,2969,53.2,579,10.4,26,0.5,1861,33.3,429,7.7
"016901",695,2,0.3,39,5.6,1,0.1,1,0.1,256,36.8,33,4.7,200,28.8,7,1,39,5.6,439,63.2,0,0,244,35.1,69,9.9,14,2,200,28.8,471,67.8
"016902",990,0,0,66,6.7,9,0.9,21,2,488,49.3,80,8.1,399,40.3,2,0.2,66,6.7,502,50.7,0,0,393,39.7,85,8.6,16,1.6,224,22.6,564,57
"017901",243,0,0,1,0.4,2,0.8,0,0,54,22.2,8,3.3,46,18.9,1,0.4,1,0.4,189,77.8,0,0,55,22.6,16,6.6,8,3.3,96,39.5,186,76.5
"018901",964,11,1.1,72,7.5,28,2.9,23,2,528,54.8,52,5.4,319,33.1,9,0.9,72,7.5,436,45.2,0,0,331,34.3,102,10.6,33,3.4,275,28.5,564,58.5
"018902",476,2,0.4,24,5,16,3.4,10,1.8,301,63.2,33,6.9,159,33.4,0,0,25,5.3,175,36.8,0,0,188,39.5,59,12.4,15,3.2,144,30.3,284,59.7
"018903",134,0,0,9,6.7,2,1.5,0,0,120,89.6,1,0.7,79,59,2,1.5,7,5.2,14,10.4,0,0,57,42.5,26,19.4,5,3.7,36,26.9,46,34.3
"018904",617,1,0.2,39,6.3,22,3.6,2,0.3,333,54,17,2.8,155,25.1,0,0,39,6.3,284,46,0,0,157,25.4,73,11.8,13,2.1,140,22.7,426,69
"018905",187,1,0.5,30,16,0,0,1,0.5,154,82.4,18,9.6,103,55.1,1,0.5,30,16,33,17.6,0,0,73,39,22,11.8,1,0.5,71,38,81,43.3
"018906",134,0,0,1,0.7,0,0,0,0,74,55.2,0,0,34,25.4,0,0,1,0.7,60,44.8,0,0,56,41.8,14,10.4,2,1.5,66,49.3,98,73.1
"018907",223,0,0,1,0.4,2,0.9,2,0.8,146,65.5,5,2.2,21,9.4,0,0,1,0.4,77,34.5,0,0,29,13,25,11.2,2,0.9,64,28.7,198,88.8
"018908",130,0,0,9,6.9,2,1.5,1,0.8,83,63.8,0,0,34,26.2,0,0,9,6.9,47,36.2,0,0,62,47.7,14,10.8,4,3.1,49,37.7,90,69.2
"019901",789,0,0,38,4.8,149,18.9,11,1.2,513,65,46,5.8,91,11.5,9,1.1,47,6,276,35,0,0,168,21.3,88,11.2,31,3.9,221,28,509,64.5
"019902",873,0,0,30,3.4,122,14,12,1.3,482,55.2,80,9.2,79,9,3,0.3,30,3.4,391,44.8,0,0,341,39.1,91,10.4,63,7.2,250,28.6,606,69.4
"019903",478,0,0,0,0,42,8.8,5,1,269,56.3,29,6.1,10,2.1,3,0.6,0,0,209,43.7,0,0,137,28.7,53,11.1,20,4.2,158,33.1,403,84.3
"019905",1356,12,0.9,25,1.8,284,20.9,24,1.6,840,61.9,91,6.7,88,6.5,3,0.2,26,1.9,516,38.1,2,0.1,647,47.7,180,13.3,120,8.8,340,25.1,847,62.5
"019906",1133,8,0.7,7,0.6,35,3.1,16,1.3,412,36.4,100,8.8,30,2.6,3,0.3,7,0.6,721,63.6,0,0,254,22.4,100,8.8,16,1.4,406,35.8,1041,91.9
"019907",7058,75,1.1,470,6.7,3185,45.1,267,3.4,4828,68.4,384,5.4,1015,14.4,33,0.5,467,6.6,2230,31.6,6,0.1,3585,50.8,667,9.5,324,4.6,1665,23.6,2420,34.3
"019908",2612,3,0.1,45,1.7,1334,51.1,85,3,2133,81.7,113,4.3,150,5.7,9,0.3,45,1.7,479,18.3,10,0.4,1389,53.2,338,12.9,124,4.7,738,28.3,982,37.6
"019909",502,0,0,0,0,0,0,4,0.7,277,55.2,20,4,20,4,4,0.8,0,0,225,44.8,0,0,226,45,81,16.1,12,2.4,170,33.9,466,92.8
"019910",119,0,0,2,1.7,0,0,0,0,60,50.4,10,8.4,9,7.6,3,2.5,2,1.7,59,49.6,0,0,19,16,9,7.6,8,6.7,0,0,99,83.2
"019911",509,2,0.4,1,0.2,7,1.4,0,0,47,9.2,60,11.8,19,3.7,4,0.8,1,0.2,462,90.8,0,0,109,21.4,31,6.1,13,2.6,0,0,464,91.2
"019912",2143,74,3.5,57,2.7,315,14.7,15,0.7,621,29,334,15.6,166,7.7,9,0.4,62,2.9,1522,71,8,0.4,766,35.7,181,8.4,91,4.2,576,26.9,1480,69.1
"019913",83,0,0,6,7.2,1,1.2,0,0,45,54.2,1,1.2,19,22.9,2,2.4,6,7.2,38,45.8,0,0,21,25.3,11,13.3,5,6,8,9.6,56,67.5
"019914",122,0,0,0,0,4,3.3,0,0,77,63.1,5,4.1,7,5.7,0,0,0,0,45,36.9,0,0,40,32.8,10,8.2,6,4.9,0,0,105,86.1
"020901",22067,1948,8.8,3639,16.5,3736,16.9,208,0.9,10947,49.6,1727,7.8,9601,43.5,70,0.3,3672,16.6,11120,50.4,22,0.1,10857,49.2,2079,9.4,433,2,5039,22.8,6257,28.4
"020902",6743,35,0.5,981,14.5,750,11.1,200,2.7,4130,61.2,307,4.6,3072,45.6,115,1.7,681,10.1,2613,38.8,5,0.1,3565,52.9,582,8.6,158,2.3,1646,24.4,2608,38.7
"020904",772,5,0.6,30,3.9,5,0.6,4,0.5,208,26.9,67,8.7,156,20.2,11,1.4,30,3.9,564,73.1,0,0,311,40.3,57,7.4,22,2.8,262,33.9,573,74.2
"020905",12306,171,1.4,1188,9.7,982,8,357,2.7,6862,55.8,943,7.7,6551,53.2,66,0.5,1268,10.3,5444,44.2,11,0.1,6318,51.3,954,7.8,289,2.3,3731,30.3,4236,34.4
"020906",2039,6,0.3,64,3.1,289,14.2,4,0.2,996,48.8,122,6,468,23,10,0.5,65,3.2,1043,51.2,2,0.1,755,37,166,8.1,96,4.7,845,41.4,1168,57.3
"020907",3057,7,0.2,115,3.8,352,11.5,41,1.2,1525,49.9,126,4.1,827,27.1,12,0.4,152,5,1532,50.1,0,0,1540,50.4,243,7.9,86,2.8,711,23.3,1773,58
"020908",21030,2209,10.5,1721,8.2,3323,15.8,165,0.8,5584,26.6,1829,8.7,6573,31.3,99,0.5,1687,8,15446,73.4,21,0.1,6064,28.8,1785,8.5,599,2.8,5301,25.2,8206,39
"020910",195,0,0,36,18.5,3,1.5,2,0.8,195,100,18,9.2,105,53.8,0,0,38,19.5,0,0,0,0,101,51.8,26,13.3,6,3.1,23,11.8,81,41.5
"021803",417,0,0,92,22.1,212,50.8,0,0,395,94.7,0,0,182,43.6,0,0,97,23.3,22,5.3,0,0,223,53.5,34,8.2,7,1.7,0,0,16,3.8
"021805",547,4,0.7,56,10.2,415,75.9,0,0,391,71.5,2,0.4,112,20.5,1,0.2,57,10.4,156,28.5,0,0,316,57.8,25,4.6,5,0.9,0,0,10,1.8
"021901",12874,1000,7.8,1388,10.8,1768,13.7,87,0.7,4584,35.6,1532,11.9,2736,21.3,36,0.3,1055,8.2,8290,64.4,6,0,3405,26.4,1066,8.3,408,3.2,2985,23.2,6920,53.8
"021902",16138,71,0.4,3931,24.4,3137,19.4,362,2.1,12060,74.7,2191,13.6,8865,54.9,33,0.2,3763,23.3,4078,25.3,10,0.1,10802,66.9,1386,8.6,267,1.7,3640,22.6,3755,23.3
"022004",86,0,0,32,37.2,0,0,0,0,63,73.3,6,7,67,77.9,2,2.3,32,37.2,23,26.7,0,0,48,55.8,10,11.6,0,0,13,15.1,17,19.8
"022901",1079,7,0.6,93,8.6,9,0.8,2,0.2,515,47.7,76,7,690,63.9,1,0.1,97,9,564,52.3,2,0.2,418,38.7,90,8.3,13,1.2,363,33.6,357,33.1
"022902",54,0,0,0,0,0,0,0,0,42,77.8,1,1.9,37,68.5,0,0,0,0,12,22.2,0,0,9,16.7,6,11.1,0,0,13,24.1,17,31.5
"022903",31,0,0,0,0,0,0,0,0,14,45.2,0,0,8,25.8,0,0,0,0,17,54.8,2,6.5,8,25.8,2,6.5,2,6.5,0,0,19,61.3
"023902",187,0,0,17,9.1,1,0.5,0,0,91,48.7,7,3.7,83,44.4,0,0,16,8.6,96,51.3,0,0,33,17.6,17,9.1,3,1.6,66,35.3,100,53.5
"024901",1536,3,0.2,38,2.5,0,0,64,3.9,1237,80.5,59,3.8,1504,97.9,5,0.3,41,2.7,299,19.5,0,0,1029,67,123,8,2,0.1,433,28.2,22,1.4
"025901",986,0,0,10,1,29,2.9,17,1.5,434,44,65,6.6,245,24.8,1,0.1,10,1,552,56,1,0.1,316,32,91,9.2,24,2.4,345,35,686,69.6
"025902",3698,27,0.7,106,2.9,180,4.9,52,1.3,2350,63.5,230,6.2,1459,39.5,15,0.4,110,3,1348,36.5,0,0,1462,39.5,312,8.4,139,3.8,1117,30.2,1878,50.8
