DISTRICT,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP
"220801",349,15,4.3,0,0,61,17.5,0,0,64,18.3,0,0,28,8,2,0.6,0,0,285,81.7,3,0.9,35,10,23,6.6,25,7.2,0,0,215,61.6
"220802",1176,91,7.7,22,1.9,277,23.6,0,0,224,19,0,0,216,18.4,4,0.3,45,3.8,952,81,1,0.1,77,6.5,34,2.9,50,4.3,0,0,537,45.7
"220804",639,3,0.5,34,5.3,195,30.5,0,0,584,91.4,0,0,391,61.2,6,0.9,34,5.3,55,8.6,0,0,620,97,73,11.4,5,0.8,219,34.3,39,6.1
"220809",521,7,1.3,3,0.6,54,10.4,0,0,99,19,67,12.9,86,16.5,5,1,3,0.6,422,81,2,0.4,16,3.1,17,3.3,11,2.1,0,0,356,68.3
"220810",670,65,9.7,0,0,32,4.8,0,0,0,0,0,0,74,11,7,1,0,0,670,100,0,0,47,7,30,4.5,22,3.3,0,0,470,70.1
"220811",549,31,5.6,145,26.4,225,41,0,0,426,77.6,20,3.6,195,35.5,3,0.5,148,27,123,22.4,1,0.2,232,42.3,12,2.2,7,1.3,0,0,87,15.8
"220812",196,0,0,0,0,79,40.3,0,0,148,75.5,0,0,78,39.8,0,0,0,0,48,24.5,0,0,143,73,16,8.2,6,3.1,104,53.1,33,16.8
"220813",3422,537,15.7,372,10.9,922,26.9,0,0,1754,51.3,246,7.2,1043,30.5,36,1.1,413,12.1,1668,48.7,3,0.1,549,16,124,3.6,67,2,34,1,814,23.8
"220814",296,4,1.4,0,0,34,11.5,2,1.2,45,15.2,21,7.1,56,18.9,1,0.3,0,0,251,84.8,0,0,21,7.1,17,5.7,16,5.4,0,0,185,62.5
"220815",488,8,1.6,21,4.3,271,55.5,0,0,314,64.3,34,7,108,22.1,4,0.8,21,4.3,174,35.7,0,0,180,36.9,38,7.8,15,3.1,0,0,82,16.8
"220816",1692,82,4.8,441,26.1,469,27.7,0,0,1264,74.7,0,0,990,58.5,3,0.2,456,27,428,25.3,2,0.1,887,52.4,81,4.8,32,1.9,191,11.3,114,6.7
"220817",475,24,5.1,9,1.9,167,35.2,0,0,261,54.9,32,6.7,93,19.6,1,0.2,13,2.7,214,45.1,0,0,24,5.1,26,5.5,18,3.8,84,17.7,172,36.2
"220818",577,0,0,0,0,528,91.5,0,.,307,53.2,0,0,32,5.5,0,0,0,0,270,46.8,0,0,211,36.6,15,2.6,5,0.9,82,14.2,12,2.1
"220901",64913,4240,6.5,16251,25,15260,23.5,3257,4.6,44372,68.4,4431,6.8,28490,43.9,297,0.5,16558,25.5,20541,31.6,52,0.1,36057,55.5,5132,7.9,1149,1.8,13563,20.9,15425,23.8
"220902",24119,1172,4.9,4057,16.8,1826,7.6,415,1.6,13933,57.8,2595,10.8,9190,38.1,153,0.6,4043,16.8,10186,42.2,61,0.3,10155,42.1,2396,9.9,573,2.4,6197,25.7,11144,46.2
"220904",5385,36,0.7,1343,24.9,2300,42.7,254,4.3,4666,86.6,191,3.5,2632,48.9,42,0.8,1255,23.3,719,13.4,3,0.1,3406,63.2,421,7.8,58,1.1,864,16,314,5.8
"220905",83255,1595,1.9,23499,28.2,18972,22.8,1644,1.8,64257,77.2,6840,8.2,50335,60.5,255,0.3,24651,29.6,18998,22.8,60,0.1,43328,52,6140,7.4,949,1.1,16313,19.6,11089,13.3
"220906",13328,1133,8.5,1280,9.6,589,4.4,167,1.2,2957,22.2,2298,17.2,2843,21.3,104,0.8,1120,8.4,10371,77.8,24,0.2,2831,21.2,977,7.3,403,3,3472,26.1,8232,61.8
"220907",33254,2619,7.9,1923,5.8,2643,7.9,183,0.5,7398,22.2,3815,11.5,6438,19.4,349,1,2006,6,25856,77.8,73,0.2,8537,25.7,2679,8.1,864,2.6,6550,19.7,20268,60.9
"220908",32831,2115,6.4,3405,10.4,8701,26.5,417,1.2,12661,38.6,2274,6.9,7935,24.2,165,0.5,3454,10.5,20170,61.4,36,0.1,10718,32.6,2788,8.5,1283,3.9,7420,22.6,12596,38.4
"220910",3243,36,1.1,586,18.1,404,12.5,103,2.9,2523,77.8,168,5.2,1820,56.1,18,0.6,603,18.6,720,22.2,5,0.2,1813,55.9,311,9.6,68,2.1,881,27.2,892,27.5
"220912",15000,646,4.3,1669,11.1,6190,41.3,348,2.1,8906,59.4,971,6.5,3628,24.2,812,5.4,1729,11.5,6094,40.6,16,0.1,7125,47.5,1324,8.8,260,1.7,4176,27.8,3448,23
"220914",3147,127,4,187,5.9,566,18,35,1,1308,41.6,264,8.4,694,22.1,29,0.9,184,5.8,1839,58.4,5,0.2,808,25.7,264,8.4,95,3,675,21.4,1631,51.8
"220915",5912,34,0.6,228,3.9,58,1,129,2,2805,47.4,475,8,1074,18.2,38,0.6,218,3.7,3107,52.6,4,0.1,1733,29.3,457,7.7,125,2.1,1688,28.6,4579,77.5
"220916",21775,1475,6.8,2376,10.9,3544,16.3,255,1.1,11577,53.2,1456,6.7,6269,28.8,124,0.6,2576,11.8,10198,46.8,519,2.4,8080,37.1,1881,8.6,518,2.4,3876,17.8,9326,42.8
"220917",3808,14,0.4,1114,29.3,51,1.3,72,1.8,3313,87,224,5.9,2871,75.4,7,0.2,1120,29.4,495,13,1,0,2522,66.2,286,7.5,49,1.3,686,18,815,21.4
"220918",17674,691,3.9,1484,8.4,1651,9.3,257,1.4,7124,40.3,1175,6.6,6225,35.2,122,0.7,1435,8.1,10550,59.7,39,0.2,6261,35.4,1413,8,512,2.9,3753,21.2,8434,47.7
"220919",7697,708,9.2,67,0.9,153,2,28,0.4,181,2.4,1683,21.9,582,7.6,37,0.5,69,0.9,7516,97.6,10,0.1,676,8.8,663,8.6,209,2.7,1351,17.6,5998,77.9
"220920",6514,109,1.7,741,11.4,425,6.5,103,1.5,3473,53.3,338,5.2,2230,34.2,32,0.5,590,9.1,3041,46.7,16,0.2,3191,49,612,9.4,253,3.9,1283,19.7,3449,52.9
"221801",10537,434,4.1,193,1.8,1538,14.6,0,0,4649,44.1,0,0,2666,25.3,49,0.5,193,1.8,5888,55.9,22,0.2,2326,22.1,694,6.6,438,4.2,185,1.8,5390,51.2
"221901",16992,319,1.9,601,3.5,2010,11.8,623,3.3,11203,65.9,917,5.4,6998,41.2,69,0.4,619,3.6,5789,34.1,20,0.1,5605,33,1975,11.6,642,3.8,4229,24.9,6934,40.8
"221904",1181,2,0.2,15,1.3,15,1.3,24,1.8,676,57.2,75,6.4,262,22.2,9,0.8,16,1.4,505,42.8,0,0,453,38.4,138,11.7,20,1.7,299,25.3,873,73.9
"221905",171,0,0,2,1.2,4,2.3,0,0,65,38,5,2.9,21,12.3,0,0,2,1.2,106,62,0,0,51,29.8,13,7.6,3,1.8,55,32.2,143,83.6
"221911",1014,4,0.4,3,0.3,3,0.3,4,0.4,278,27.4,79,7.8,108,10.7,3,0.3,4,0.4,736,72.6,0,0,213,21,83,8.2,11,1.1,354,34.9,885,87.3
"221912",3649,78,2.1,22,0.6,121,3.3,7,0.2,593,16.3,120,3.3,493,13.5,16,0.4,24,0.7,3056,83.7,7,0.2,700,19.2,247,6.8,110,3,849,23.3,2824,77.4
"222901",116,0,0,0,0,0,0,0,0,43,37.1,2,1.7,72,62.1,0,0,0,0,73,62.9,0,0,19,16.4,8,6.9,2,1.7,31,26.7,42,36.2
"223901",1839,8,0.4,121,6.6,61,3.3,90,4.5,1318,71.7,104,5.7,1378,74.9,7,0.4,126,6.9,521,28.3,0,0,828,45,167,9.1,15,0.8,661,35.9,370,20.1
"223902",325,0,0,19,5.8,2,0.6,2,0.6,238,73.2,16,4.9,221,68,3,0.9,19,5.8,87,26.8,0,0,152,46.8,25,7.7,4,1.2,106,32.6,95,29.2
"223904",224,0,0,18,8,0,0,0,0,127,56.7,5,2.2,82,36.6,1,0.4,18,8,97,43.3,0,0,94,42,18,8,0,0,91,40.6,141,62.9
"224901",203,0,0,0,0,1,0.5,0,0,115,56.7,14,6.9,37,18.2,0,0,0,0,88,43.3,0,0,67,33,13,6.4,3,1.5,55,27.1,162,79.8
"224902",109,0,0,1,0.9,0,0,0,0,68,62.4,6,5.5,30,27.5,0,0,1,0.9,41,37.6,0,0,37,33.9,14,12.8,1,0.9,37,33.9,78,71.6
"225902",5524,28,0.5,1699,30.8,715,12.9,94,1.6,4681,84.7,248,4.5,3624,65.6,18,0.3,1956,35.4,843,15.3,0,0,3697,66.9,552,10,71,1.3,1356,24.5,1068,19.3
"225905",134,0,0,80,59.7,1,0.7,0,0,123,91.8,2,1.5,118,88.1,0,0,80,59.7,11,8.2,0,0,101,75.4,9,6.7,3,2.2,0,0,12,9
"225906",1008,12,1.2,135,13.4,31,3.1,3,0.3,476,47.2,110,10.9,308,30.6,7,0.7,136,13.5,532,52.8,0,0,338,33.5,97,9.6,17,1.7,307,30.5,633,62.8
"225907",471,4,0.8,113,24,8,1.7,1,0.2,303,64.3,26,5.5,205,43.5,4,0.8,115,24.4,168,35.7,0,0,199,42.3,24,5.1,5,1.1,0,0,245,52
"226801",960,12,1.3,10,1,30,3.1,0,0,406,42.3,0,0,440,45.8,1,0.1,10,1,554,57.7,0,0,337,35.1,71,7.4,25,2.6,84,8.8,452,47.1
"226901",445,2,0.4,1,0.2,1,0.2,2,0.4,89,20,43,9.7,83,18.7,4,0.9,1,0.2,356,80,0,0,79,17.8,27,6.1,16,3.6,84,18.9,339,76.2
"226903",14427,147,1,638,4.4,673,4.7,171,1.1,8700,60.3,568,3.9,8413,58.3,38,0.3,643,4.5,5727,39.7,9,0.1,5720,39.6,1519,10.5,189,1.3,2520,17.5,4958,34.4
"226905",302,2,0.7,3,1,7,2.3,3,0.9,137,45.4,22,7.3,60,19.9,3,1,3,1,165,54.6,1,0.3,61,20.2,40,13.2,4,1.3,103,34.1,225,74.5
"226906",1040,1,0.1,18,1.7,4,0.4,7,0.6,160,15.4,81,7.8,185,17.8,2,0.2,18,1.7,880,84.6,2,0.2,216,20.8,63,6.1,14,1.3,301,28.9,832,80
"226907",1062,4,0.4,39,3.7,12,1.1,16,1.3,721,67.9,51,4.8,426,40.1,2,0.2,39,3.7,341,32.1,2,0.2,449,42.3,117,11,10,0.9,264,24.9,606,57.1
"226908",251,3,1.2,13,5.2,0,0,2,0.7,116,46.2,17,6.8,100,39.8,1,0.4,13,5.2,135,53.8,0,0,63,25.1,29,11.6,2,0.8,60,23.9,145,57.8
"227801",123,1,0.8,6,4.9,10,8.1,0,0,72,58.5,0,0,93,75.6,0,0,7,5.7,51,41.5,0,0,107,87,28,22.8,3,2.4,122,99.2,16,13
"227803",653,12,1.8,79,12.1,32,4.9,0,0,366,56,0,0,374,57.3,2,0.3,81,12.4,287,44,1,0.2,285,43.6,37,5.7,16,2.5,0,0,216,33.1
"227804",843,45,5.3,131,15.5,126,14.9,0,0,316,37.5,0,0,272,32.3,1,0.1,131,15.5,527,62.5,0,0,297,35.2,80,9.5,21,2.5,104,12.3,378,44.8
"227805",218,0,0,0,0,192,88.1,0,0,152,69.7,0,0,15,6.9,2,0.9,0,0,66,30.3,0,0,46,21.1,17,7.8,7,3.2,0,0,2,0.9
"227806",770,5,0.6,33,4.3,147,19.1,1,0,532,69.1,0,0,212,27.5,18,2.3,36,4.7,238,30.9,1,0.1,740,96.1,319,41.4,21,2.7,158,20.5,366,47.5
"227814",365,25,6.8,0,0,16,4.4,0,0,1,0.3,0,0,86,23.6,2,0.5,0,0,364,99.7,0,0,18,4.9,10,2.7,7,1.9,0,0,229,62.7
"227816",2960,601,20.3,500,16.9,336,11.4,0,0,1462,49.4,175,5.9,1424,48.1,6,0.2,520,17.6,1498,50.6,1,0,704,23.8,147,5,80,2.7,0,0,512,17.3
"227817",308,0,0,99,32.1,111,36,0,0,252,81.8,11,3.6,173,56.2,2,0.6,102,33.1,56,18.2,0,0,146,47.4,18,5.8,2,0.6,0,0,20,6.5
"227818",387,0,0,88,22.7,91,23.5,0,0,334,86.3,0,0,283,73.1,3,0.8,89,23,53,13.7,0,0,366,94.6,50,12.9,1,0.3,27,7,9,2.3
"227819",298,2,0.7,60,20.1,40,13.4,0,0,193,64.8,14,4.7,192,64.4,0,0,60,20.1,105,35.2,1,0.3,135,45.3,28,9.4,7,2.3,0,0,56,18.8
"227820",2081,4,0.2,913,43.9,121,5.8,0,0,1871,89.9,0,0,1912,91.9,0,0,962,46.2,210,10.1,0,0,1198,57.6,145,7,11,0.5,0,0,33,1.6
"227821",395,7,1.8,13,3.3,23,5.8,0,0,84,21.3,0,0,91,23,1,0.3,14,3.5,311,78.7,0,0,154,39,30,7.6,17,4.3,0,0,256,64.8
"227824",717,0,0,172,24,78,10.9,0,0,649,90.5,0,0,611,85.2,2,0.3,172,24,68,9.5,1,0.1,281,39.2,75,10.5,6,0.8,0,0,19,2.6
"227825",118,2,1.7,43,36.4,17,14.4,0,.,111,94.1,0,0,94,79.7,1,0.8,43,36.4,7,5.9,0,0,49,41.5,9,7.6,1,0.8,0,0,3,2.5
"227901",86233,2965,3.4,23818,27.6,7485,8.7,1718,1.8,54313,63,5806,6.7,52077,60.4,197,0.2,23650,27.4,31920,37,60,0.1,45968,53.3,8597,10,2053,2.4,18373,21.3,21396,24.8
"227904",23302,1800,7.7,4491,19.3,4390,18.8,463,1.9,12309,52.8,1800,7.7,10450,44.8,93,0.4,4542,19.5,10993,47.2,42,0.2,11109,47.7,2309,9.9,785,3.4,5944,25.5,5742,24.6
"227907",8039,203,2.5,2495,31,1893,23.5,214,2.5,6399,79.6,531,6.6,4959,61.7,25,0.3,2496,31,1640,20.4,11,0.1,4600,57.2,652,8.1,128,1.6,1556,19.4,820,10.2
"227909",7837,853,10.9,165,2.1,61,0.8,46,0.6,244,3.1,1006,12.8,994,12.7,20,0.3,173,2.2,7593,96.9,9,0.1,704,9,557,7.1,292,3.7,1285,16.4,5608,71.6
"227910",11317,69,0.6,3700,32.7,1122,9.9,349,2.8,10018,88.5,382,3.4,9295,82.1,24,0.2,3781,33.4,1299,11.5,5,0,7451,65.8,1017,9,128,1.1,3206,28.3,674,6
"227912",1339,8,0.6,58,4.3,15,1.1,33,2.3,435,32.5,77,5.8,288,21.5,4,0.3,58,4.3,904,67.5,1,0.1,295,22,128,9.6,20,1.5,284,21.2,1003,74.9
"227913",7779,298,3.8,435,5.6,75,1,74,1,958,12.3,942,12.1,1487,19.1,32,0.4,416,5.3,6821,87.7,3,0,1566,20.1,529,6.8,299,3.8,1709,22,5585,71.8
"228901",748,3,0.4,19,2.5,52,7,5,0.6,446,59.6,67,9,81,10.8,2,0.3,19,2.5,302,40.4,0,0,258,34.5,74,9.9,35,4.7,183,24.5,575,76.9
"228903",1260,6,0.5,86,6.8,221,17.5,36,2.6,991,78.7,68,5.4,260,20.6,3,0.2,86,6.8,269,21.3,0,0,671,53.3,112,8.9,33,2.6,372,29.5,737,58.5
"228904",118,0,0,0,0,0,0,2,1.4,83,70.3,9,7.6,5,4.2,3,2.5,0,0,35,29.7,0,0,37,31.4,14,11.9,2,1.7,41,34.7,108,91.5
"228905",209,0,0,0,0,15,7.2,0,0,129,61.7,24,11.5,11,5.3,1,0.5,1,0.5,80,38.3,0,0,67,32.1,28,13.4,3,1.4,102,48.8,179,85.6
"229901",418,2,0.5,3,0.7,11,2.6,2,0.4,232,55.5,8,1.9,14,3.3,2,0.5,3,0.7,186,44.5,0,0,139,33.3,39,9.3,7,1.7,156,37.3,382,91.4
"229903",1315,5,0.4,22,1.7,326,24.8,28,1.9,875,66.5,48,3.7,77,5.9,30,2.3,22,1.7,440,33.5,0,0,627,47.7,177,13.5,44,3.3,322,24.5,833,63.3
"229904",1228,4,0.3,7,0.6,15,1.2,10,0.7,612,49.8,31,2.5,57,4.6,8,0.7,7,0.6,616,50.2,0,0,304,24.8,98,8,23,1.9,338,27.5,1121,91.3
"229905",421,0,0,0,0,4,1,18,4,242,57.5,14,3.3,15,3.6,6,1.4,0,0,179,42.5,0,0,138,32.8,47,11.2,4,1,98,23.3,392,93.1
"229906",181,0,0,0,0,22,12.2,0,0,102,56.4,3,1.7,5,2.8,0,0,1,0.6,79,43.6,0,0,74,40.9,28,15.5,2,1.1,41,22.7,152,84
"230901",716,7,1,16,2.2,92,12.8,13,1.6,487,68,45,6.3,48,6.7,3,0.4,16,2.2,229,32,1,0.1,296,41.3,85,11.9,30,4.2,173,24.2,535,74.7
"230902",2390,16,0.7,123,5.1,368,15.4,51,1.9,1479,61.9,120,5,314,13.1,14,0.6,127,5.3,911,38.1,0,0,943,39.5,194,8.1,81,3.4,519,21.7,1597,66.8
"230903",847,1,0.1,50,5.9,84,9.9,7,0.7,555,65.5,45,5.3,121,14.3,3,0.4,50,5.9,292,34.5,0,0,346,40.9,94,11.1,7,0.8,212,25,631,74.5
"230904",284,1,0.4,19,6.7,34,12,1,0.3,181,63.7,20,7,46,16.2,1,0.4,20,7,103,36.3,1,0.4,125,44,14,4.9,10,3.5,107,37.7,191,67.3
"230905",1098,6,0.5,55,5,6,0.5,13,1.1,553,50.4,81,7.4,175,15.9,8,0.7,55,5,545,49.6,0,0,398,36.2,77,7,17,1.5,385,35.1,886,80.7
"230906",1024,5,0.5,35,3.4,86,8.4,9,0.8,385,37.6,79,7.7,104,10.2,6,0.6,36,3.5,639,62.4,0,0,289,28.2,69,6.7,58,5.7,276,27,765,74.7
"230908",755,3,0.4,8,1.1,2,0.3,4,0.5,312,41.3,80,10.6,36,4.8,7,0.9,8,1.1,443,58.7,1,0.1,253,33.5,49,6.5,21,2.8,249,33,685,90.7
"231901",534,0,0,16,3,9,1.7,0,0,271,50.7,39,7.3,371,69.5,3,0.6,20,3.7,263,49.3,0,0,188,35.2,35,6.6,5,0.9,96,18,146,27.3
"231902",261,0,0,19,7.3,1,0.4,0,0,118,45.2,14,5.4,114,43.7,3,1.1,21,8,143,54.8,0,0,110,42.1,16,6.1,1,0.4,54,20.7,142,54.4
"232901",323,2,0.6,5,1.5,0,0,2,0.6,117,36.2,41,12.7,176,54.5,1,0.3,5,1.5,206,63.8,0,0,54,16.7,10,3.1,0,0,68,21.1,144,44.6
"232902",521,0,0,24,4.6,3,0.6,6,1,337,64.7,35,6.7,360,69.1,3,0.6,24,4.6,184,35.3,0,0,179,34.4,45,8.6,6,1.2,140,26.9,149,28.6
"232903",4843,27,0.6,338,7,15,0.3,205,3.9,3940,81.4,460,9.5,4357,90,11,0.2,288,5.9,903,18.6,6,0.1,2770,57.2,584,12.1,12,0.2,1026,21.2,415,8.6
"232904",214,0,0,9,4.2,3,1.4,3,1.3,93,43.5,7,3.3,37,17.3,0,0,11,5.1,121,56.5,0,0,54,25.2,19,8.9,1,0.5,67,31.3,173,80.8
"233901",10300,29,0.3,1518,14.7,87,0.8,136,1.2,7564,73.4,880,8.5,9420,91.5,11,0.1,1644,16,2736,26.6,7,0.1,5170,50.2,821,8,37,0.4,2522,24.5,709,6.9
"233903",208,2,1,2,1,1,0.5,0,0,59,28.4,8,3.8,97,46.6,1,0.5,2,1,149,71.6,0,0,7,3.4,15,7.2,2,1,88,42.3,105,50.5
"234801",100,0,0,0,0,14,14,0,0,47,47,0,0,15,15,0,0,0,0,53,53,0,0,99,99,35,35,2,2,51,51,69,69
"234902",2068,11,0.5,65,3.1,41,2,8,0.4,816,39.5,152,7.4,202,9.8,28,1.4,65,3.1,1252,60.5,0,0,628,30.4,149,7.2,51,2.5,519,25.1,1735,83.9
"234903",898,2,0.2,16,1.8,49,5.5,17,1.7,421,46.9,81,9,75,8.4,5,0.6,16,1.8,477,53.1,0,0,223,24.8,103,11.5,35,3.9,274,30.5,732,81.5
"234904",1090,2,0.2,105,9.6,11,1,13,1,690,63.3,68,6.2,277,25.4,10,0.9,105,9.6,400,36.7,0,0,538,49.4,100,9.2,11,1,311,28.5,779,71.5
"234905",483,1,0.2,34,7,9,1.9,2,0.4,242,50.1,30,6.2,82,17,3,0.6,34,7,241,49.9,3,0.6,195,40.4,58,12,5,1,166,34.4,380,78.7
"234906",2245,7,0.3,125,5.6,75,3.3,30,1.2,1208,53.8,95,4.2,409,18.2,23,1,129,5.7,1037,46.2,3,0.1,757,33.7,220,9.8,39,1.7,719,32,1689,75.2
"234907",2524,8,0.3,140,5.5,119,4.7,51,1.8,1621,64.2,141,5.6,473,18.7,30,1.2,141,5.6,903,35.8,3,0.1,1051,41.6,229,9.1,78,3.1,739,29.3,1813,71.8
"234909",407,3,0.7,10,2.5,4,1,3,0.6,293,72,55,13.5,45,11.1,4,1,10,2.5,114,28,0,0,190,46.7,41,10.1,18,4.4,169,41.5,333,81.8
"235901",905,0,0,107,11.8,46,5.1,15,1.5,598,66.1,44,4.9,750,82.9,0,0,111,12.3,307,33.9,0,0,466,51.5,87,9.6,12,1.3,244,27,97,10.7
"235902",14460,129,0.9,542,3.7,1131,7.8,447,2.8,9134,63.2,690,4.8,9004,62.3,31,0.2,560,3.9,5326,36.8,7,0,5299,36.6,1310,9.1,166,1.1,4079,28.2,3992,27.6
"235904",102,0,0,8,7.8,2,2,0,0,56,54.9,17,16.7,50,49,0,0,8,7.8,46,45.1,0,0,41,40.2,8,7.8,6,5.9,0,0,44,43.1
"236801",100,0,0,0,0,40,40,0,0,100,100,0,0,40,40,0,0,0,0,0,0,0,0,100,100,28,28,0,0,99,99,20,20
"236901",889,0,0,29,3.3,189,21.3,23,2.3,467,52.5,54,6.1,128,14.4,5,0.6,32,3.6,422,47.5,0,0,299,33.6,97,10.9,29,3.3,229,25.8,538,60.5
"236902",6321,62,1,709,11.2,1548,24.5,205,3,4052,64.1,383,6.1,1913,30.3,18,0.3,736,11.6,2269,35.9,1,0,2723,43.1,541,8.6,139,2.2,1547,24.5,2640,41.8
"237902",1525,11,0.7,293,19.2,410,26.9,32,2,1219,79.9,123,8.1,816,53.5,1,0.1,325,21.3,306,20.1,0,0,863,56.6,149,9.8,13,0.9,361,23.7,274,18
"237904",5705,29,0.5,1460,25.6,613,10.7,130,2.1,3726,65.3,241,4.2,2764,48.4,47,0.8,1346,23.6,1979,34.7,3,0.1,2895,50.7,425,7.4,122,2.1,1252,21.9,2127,37.3
"237905",2088,3,0.1,603,28.9,406,19.4,74,3.3,1744,83.5,89,4.3,1453,69.6,2,0.1,630,30.2,344,16.5,0,0,1275,61.1,170,8.1,31,1.5,659,31.6,193,9.2
"238902",2139,7,0.3,134,6.3,116,5.4,8,0.4,994,46.5,84,3.9,1215,56.8,7,0.3,136,6.4,1145,53.5,3,0.1,1124,52.5,216,10.1,7,0.3,467,21.8,784,36.7
"238904",130,0,0,1,0.8,2,1.5,0,0,79,60.8,0,0,89,68.5,0,0,0,0,51,39.2,0,0,34,26.2,15,11.5,1,0.8,0,0,38,29.2
"239901",4943,77,1.6,545,11,1142,23.1,147,2.8,2860,57.9,395,8,1465,29.6,7,0.1,554,11.2,2083,42.1,2,0,2100,42.5,628,12.7,60,1.2,1519,30.7,2190,44.3
"239903",365,0,0,17,4.7,58,15.9,0,0,184,50.4,22,6,62,17,1,0.3,18,4.9,181,49.6,1,0.3,129,35.3,39,10.7,4,1.1,90,24.7,239,65.5
"240801",455,1,0.2,17,3.7,1,0.2,0,0,424,93.2,0,0,452,99.3,0,0,17,3.7,31,6.8,0,0,425,93.4,68,14.9,0,0,56,12.3,1,0.2
"240901",24797,28,0.1,14481,58.4,13,0.1,497,1.9,24175,97.5,1702,6.9,24644,99.4,6,0,14575,58.8,622,2.5,0,0,18194,73.4,1886,7.6,0,0,5214,21,106,0.4
"240903",42753,141,0.3,17883,41.8,51,0.1,681,1.5,31626,74,4839,11.3,42080,98.4,17,0,16839,39.4,11127,26,2,0,26420,61.8,3234,7.6,23,0.1,15439,36.1,439,1
"240904",350,1,0.3,26,7.4,0,0,13,3.3,225,64.3,4,1.1,324,92.6,0,0,27,7.7,125,35.7,0,0,127,36.3,30,8.6,0,0,171,48.9,25,7.1
"241901",1068,4,0.4,50,4.7,113,10.6,14,1.3,591,55.3,34,3.2,552,51.7,1,0.1,51,4.8,477,44.7,0,0,393,36.8,68,6.4,14,1.3,333,31.2,384,36
"241902",956,1,0.1,61,6.4,62,6.5,0,0,335,35,47,4.9,269,28.1,0,0,61,6.4,621,65,0,0,258,27,60,6.3,5,0.5,264,27.6,619,64.7
"241903",3520,8,0.2,354,10.1,454,12.9,46,1.2,2312,65.7,420,11.9,2075,58.9,11,0.3,359,10.2,1208,34.3,2,0.1,1547,43.9,245,7,32,0.9,841,23.9,938,26.6
"241904",2132,13,0.6,199,9.3,620,29.1,97,4.2,1710,80.2,120,5.6,1145,53.7,2,0.1,202,9.5,422,19.8,0,0,945,44.3,178,8.3,11,0.5,504,23.6,341,16
"241906",483,1,0.2,74,15.3,15,3.1,0,0,302,62.5,23,4.8,264,54.7,0,0,74,15.3,181,37.5,0,0,161,33.3,30,6.2,4,0.8,74,15.3,199,41.2
"242902",428,7,1.6,24,5.6,37,8.6,5,1.1,248,57.9,0,0,118,27.6,15,3.5,20,4.7,180,42.1,0,0,118,27.6,42,9.8,9,2.1,104,24.3,242,56.5
"242903",466,0,0,115,24.7,0,0,0,0,203,43.6,3,0.6,288,61.8,8,1.7,115,24.7,263,56.4,0,0,205,44,37,7.9,4,0.9,148,31.8,166,35.6
"242905",140,0,0,7,5,0,0,0,0,60,42.9,0,0,33,23.6,0,0,7,5,80,57.1,2,1.4,48,34.3,10,7.1,3,2.1,29,20.7,102,72.9
"242906",136,0,0,1,0.7,0,0,0,0,27,19.9,5,3.7,10,7.4,1,0.7,1,0.7,109,80.1,0,0,33,24.3,22,16.2,7,5.1,38,27.9,118,86.8
"243801",168,1,0.6,0,0,2,1.2,0,0,85,50.6,0,0,38,22.6,1,0.6,0,0,83,49.4,0,0,39,23.2,18,10.7,8,4.8,0,0,118,70.2
"243901",3413,34,1,42,1.2,258,7.6,62,1.7,1717,50.3,150,4.4,494,14.5,31,0.9,42,1.2,1696,49.7,15,0.4,1416,41.5,370,10.8,167,4.9,694,20.3,2414,70.7
"243902",440,4,0.9,3,0.7,38,8.6,15,3,289,65.7,37,8.4,88,20,2,0.5,3,0.7,151,34.3,1,0.2,220,50,54,12.3,26,5.9,101,23,281,63.9
"243903",1784,11,0.6,5,0.3,12,0.7,35,1.8,769,43.1,98,5.5,131,7.3,27,1.5,5,0.3,1015,56.9,1,0.1,545,30.5,163,9.1,39,2.2,407,22.8,1563,87.6
"243905",14639,347,2.4,794,5.4,2164,14.8,345,2.2,8429,57.6,606,4.1,4914,33.6,145,1,896,6.1,6210,42.4,20,0.1,6877,47,1814,12.4,517,3.5,2489,17,6532,44.6
"243906",974,14,1.4,13,1.3,90,9.2,20,1.8,646,66.3,75,7.7,244,25.1,12,1.2,14,1.4,328,33.7,1,0.1,232,23.8,96,9.9,57,5.9,230,23.6,556,57.1
"244901",102,0,0,0,0,1,1,0,0,71,69.6,20,19.6,36,35.3,2,2,0,0,31,30.4,0,0,22,21.6,15,14.7,1,1,27,26.5,62,60.8
"244903",2164,30,1.4,143,6.6,198,9.1,53,2.1,1579,73,148,6.8,865,40,37,1.7,144,6.7,585,27,3,0.1,1048,48.4,216,10,67,3.1,326,15.1,964,44.5
"244905",175,0,0,1,0.6,8,4.6,0,0,69,39.4,10,5.7,41,23.4,0,0,1,0.6,106,60.6,0,0,56,32,10,5.7,2,1.1,61,34.9,124,70.9
