DISTRICT,DPEMSPEC,DPEMSPEP,DPEMSPET,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETATTC,DPETATTD,DPETATTP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP
"'061903",13,10.2,128,142,10.5,1358,3,0.2,100,949,10.5,378,27.8,38,2.8,16,1.1,95,7,655,48.2,634,46.7,3,0.2,102,7.5,657,48.4,37,2.7,7,0.5,10,0.7,374,27.5,724,53.3,0,0,9,0.7,703,51.8,1,0.1,620,45.7,148,10.9,694,51.1,39,2.9,610,44.9,378,27.8,102,7.5,152,11.2
"'061905",38,13.2,288,240,11.5,2095,15,0.7,212,1456,14.6,316,15.1,42,2,24,1.1,141,6.7,671,32,997,47.6,4,0.2,120,5.7,671,32,19,0.9,18,0.9,13,0.6,269,12.8,1098,52.4,0,0,75,3.6,1424,68,1,0,1134,54.1,291,13.9,597,28.5,70,3.3,1283,61.2,316,15,120,5.7,297,14.1
"'061906",12,8.1,149,159,10.1,1582,9,0.6,126,1207,10.4,193,12.2,30,1.9,10,0.6,63,4,635,40.1,761,48.1,0,0,122,7.7,489,30.9,12,0.8,1,0.1,11,0.7,195,12.3,821,51.9,0,0,82,5.2,947,59.9,3,0.2,463,29.3,170,10.7,711,44.9,35,2.2,1005,63.5,193,12.2,122,7.7,173,10.9
"'061907",34,13.1,259,309,11.7,2640,16,0.6,492,1995,24.7,111,4.2,266,10.1,34,1.2,181,6.9,785,29.7,1330,50.4,6,0.2,145,5.5,543,20.6,32,1.2,5,0.2,11,0.4,119,4.5,1310,49.6,0,0,199,7.5,1855,70.3,4,0.2,682,25.8,275,10.4,1257,47.6,104,3.9,1696,64.2,111,4.2,145,5.5,279,10.6
"'061908",59,17.3,341,243,9.5,2568,14,0.5,281,1739,16.2,234,9.1,101,3.9,21,0.8,176,6.9,1061,41.3,1240,48.3,6,0.2,122,4.8,774,30.1,80,3.1,5,0.2,15,0.6,234,9.1,1328,51.7,0,0,147,5.7,1507,58.7,4,0.2,810,31.5,355,13.8,2568,100,101,3.9,1559,60.7,234,9.1,122,4.7,356,13.9
"'061910",23,6.4,361,387,10.3,3751,124,3.3,256,2601,9.8,118,3.1,72,1.9,13,0.4,246,6.6,253,6.7,1766,47.1,5,0.1,309,8.2,498,13.3,0,0,2,0.1,19,0.5,119,3.2,1985,52.9,1,0,234,6.2,3498,93.3,3,0.1,600,16,389,10.4,43,1.1,112,3,2923,77.9,118,3.1,309,8.1,432,11.4
"'061911",325,10.9,2974,2675,10.6,25264,1271,5,2838,19660,14.4,1698,6.7,2541,10.1,279,1.1,1866,7.4,5446,21.6,12483,49.4,40,0.2,2605,10.3,5845,23.1,77,0.3,172,0.7,122,0.5,1742,6.9,12781,50.6,5,0,1687,6.7,19818,78.4,63,0.2,7335,29,2966,11.7,2194,8.7,611,2.4,14811,58.6,1700,6.7,2605,10.3,3084,12.1
"'061912",53,10.7,495,607,15.7,3862,103,2.7,362,3048,11.9,392,10.2,345,8.9,66,1.6,429,11.1,1783,46.2,1826,47.3,16,0.4,328,8.5,1290,33.4,15,0.4,3,0.1,29,0.8,396,10.3,2036,52.7,0,0,36,0.9,2079,53.8,2,0.1,1484,38.4,480,12.4,2616,67.7,206,5.3,1887,48.9,392,10.1,328,8.5,488,12.6
"'061914",94,12.4,761,547,6.8,8090,310,3.8,2527,6419,39.4,1739,21.5,1458,18,122,1.4,372,4.6,3926,48.5,3931,48.6,30,0.4,510,6.3,3135,38.8,46,0.6,109,1.3,31,0.4,1497,18.5,4159,51.4,0,0,100,1.2,4164,51.5,14,0.2,3515,43.4,805,10,3353,41.4,395,4.9,2747,34,1739,21.4,510,6.3,823,10.2
"'062901",32,11.6,275,218,11.4,1904,8,0.4,193,1409,13.7,68,3.6,195,10.2,34,1.6,121,6.4,1130,59.3,891,46.8,21,1.1,97,5.1,949,49.8,29,1.5,3,0.2,2,0.1,71,3.7,1013,53.2,1,0.1,20,1.1,774,40.7,2,0.1,704,37,278,14.6,1296,68.1,36,1.9,712,37.4,68,3.6,97,5.1,285,14.9
"'062902",0,0,9,8,5.6,144,0,0,28,147,19,0,0,4,2.8,0,0,5,3.5,72,50,76,52.8,0,0,4,2.8,63,43.8,0,0,0,0,0,0,0,0,68,47.2,0,0,10,6.9,72,50,0,0,66,45.8,9,6.3,144,100,0,0,77,53.5,0,0,4,2.8,9,6.3
"'062903",34,14.4,236,154,10.4,1487,4,0.3,137,1044,13.1,255,17.1,93,6.3,37,2.2,68,4.6,1121,75.4,698,46.9,6,0.4,49,3.3,990,66.6,26,1.7,11,0.7,1,0.1,256,17.2,789,53.1,12,0.8,14,0.9,366,24.6,0,0,673,45.3,222,14.9,660,44.4,17,1.1,382,25.7,256,17.1,49,3.3,229,15.3
"'062904",6,10.7,56,31,6,521,0,0,58,442,13.1,8,1.5,15,2.9,0,0,43,8.3,280,53.7,245,47,1,0.2,42,8.1,251,48.2,5,1,2,0.4,2,0.4,8,1.5,276,53,0,0,0,0,241,46.3,0,0,272,52.2,55,10.6,372,71.4,8,1.5,245,47,8,1.5,42,8,58,11.1
"'062905",0,0,3,0,0,66,0,0,21,74,28.4,1,1.5,3,4.5,0,0,0,0,35,53,41,62.1,0,0,0,0,23,34.8,0,0,0,0,0,0,3,4.5,25,37.9,0,0,0,0,31,47,0,0,4,6.1,1,1.5,65,98.5,1,1.5,39,59.1,1,1.5,0,0,1,1.5
"'062906",3,23.1,13,8,4.8,166,0,0,18,137,13.1,0,0,3,1.8,0,0,7,4.2,77,46.4,78,47,2,1.2,10,6,36,21.7,3,1.8,0,0,0,0,0,0,88,53,0,0,3,1.8,89,53.6,0,0,17,10.2,12,7.2,166,100,1,0.6,126,75.9,0,0,10,6,12,7.2
"'063903",8,16.3,49,41,17.2,239,1,0.4,23,223,10.3,1,0.4,4,1.7,1,0.4,10,4.2,122,51,108,45.2,0,0,13,5.4,100,41.8,12,5,0,0,0,0,1,0.4,131,54.8,0,0,0,0,117,49,0,0,96,40.2,50,20.9,239,100,9,3.8,125,52.3,1,0.4,13,5.4,51,21.3
"'063906",5,29.4,17,5,5.6,90,0,0,21,92,22.8,4,4.4,0,0,0,0,4,4.4,68,75.6,43,47.8,0,0,6,6.7,39,43.3,1,1.1,0,0,0,0,4,4.4,47,52.2,0,0,2,2.2,22,24.4,0,0,20,22.2,16,17.8,90,100,0,0,51,56.7,4,4.4,6,6.7,16,17.8
"'064903",28,14.8,189,166,8,2064,6,0.3,140,1530,9.2,102,4.9,10,0.5,59,2.6,136,6.6,1702,82.5,1032,50,12,0.6,159,7.7,1956,94.8,82,4,0,0,0,0,126,6.1,1032,50,77,3.7,9,0.4,362,17.5,0,0,1155,56,193,9.4,2064,100,9,0.4,83,4,102,4.9,159,7.7,193,9.3
"'065901",11,20.8,53,35,7.9,441,0,0,54,354,15.3,0,0,41,9.3,1,0.2,32,7.3,217,49.2,218,49.4,5,1.1,49,11.1,63,14.3,10,2.3,0,0,0,0,0,0,223,50.6,4,0.9,2,0.5,224,50.8,1,0.2,153,34.7,64,14.5,441,100,25,5.7,311,70.5,0,0,49,11.1,64,14.5
"'065902",5,22.7,22,12,10.6,113,0,0,29,108,26.9,3,2.7,0,0,0,0,12,10.6,82,72.6,49,43.4,0,0,0,0,35,31,0,0,1,0.9,0,0,3,2.7,64,56.6,3,2.7,3,2.7,31,27.4,0,0,13,11.5,19,16.8,113,100,2,1.8,76,67.3,3,2.7,0,0,19,16.8
"'066005",1,25,4,1,2.3,44,0,0,-1,-1,14.3,7,15.9,0,0,0,0,2,4.5,43,97.7,22,50,0,0,1,2.3,43,97.7,0,0,0,0,0,0,7,15.9,22,50,1,2.3,0,0,1,2.3,0,0,30,68.2,7,15.9,44,100,0,0,1,2.3,7,15.9,1,2.3,7,15.9
"'066901",2,4.7,43,3,1.2,255,0,0,37,246,15,7,2.7,0,0,0,0,3,1.2,225,88.2,126,49.4,0,0,14,5.5,253,99.2,0,0,0,0,0,0,7,2.7,129,50.6,4,1.6,0,0,30,11.8,0,0,109,42.7,37,14.5,254,99.6,0,0,2,0.8,7,2.7,14,5.5,37,14.5
"'066902",12,6.6,182,110,7.4,1484,1,0.1,110,1202,9.2,20,1.3,1,0.1,51,3.1,64,4.3,1298,87.5,719,48.5,0,0,92,6.2,1465,98.7,11,0.7,0,0,0,0,23,1.5,765,51.5,0,0,52,3.5,186,12.5,0,0,854,57.5,207,13.9,1483,99.9,0,0,17,1.1,20,1.3,92,6.2,211,14.2
"'066903",12,11.4,105,41,5.2,781,1,0.1,46,621,7.4,26,3.3,2,0.3,2,0.2,40,5.1,590,75.5,383,49,0,0,62,7.9,727,93.1,0,0,0,0,1,0.1,29,3.7,398,51,1,0.1,0,0,191,24.5,0,0,437,56,105,13.4,780,99.9,2,0.3,48,6.1,26,3.3,62,7.9,107,13.7
"'067902",20,17.2,116,65,7.8,837,7,0.8,94,652,14.4,12,1.4,15,1.8,12,1.3,65,7.8,447,53.4,411,49.1,4,0.5,38,4.5,155,18.5,34,4.1,0,0,6,0.7,12,1.4,426,50.9,0,0,30,3.6,390,46.6,0,0,264,31.5,127,15.2,600,71.7,18,2.2,636,76,12,1.4,38,4.5,129,15.4
"'067903",31,25.6,121,94,8.8,1066,6,0.6,124,871,14.2,70,6.6,12,1.1,6,0.5,63,5.9,597,56,538,50.5,0,0,74,6.9,296,27.8,38,3.6,0,0,1,0.1,74,6.9,528,49.5,0,0,3,0.3,469,44,1,0.1,555,52.1,130,12.2,741,69.5,12,1.1,738,69.2,70,6.5,74,6.9,136,12.7
"'067904",13,23.6,55,28,10.1,276,0,0,49,229,21.4,20,7.2,2,0.7,3,0.9,30,10.9,199,72.1,133,48.2,0,0,11,4,106,38.4,27,9.8,0,0,0,0,21,7.6,143,51.8,0,0,1,0.4,77,27.9,0,0,129,46.7,39,14.1,143,51.8,6,2.2,162,58.7,20,7.2,11,4,39,14.1
"'067907",21,25.3,83,60,17.2,349,2,0.6,53,294,18,12,3.4,10,2.9,0,0,48,13.8,259,74.2,171,49,0,0,19,5.4,76,21.8,1,0.3,0,0,6,1.7,12,3.4,178,51,0,0,0,0,90,25.8,0,0,154,44.1,69,19.8,169,48.4,2,0.6,253,72.5,12,3.4,19,5.4,71,20.2
"'067908",5,27.8,18,12,6.5,186,1,0.5,33,135,24.4,7,3.8,1,0.5,0,0,7,3.8,127,68.3,98,52.7,1,0.5,1,0.5,40,21.5,1,0.5,0,0,0,0,6,3.2,88,47.3,4,2.2,2,1.1,59,31.7,0,0,56,30.1,20,10.8,98,52.7,1,0.5,143,76.9,7,3.8,1,0.5,20,10.8
"'068802",5,4.1,122,58,4.4,1322,6,0.5,133,1234,10.8,1,0.1,27,2,0,0,40,3,137,10.4,650,49.2,0,0,11,0.8,465,35.2,0,0,0,0,4,0.3,1,0.1,672,50.8,0,0,0,0,1185,89.6,2,0.2,23,1.7,118,8.9,24,1.8,20,1.5,798,60.4,1,0.1,11,0.8,118,8.9
"'068803",6,11.1,54,44,5.6,792,10,1.3,141,769,18.3,25,3.2,18,2.3,0,0,20,2.5,158,19.9,368,46.5,0,0,52,6.6,383,48.4,1,0.1,0,0,3,0.4,24,3,424,53.5,0,0,1,0.1,634,80.1,3,0.4,320,40.4,45,5.7,314,39.6,20,2.5,355,44.8,25,3.2,52,6.6,45,5.7
"'068901",561,16.7,3350,216,0.7,31775,311,1,6034,26237,23,6817,21.5,1244,3.9,634,1.8,1066,3.4,17593,55.4,15566,49,54,0.2,2926,9.2,24787,78,930,2.9,714,2.2,64,0.2,6755,21.3,16209,51,12,0,404,1.3,14182,44.6,92,0.3,18155,57.1,3058,9.6,21353,67.2,398,1.3,4879,15.4,6832,21.4,2926,9.2,3083,9.7
"'069901",3,7,43,22,8.1,270,1,0.4,58,285,20.4,14,5.2,3,1.1,4,1.2,13,4.8,188,69.6,114,42.2,0,0,12,4.4,213,78.9,0,0,0,0,0,0,14,5.2,156,57.8,0,0,1,0.4,82,30.4,0,0,136,50.4,42,15.6,270,100,1,0.4,52,19.3,14,5.2,12,4.4,42,15.6
"'069902",4,10.8,37,14,5.4,258,0,0,48,245,19.6,4,1.6,0,0,1,0.3,12,4.7,194,75.2,132,51.2,0,0,12,4.7,110,42.6,0,0,0,0,1,0.4,4,1.6,126,48.8,0,0,0,0,64,24.8,0,0,27,10.5,30,11.6,258,100,5,1.9,142,55,4,1.5,12,4.6,32,12.3
"'070801",53,22.6,235,30,1.1,2681,0,0,478,2542,18.8,1515,56.5,757,28.2,0,0,28,1,2658,99.1,1357,50.6,11,0.4,84,3.1,1764,65.8,2,0.1,60,2.2,5,0.2,1426,53.2,1324,49.4,3,0.1,2,0.1,23,0.9,0,0,2030,75.7,248,9.3,2680,100,41,1.5,114,4.3,1516,56.4,84,3.1,248,9.2
"'070901",2,3.7,54,19,5.7,332,1,0.3,60,337,17.8,15,4.5,6,1.8,1,0.3,29,8.7,167,50.3,182,54.8,0,0,25,7.5,132,39.8,0,0,1,0.3,0,0,15,4.5,150,45.2,0,0,0,0,165,49.7,0,0,20,6,41,12.3,331,99.7,1,0.3,192,57.8,15,4.5,25,7.5,41,12.3
"'070903",87,13.6,641,655,11.3,5816,25,0.4,458,3861,11.9,827,14.2,757,13,124,2,467,8,3694,63.5,2774,47.7,1,0,496,8.5,3279,56.4,151,2.6,49,0.8,9,0.2,833,14.3,3042,52.3,3,0.1,0,0,2122,36.5,23,0.4,2745,47.2,649,11.2,5816,100,94,1.6,1629,28,830,14.2,496,8.5,668,11.4
"'070905",37,10.6,349,104,4,2583,8,0.3,502,1965,25.5,793,30.7,149,5.8,44,1.6,83,3.2,2101,81.3,1315,50.9,1,0,147,5.7,1898,73.5,35,1.4,5,0.2,7,0.3,835,32.3,1268,49.1,3,0.1,48,1.9,482,18.7,2,0.1,1687,65.3,357,13.8,2583,100,38,1.5,481,18.6,793,30.7,147,5.7,360,13.9
"'070907",3,3.8,78,69,11.1,621,0,0,87,548,15.9,62,10,77,12.4,8,1.2,50,8.1,372,59.9,305,49.1,0,0,18,2.9,214,34.5,0,0,0,0,2,0.3,62,10,316,50.9,0,0,0,0,249,40.1,0,0,221,35.6,102,16.4,618,99.5,18,2.9,310,49.9,62,10,18,2.9,102,16.4
"'070908",135,10.4,1300,993,10.1,9810,91,0.9,1479,7590,19.5,368,3.8,874,8.9,74,0.7,715,7.3,2472,25.2,4751,48.4,19,0.2,568,5.8,2265,23.1,18,0.2,27,0.3,33,0.3,373,3.8,5059,51.6,0,0,111,1.1,7338,74.8,2,0,3156,32.2,1255,12.8,1914,19.5,518,5.3,6027,61.4,368,3.7,568,5.8,1282,13
"'070909",6,15.4,39,18,7.3,245,0,0,38,229,16.6,37,15.1,48,19.6,3,1.1,12,4.9,174,71,103,42,0,0,7,2.9,94,38.4,1,0.4,0,0,1,0.4,37,15.1,142,58,2,0.8,7,2.9,71,29,0,0,154,62.9,35,14.3,245,100,15,6.1,87,35.5,37,15.1,7,2.9,35,14.3
"'070910",12,5.8,208,87,7,1243,4,0.3,140,1015,13.8,158,12.7,24,1.9,33,2.5,76,6.1,678,54.5,614,49.4,13,1,40,3.2,554,44.6,12,1,0,0,2,0.2,160,12.9,629,50.6,0,0,7,0.6,565,45.5,0,0,640,51.5,227,18.3,893,71.8,28,2.3,631,50.8,158,12.7,40,3.2,228,18.3
"'070911",111,14.3,777,541,9,5987,55,0.9,751,4707,16,680,11.4,1699,28.4,159,2.5,437,7.3,2867,47.9,2855,47.7,70,1.2,412,6.9,2346,39.2,62,1,29,0.5,25,0.4,745,12.4,3132,52.3,0,0,32,0.5,3120,52.1,2,0,2804,46.8,751,12.5,2509,41.9,189,3.2,1671,27.9,680,11.3,412,6.9,762,12.7
"'070912",193,12.9,1497,1000,10.3,9668,56,0.6,1955,7202,27.1,833,8.6,1388,14.4,224,2.2,740,7.7,4437,45.9,4642,48,54,0.6,761,7.9,3263,33.8,40,0.4,16,0.2,66,0.7,813,8.4,5026,52,0,0,474,4.9,5231,54.1,27,0.3,4283,44.3,1483,15.3,7534,77.9,327,3.4,4541,47,833,8.6,761,7.9,1492,15.4
"'070915",11,11.8,93,134,11.6,1160,4,0.3,74,807,9.2,69,5.9,22,1.9,14,1.2,80,6.9,457,39.4,521,44.9,2,0.2,62,5.3,227,19.6,20,1.7,4,0.3,5,0.4,69,5.9,639,55.1,0,0,35,3,703,60.6,2,0.2,404,34.8,90,7.8,783,67.5,20,1.7,880,75.9,69,5.9,62,5.3,91,7.8
"'071801",9,14.1,64,42,3.4,1252,6,0.5,227,958,23.7,602,48.1,18,1.4,0,0,23,1.8,439,35.1,595,47.5,0,0,0,0,1093,87.3,0,0,62,5,3,0.2,512,40.9,657,52.5,0,0,39,3.1,813,64.9,0,0,645,51.5,54,4.3,1252,100,13,1,119,9.5,602,48.1,0,0,54,4.3
"'071803",13,44.8,29,6,3.4,174,0,0,63,139,45.3,43,24.7,0,0,0,0,0,0,153,87.9,100,57.5,0,0,0,0,170,97.7,0,0,0,0,0,0,47,27,74,42.5,1,0.6,4,2.3,21,12.1,0,0,154,88.5,15,8.6,174,100,0,0,4,2.3,43,24.4,0,0,16,9.1
"'071804",33,60,55,25,7.8,322,2,0.6,153,296,51.7,28,8.7,2,0.6,0,0,6,1.9,239,74.2,153,47.5,1,0.3,0,0,303,94.1,2,0.6,2,0.6,1,0.3,30,9.3,169,52.5,3,0.9,2,0.6,83,25.8,0,0,308,95.7,33,10.2,322,100,1,0.3,13,4,28,8.7,0,0,33,10.2
"'071806",36,9.6,376,173,4.2,4141,42,1,521,3345,15.6,1045,25.2,243,5.9,0,0,87,2.1,3007,72.6,1959,47.3,1,0,400,9.7,3418,82.5,0,0,4,0.1,7,0.2,1114,26.9,2182,52.7,7,0.2,7,0.2,1134,27.4,0,0,1531,37,380,9.2,3770,91,63,1.5,368,8.9,1045,25.2,400,9.7,380,9.2
"'071807",2,50,4,5,2.8,180,0,0,40,172,23.3,161,89.4,0,0,0,0,0,0,177,98.3,94,52.2,0,0,0,0,177,98.3,0,0,0,0,0,0,146,81.1,86,47.8,2,1.1,0,0,3,1.7,0,0,146,81.1,9,5,180,100,0,0,3,1.7,161,89.4,0,0,9,5
"'071809",0,0,18,12,4.8,249,2,0.8,96,265,36.2,87,34.9,7,2.8,0,0,1,0.4,134,53.8,122,49,0,0,0,0,223,89.6,0,0,0,0,0,0,90,36.1,127,51,0,0,18,7.2,115,46.2,0,0,99,39.8,15,6,249,100,2,0.8,15,6,87,34.9,0,0,15,6
"'071810",1,5,20,7,3.3,210,0,0,19,134,14.2,133,63.3,0,0,0,0,6,2.9,187,89,98,46.7,0,0,6,2.9,199,94.8,0,0,13,6.2,0,0,135,64.3,112,53.3,0,0,12,5.7,23,11,0,0,135,64.3,15,7.1,210,100,1,0.5,10,4.8,133,63.3,6,2.9,15,7.1
"'071901",167,14.1,1181,249,2.3,10625,10,0.1,1065,8800,12.1,3630,34.2,36,0.3,95,0.8,73,0.7,9129,85.9,5197,48.9,11,0.1,481,4.5,10098,95,165,1.6,101,1,37,0.3,4152,39.1,5428,51.1,42,0.4,293,2.8,1496,14.1,7,0.1,6856,64.5,1175,11.1,10625,100,62,0.6,375,3.5,3638,34.1,481,4.5,1182,11.1
"'071902",1115,17.3,6451,2697,5.3,50540,646,1.3,8822,43604,20.2,19238,38.1,1654,3.3,950,1.6,1362,2.7,37663,74.5,24865,49.2,35,0.1,6793,13.4,42697,84.5,437,0.9,546,1.1,88,0.2,16645,32.9,25675,50.8,196,0.4,3876,7.7,12877,25.5,183,0.4,30805,61,5860,11.6,47978,94.9,944,1.9,4328,8.6,19262,38,6795,13.4,5938,11.7
"'071903",25,8.7,289,144,7,2045,0,0,124,1552,8,762,37.3,0,0,30,1.3,64,3.1,1868,91.3,1001,48.9,0,0,92,4.5,2033,99.4,51,2.5,33,1.6,0,0,948,46.4,1044,51.1,135,6.6,43,2.1,177,8.7,0,0,1435,70.2,274,13.4,2045,100,0,0,12,0.6,762,37.2,92,4.5,277,13.5
"'071904",54,13.3,405,151,4.7,3189,0,0,209,1872,11.2,1558,48.9,3,0.1,75,2.1,58,1.8,2899,90.9,1563,49,1,0,212,6.6,3172,99.5,82,2.6,36,1.1,0,0,1823,57.2,1626,51,31,1,75,2.4,290,9.1,0,0,2383,74.7,448,14,3189,100,0,0,14,0.4,1559,48.9,213,6.7,448,14
"'071905",643,11.8,5441,2749,7.2,38354,111,0.3,4133,30376,13.6,11100,28.9,543,1.4,484,1.1,1079,2.8,29697,77.4,18857,49.2,45,0.1,2599,6.8,36425,95,253,0.7,319,0.8,60,0.2,11458,29.9,19497,50.8,78,0.2,1734,4.5,8657,22.6,55,0.1,20878,54.4,5423,14.1,38274,99.8,89,0.2,1071,2.8,11100,28.9,2599,6.8,5444,14.2
"'071906",8,9,89,44,5.6,786,1,0.1,85,670,12.7,163,20.7,1,0.1,6,0.7,20,2.5,507,64.5,386,49.1,0,0,65,8.3,767,97.6,4,0.5,13,1.7,0,0,209,26.6,400,50.9,35,4.5,8,1,279,35.5,0,0,374,47.6,92,11.7,786,100,1,0.1,16,2,163,20.7,65,8.3,93,11.8
"'071907",64,10.3,624,359,6,6023,27,0.4,597,4927,12.1,2111,35,68,1.1,98,1.5,93,1.5,3799,63.1,2897,48.1,5,0.1,663,11,5580,92.6,108,1.8,53,0.9,7,0.1,1916,31.8,3126,51.9,81,1.3,508,8.4,2224,36.9,2,0,3816,63.4,593,9.8,6023,100,43,0.7,296,4.9,2111,35,663,11,598,9.9
"'071908",6,7.8,77,24,2.6,913,0,0,68,691,9.8,365,40,0,0,19,1.8,4,0.4,862,94.4,469,51.4,0,0,60,6.6,910,99.7,20,2.2,6,0.7,0,0,514,56.3,444,48.6,30,3.3,1,0.1,51,5.6,0,0,712,78,72,7.9,913,100,0,0,3,0.3,365,39.9,60,6.6,72,7.9
"'071909",873,15.4,5674,2050,4.4,46932,267,0.6,5555,37326,14.9,12233,26.1,1054,2.2,523,1,460,1,32728,69.7,22933,48.9,94,0.2,2936,6.3,43273,92.2,286,0.6,556,1.2,76,0.2,12005,25.6,23999,51.1,66,0.1,5329,11.4,14204,30.3,108,0.2,22942,48.9,5413,11.5,46932,100,416,0.9,1738,3.7,12249,26,2937,6.2,5475,11.6
"'072801",580,51.6,1125,709,11.2,6327,37,0.6,2009,4268,47.1,672,10.6,697,11,0,0,211,3.3,3824,60.4,3618,57.2,26,0.4,0,0,3525,55.7,74,1.2,0,0,21,0.3,698,11,2709,42.8,21,0.3,61,1,2503,39.6,8,0.1,5838,92.3,844,13.3,4476,70.7,175,2.8,1864,29.5,672,10.6,0,0,844,13.3
"'072802",23,92,25,13,10.6,123,0,0,69,98,70.4,5,4.1,1,0.8,0,0,7,5.7,123,100,53,43.1,0,0,0,0,66,53.7,0,0,0,0,2,1.6,5,4.1,70,56.9,0,0,4,3.3,0,0,0,0,116,94.3,12,9.8,123,100,1,0.8,53,43.1,5,4.1,0,0,12,9.8
"'072901",0,0,4,15,7,215,1,0.5,35,186,18.8,36,16.7,0,0,0,0,2,0.9,160,74.4,108,50.2,0,0,7,3.3,92,42.8,0,0,1,0.5,1,0.5,35,16.3,107,49.8,8,3.7,13,6,55,25.6,0,0,44,20.5,6,2.8,214,99.5,6,2.8,115,53.5,36,16.7,7,3.3,6,2.8
"'072902",23,24.2,95,72,6.6,1090,4,0.4,140,885,15.8,210,19.3,9,0.8,22,1.8,61,5.6,771,70.7,525,48.2,1,0.1,85,7.8,652,59.8,0,0,3,0.3,4,0.4,210,19.3,565,51.8,12,1.1,0,0,319,29.3,2,0.2,365,33.5,86,7.9,1090,100,13,1.2,406,37.2,210,19.2,85,7.8,89,8.1
"'072903",51,11.9,429,241,6.6,3645,51,1.4,324,2155,15,445,12.2,48,1.3,33,0.8,209,5.7,1770,48.6,1806,49.5,45,1.2,246,6.7,1331,36.5,9,0.2,19,0.5,8,0.2,469,12.9,1839,50.5,17,0.5,215,5.9,1875,51.4,1,0,1494,41,415,11.4,2591,71.1,100,2.7,2106,57.8,445,12.2,246,6.7,429,11.7
"'072904",4,23.5,17,37,16.8,220,0,0,48,221,21.7,1,0.5,2,0.9,1,0.4,25,11.4,67,30.5,103,46.8,2,0.9,16,7.3,16,7.3,1,0.5,0,0,2,0.9,1,0.5,117,53.2,6,2.7,12,5.5,153,69.5,0,0,68,30.9,17,7.7,0,0,7,3.2,193,87.7,1,0.4,16,7.1,19,8.5
"'072908",1,6.3,16,6,2.1,282,1,0.4,35,244,14.3,6,2.1,0,0,0,0,7,2.5,65,23,139,49.3,0,0,4,1.4,44,15.6,0,0,0,0,3,1.1,6,2.1,143,50.7,0,0,0,0,217,77,1,0.4,46,16.3,22,7.8,280,99.3,7,2.5,226,80.1,6,2.1,4,1.4,24,8.5
"'072909",1,3.4,29,19,6.8,278,0,0,32,266,12,65,23.4,4,1.4,1,0.3,17,6.1,146,52.5,129,46.4,4,1.4,30,10.8,136,48.9,0,0,0,0,0,0,65,23.4,149,53.6,6,2.2,10,3.6,132,47.5,0,0,112,40.3,34,12.2,278,100,3,1.1,135,48.6,65,23.4,30,10.8,34,12.2
"'072910",1,7.7,13,9,7,129,1,0.8,17,95,17.9,0,0,0,0,0,0,2,1.6,37,28.7,59,45.7,0,0,8,6.2,14,10.9,0,0,0,0,0,0,0,0,70,54.3,0,0,2,1.6,92,71.3,0,0,3,2.3,9,7,129,100,7,5.4,107,82.9,0,0,8,6.2,9,7
"'073901",6,9.1,66,29,5.5,529,2,0.4,56,506,11.1,93,17.6,100,18.9,0,0,21,4,479,90.5,256,48.4,8,1.5,29,5.5,308,58.2,7,1.3,0,0,2,0.4,99,18.7,273,51.6,1,0.2,1,0.2,50,9.5,1,0.2,366,69.2,57,10.8,518,97.9,23,4.3,93,17.6,93,17.6,29,5.5,57,10.8
"'073903",9,9.1,99,18,2.1,877,4,0.5,113,751,15,133,15.2,493,56.2,10,1,15,1.7,834,95.1,420,47.9,9,1,33,3.8,297,33.9,0,0,3,0.3,0,0,134,15.3,457,52.1,2,0.2,8,0.9,43,4.9,0,0,499,56.9,88,10,877,100,24,2.7,59,6.7,133,15.1,33,3.7,92,10.4
"'073904",0,0,17,7,4.4,159,0,0,-1,-1,6.5,0,0,1,0.6,0,0,7,4.4,24,15.1,77,48.4,0,0,14,8.8,8,5,0,0,0,0,1,0.6,2,1.3,82,51.6,2,1.3,2,1.3,135,84.9,0,0,49,30.8,20,12.6,159,100,5,3.1,144,90.6,0,0,14,8.8,21,13.1
"'073905",16,13.9,115,53,7.7,685,1,0.1,76,553,13.7,35,5.1,69,10.1,8,1.1,40,5.8,448,65.4,338,49.3,15,2.2,51,7.4,251,36.6,3,0.4,2,0.3,0,0,39,5.7,347,50.7,0,0,10,1.5,237,34.6,0,0,338,49.3,95,13.9,685,100,36,5.3,328,47.9,35,5.1,51,7.4,99,14.4
