DISTRICT,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETG9XC,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETVHSC,DPETVHSP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTG9XC,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP,DPNTVHSC,DPNTVHSP
"079901",2439,7,35042,2425,6.9,5150,14.7,6940,19.8,377,1.1,1354,3.9,15943,45.5,16877,48.2,106,0.3,10148,3064,8.7,15033,42.9,331,0.9,590,1.7,92,0.3,5264,15,18165,51.8,30,0.1,27,0.1,19099,54.5,63,0.2,15547,44.4,4408,12.6,15106,43.1,1064,3,2625,25.9,9464,27,9425,26.9,5153,14.7,10158,3064,8.7,4514,12.8,2627,25.9
"079906",227,6.8,3325,14,0.4,287,8.6,111,3.3,25,0.7,112,3.4,1357,40.8,1618,48.7,8,0.2,1027,87,2.6,1574,47.3,1,0,35,1.1,6,0.2,288,8.7,1707,51.3,0,0,36,1.1,1968,59.2,0,0,1346,40.5,390,11.7,2296,69.1,30,0.9,499,48.6,1211,36.4,1590,47.8,287,8.6,1027,87,2.6,396,11.9,499,48.6
"079907",4403,5.7,77575,20593,26.5,12011,15.5,21060,27.1,765,1,2190,2.8,33776,43.5,37533,48.4,326,0.4,24820,5286,6.8,20678,26.7,649,0.8,2691,3.5,293,0.4,12362,15.9,40042,51.6,0,0,536,0.7,43799,56.5,108,0.1,31766,40.9,7752,10,15595,20.1,2657,3.4,8649,34.8,21225,27.4,12186,15.7,12016,15.5,24852,5286,6.8,7868,10.1,8654,34.8
"079910",129,3.7,3512,212,6,728,20.7,1468,41.8,59,1.5,30,0.9,2586,73.6,1757,50,11,0.3,1078,153,4.4,1631,46.4,56,1.6,105,3,10,0.3,735,20.9,1755,50,0,0,48,1.4,926,26.4,4,0.1,1796,51.1,318,9.1,3512,100,67,1.9,547,50.7,1259,35.8,120,3.4,728,20.7,1078,153,4.4,318,9.1,547,50.7
"080901",147,9.3,1577,16,1,166,10.5,87,5.5,25,1.4,127,8.1,946,60,777,49.3,4,0.3,493,94,6,387,24.5,8,0.5,2,0.1,6,0.4,176,11.2,800,50.7,4,0.3,8,0.5,631,40,0,0,664,42.1,164,10.4,1577,100,51,3.2,469,95.1,738,46.8,1030,65.3,166,10.5,493,94,6,165,10.5,469,95.1
"081902",147,8.2,1783,17,1,99,5.6,233,13.1,11,0.6,98,5.5,1026,57.5,873,49,20,1.1,503,57,3.2,472,26.5,20,1.1,14,0.8,7,0.4,101,5.7,910,51,4,0.2,6,0.3,757,42.5,3,0.2,779,43.7,155,8.7,1283,72,69,3.9,402,79.9,478,26.8,982,55.1,99,5.5,504,57,3.2,157,8.8,402,79.8
"081904",98,8.4,1165,7,0.6,92,7.9,133,11.4,35,2.7,71,6.1,714,61.3,581,49.9,11,0.9,377,98,8.4,350,30,25,2.1,6,0.5,0,0,94,8.1,584,50.1,6,0.5,31,2.7,451,38.7,0,0,511,43.9,157,13.5,1165,100,40,3.4,204,54.1,446,38.3,635,54.5,92,7.8,377,98,8.4,164,14,204,54.1
"081905",67,13.6,492,0,0,16,3.3,54,11,9,1.7,18,3.7,292,59.3,231,47,0,0,137,36,7.3,97,19.7,1,0.2,0,0,1,0.2,16,3.3,261,53,0,0,2,0.4,200,40.7,1,0.2,148,30.1,46,9.3,492,100,12,2.4,118,86.1,174,35.4,327,66.5,16,3.3,137,36,7.3,46,9.3,118,86.1
"081906",5,2.8,179,0,0,6,3.4,20,11.2,0,0,17,9.5,111,62,87,48.6,1,0.6,0,1,0.6,21,11.7,0,0,0,0,1,0.6,6,3.4,92,51.4,2,1.1,2,1.1,68,38,0,0,55,30.7,14,7.8,179,100,9,5,0,0,11,6.1,128,71.5,6,3.4,0,1,0.6,14,7.8,0,.
"082902",80,8.1,982,2,0.2,45,4.6,3,0.3,13,1.2,36,3.7,801,81.6,466,47.5,6,0.6,275,69,7,888,90.4,121,12.3,4,0.4,1,0.1,45,4.6,516,52.5,25,2.5,2,0.2,181,18.4,0,0,585,59.6,171,17.4,982,100,4,0.4,86,31.3,231,23.5,84,8.6,45,4.6,275,69,7,171,17.4,86,31.3
"082903",177,8.2,2166,5,0.2,139,6.4,7,0.3,56,2.4,101,4.7,1746,80.6,1056,48.8,9,0.4,625,90,4.2,2036,94,78,3.6,26,1.2,1,0,148,6.8,1110,51.2,57,2.6,2,0.1,420,19.4,1,0,1111,51.3,217,10,2165,100,1,0,541,86.6,695,32.1,115,5.3,140,6.4,627,90,4.1,222,10.2,542,86.4
"083901",21,3.8,551,0,0,128,23.2,33,6,8,1.3,12,2.2,408,74,279,50.6,0,0,150,36,6.5,458,83.1,7,1.3,14,2.5,1,0.2,131,23.8,272,49.4,82,14.9,0,0,143,26,0,0,379,68.8,44,8,551,100,3,0.5,149,99.3,164,29.8,56,10.2,128,23.1,150,36,6.5,44,7.9,149,99.3
"083902",8,5.1,157,0,0,16,10.2,0,0,0,0,5,3.2,86,54.8,73,46.5,0,0,34,6,3.8,58,36.9,0,0,1,0.6,0,0,16,10.2,84,53.5,0,0,3,1.9,71,45.2,0,0,65,41.4,9,5.7,157,100,0,0,32,94.1,63,40.1,99,63.1,16,10.2,34,6,3.8,9,5.7,32,94.1
"083903",217,7.1,3035,14,0.5,521,17.2,25,0.8,69,2.2,147,4.8,1631,53.7,1491,49.1,14,0.5,845,125,4.1,1544,50.9,8,0.3,117,3.9,7,0.2,525,17.3,1544,50.9,2,0.1,10,0.3,1404,46.3,3,0.1,1394,45.9,262,8.6,2998,98.8,24,0.8,349,41.3,956,31.5,1418,46.7,521,17.1,845,125,4.1,265,8.7,349,41.3
"084802",49,4.1,1200,15,1.3,242,20.2,103,8.6,0,0,44,3.7,880,73.3,616,51.3,5,0.4,127,56,4.7,713,59.4,6,0.5,6,0.5,4,0.3,242,20.2,584,48.7,1,0.1,5,0.4,320,26.7,1,0.1,646,53.8,115,9.6,1200,100,48,4,91,71.7,389,32.4,316,26.3,242,20.2,127,56,4.7,115,9.6,91,71.7
"084804",0,0,276,7,2.5,0,0,122,44.2,0,0,3,1.1,219,79.3,163,59.1,0,0,0,19,6.9,95,34.4,0,0,0,0,1,0.4,0,0,113,40.9,0,0,2,0.7,57,20.7,0,0,84,30.4,10,3.6,276,100,6,2.2,0,0,0,0,45,16.3,0,0,0,19,6.8,10,3.6,0,.
"084901",659,5.7,11630,229,2,1811,15.6,1877,16.1,274,2.3,467,4,7347,63.2,5688,48.9,53,0.5,3220,644,5.5,5825,50.1,135,1.2,227,2,45,0.4,1963,16.9,5942,51.1,2,0,188,1.6,4283,36.8,12,0.1,6771,58.2,1549,13.3,11526,99.1,281,2.4,2344,72.8,2523,21.7,3361,28.9,1812,15.5,3223,644,5.5,1572,13.5,2345,72.8
"084902",376,5.3,7034,144,2,1532,21.8,1658,23.6,193,2.5,183,2.6,5547,78.9,3411,48.5,11,0.2,2102,352,5,3161,44.9,416,5.9,368,5.2,28,0.4,1489,21.2,3623,51.5,0,0,17,0.2,1487,21.1,18,0.3,3546,50.4,685,9.7,7034,100,126,1.8,1934,92,2454,34.9,1899,27,1532,21.8,2106,352,5,689,9.8,1935,91.9
"084903",15,8.8,171,4,2.3,0,0,1,0.6,2,1.2,7,4.1,81,47.4,74,43.3,0,0,74,7,4.1,18,10.5,10,5.8,0,0,4,2.3,0,0,97,56.7,0,0,0,0,90,52.6,0,0,41,24,20,11.7,171,100,7,4.1,53,71.6,82,48,137,80.1,0,0,74,7,4.1,20,11.7,53,71.6
"084906",543,6.5,8380,40,0.5,822,9.8,2651,31.6,491,5.2,229,2.7,6589,78.6,4023,48,23,0.3,2521,291,3.5,3340,39.9,344,4.1,43,0.5,96,1.1,893,10.7,4357,52,0,0,14,0.2,1791,21.4,10,0.1,5063,60.4,1025,12.2,5648,67.4,205,2.4,865,34.3,2340,27.9,2038,24.3,828,9.8,2538,291,3.4,1046,12.4,869,34.2
"084908",121,6.8,1771,8,0.5,114,6.4,768,43.4,49,2.5,82,4.6,1403,79.2,838,47.3,8,0.5,380,78,4.4,553,31.2,213,12,0,0,3,0.2,132,7.5,933,52.7,0,0,1,0.1,368,20.8,0,0,778,43.9,231,13,1551,87.6,46,2.6,170,44.7,430,24.3,393,22.2,114,6.4,380,78,4.4,231,13,170,44.7
"084909",274,6.1,4488,22,0.5,229,5.1,45,1,109,2.2,165,3.7,2040,45.5,2179,48.6,17,0.4,1329,201,4.5,985,21.9,48,1.1,7,0.2,23,0.5,233,5.2,2309,51.4,0,0,36,0.8,2448,54.5,6,0.1,2295,51.1,530,11.8,3158,70.4,75,1.7,817,61.5,1132,25.2,3332,74.2,230,5.1,1334,201,4.4,544,12,819,61.4
"084910",1930,4.6,42234,3931,9.3,5442,12.9,3416,8.1,514,1.2,1087,2.6,11955,28.3,20510,48.6,54,0.1,13282,4806,11.4,13625,32.3,609,1.4,1165,2.8,99,0.2,5339,12.6,21724,51.4,0,0,1020,2.4,30279,71.7,59,0.1,17308,41,4750,11.2,11613,27.5,1986,4.7,5966,44.9,13593,32.2,19118,45.3,5444,12.8,13315,4806,11.3,4864,11.5,5978,44.9
"084911",690,11.1,6200,387,6.2,136,2.2,105,1.7,34,0.5,520,8.4,690,11.1,3064,49.4,8,0.1,2090,609,9.8,1176,19,14,0.2,36,0.6,15,0.2,143,2.3,3136,50.6,0,0,85,1.4,5510,88.9,15,0.2,1125,18.1,715,11.5,1283,20.7,232,3.7,1330,63.6,2171,35,4270,68.9,136,2.2,2092,609,9.8,740,11.9,1330,63.6
"085902",51,6.3,810,2,0.2,65,8,51,6.3,6,0.6,37,4.6,544,67.2,369,45.6,0,0,258,23,2.8,483,59.6,10,1.2,2,0.2,10,1.2,65,8,441,54.4,0,0,6,0.7,266,32.8,0,0,386,47.7,117,14.4,755,93.2,32,4,201,77.9,255,31.5,232,28.6,65,8,258,23,2.8,118,14.5,201,77.9
"085903",7,5.3,133,0,0,1,0.8,1,0.8,1,0.7,5,3.8,100,75.2,61,45.9,0,0,39,5,3.8,76,57.1,0,0,0,0,0,0,1,0.8,72,54.1,0,0,2,1.5,33,24.8,0,0,80,60.2,12,9,133,100,1,0.8,39,100,49,36.8,55,41.4,1,0.8,39,5,3.8,12,9,39,100
"086024",0,0,30,2,6.7,0,0,0,0,0,0,0,0,0,0,14,46.7,0,0,0,2,6.7,12,40,0,0,0,0,0,0,0,0,16,53.3,0,0,0,0,30,100,0,0,8,26.7,0,0,0,0,0,0,0,0,0,0,16,53.3,0,0,0,2,6.7,0,0,0,.
"086901",204,6.4,3165,15,0.5,479,15.1,9,0.3,76,2.3,192,6.1,1707,53.9,1547,48.9,7,0.2,1013,201,6.4,1587,50.1,9,0.3,70,2.2,5,0.2,485,15.3,1618,51.1,6,0.2,41,1.3,1458,46.1,4,0.1,1550,49,418,13.2,2055,64.9,33,1,606,59.8,1141,36.1,1512,47.8,479,15.1,1013,201,6.3,432,13.6,606,59.8
"086902",47,8.3,567,0,0,7,1.2,2,0.4,9,1.4,20,3.5,210,37,272,48,0,0,170,39,6.9,77,13.6,5,0.9,0,0,1,0.2,7,1.2,295,52,0,0,3,0.5,357,63,0,0,185,32.6,60,10.6,567,100,7,1.2,133,78.2,174,30.7,480,84.7,7,1.2,170,39,6.9,61,10.7,133,78.2
"087901",20,6.5,306,0,0,22,7.2,0,0,0,0,22,7.2,100,32.7,145,47.4,0,0,81,14,4.6,138,45.1,0,0,1,0.3,0,0,22,7.2,161,52.6,1,0.3,0,0,206,67.3,0,0,71,23.2,28,9.2,306,100,0,0,79,97.5,123,40.2,168,54.9,22,7.2,81,14,4.6,28,9.2,79,97.5
"088902",138,10.6,1300,4,0.3,22,1.7,55,4.2,18,1.3,74,5.7,658,50.6,627,48.2,6,0.5,385,90,6.9,605,46.5,36,2.8,0,0,6,0.5,25,1.9,673,51.8,0,0,8,0.6,642,49.4,0,0,571,43.9,166,12.8,1299,99.9,28,2.2,306,79.5,558,42.9,602,46.3,22,1.7,386,90,6.8,175,13.3,307,79.5
"089901",256,9,2830,4,0.1,654,23.1,228,8.1,87,2.9,167,5.9,2052,72.5,1367,48.3,21,0.7,832,211,7.5,1884,66.6,6,0.2,24,0.8,4,0.1,564,19.9,1463,51.7,3,0.1,5,0.2,778,27.5,2,0.1,1864,65.9,380,13.4,2830,100,7,0.2,595,71.5,1195,42.2,701,24.8,654,23.1,832,211,7.4,387,13.6,595,71.5
"089903",96,8.9,1081,0,0,191,17.7,11,1,25,2.2,82,7.6,864,79.9,533,49.3,1,0.1,299,97,9,823,76.1,24,2.2,11,1,1,0.1,195,18,548,50.7,15,1.4,6,0.6,217,20.1,0,0,565,52.3,169,15.6,1075,99.4,16,1.5,120,40.1,252,23.3,230,21.3,191,17.6,300,97,9,170,15.7,121,40.3
"089905",9,2.8,317,1,0.3,84,26.5,24,7.6,15,4.2,4,1.3,279,88,161,50.8,0,0,76,9,2.8,262,82.6,30,9.5,7,2.2,0,0,85,26.8,156,49.2,3,0.9,3,0.9,38,12,0,0,204,64.4,33,10.4,317,100,5,1.6,19,25,54,17,25,7.9,84,26.5,76,9,2.8,33,10.4,19,25
"090902",6,3.6,169,1,0.6,4,2.4,0,0,2,1,6,3.6,95,56.2,76,45,0,0,48,5,3,25,14.8,1,0.6,0,0,1,0.6,4,2.4,93,55,0,0,0,0,74,43.8,0,0,79,46.7,30,17.8,169,100,7,4.1,45,93.8,60,35.5,135,79.9,4,2.4,48,5,2.9,31,18.2,45,93.8
"090903",21,9.7,216,0,0,5,2.3,1,0.5,0,0,14,6.5,119,55.1,103,47.7,2,0.9,64,0,0,51,23.6,1,0.5,0,0,0,0,5,2.3,113,52.3,0,0,0,0,97,44.9,0,0,56,25.9,39,18.1,216,100,13,6,34,53.1,81,37.5,151,69.9,5,2.3,64,0,0,41,18.8,34,53.1
"090904",255,7.2,3541,24,0.7,602,17,111,3.1,37,1,208,5.9,2099,59.3,1715,48.4,18,0.5,1043,241,6.8,1681,47.5,81,2.3,32,0.9,13,0.4,614,17.3,1826,51.6,13,0.4,29,0.8,1442,40.7,0,0,1807,51,474,13.4,2028,57.3,100,2.8,752,72.1,1153,32.6,1612,45.5,602,16.9,1044,241,6.8,490,13.8,752,72
"090905",1,2.1,48,0,0,0,0,1,2.1,0,0,1,2.1,13,27.1,33,68.8,0,0,0,0,0,10,20.8,0,0,0,0,0,0,0,0,15,31.3,0,0,1,2.1,35,72.9,0,0,20,41.7,2,4.2,0,0,0,0,0,0,0,0,37,77.1,0,0,0,0,0,2,4.2,0,.
"091901",100,11.3,882,0,0,17,1.9,5,0.6,17,1.8,54,6.1,326,37,429,48.6,0,0,277,67,7.6,95,10.8,0,0,0,0,18,2,17,1.9,453,51.4,0,0,0,0,556,63,3,0.3,246,27.9,93,10.5,391,44.3,39,4.4,273,98.6,273,31,722,81.9,17,1.9,277,67,7.6,96,10.8,273,98.6
"091902",35,6.7,520,0,0,26,5,4,0.8,10,1.7,30,5.8,375,72.1,228,43.8,0,0,166,25,4.8,97,18.7,4,0.8,0,0,7,1.3,26,5,292,56.2,1,0.2,1,0.2,145,27.9,0,0,102,19.6,62,11.9,256,49.2,9,1.7,160,96.4,197,37.9,403,77.5,26,5,166,25,4.8,63,12.1,160,96.4
"091903",325,6.9,4743,36,0.8,341,7.2,478,10.1,165,3.2,273,5.8,2953,62.3,2330,49.1,10,0.2,1341,158,3.3,973,20.5,31,0.7,34,0.7,82,1.7,349,7.4,2413,50.9,1,0,32,0.7,1790,37.7,1,0,1819,38.4,720,15.2,1956,41.2,405,8.5,1105,82.4,1449,30.6,2768,58.4,341,7.2,1346,158,3.3,723,15.2,1106,82.2
"091905",132,10.4,1266,3,0.2,142,11.2,30,2.4,61,4.5,82,6.5,587,46.4,596,47.1,5,0.4,356,48,3.8,282,22.3,0,0,10,0.8,12,0.9,144,11.4,670,52.9,1,0.1,13,1,679,53.6,1,0.1,466,36.8,170,13.4,909,71.8,55,4.3,206,57.9,371,29.3,883,69.7,142,11.2,356,48,3.8,170,13.4,206,57.9
"091906",756,10.1,7510,229,3,1772,23.6,945,12.6,148,1.8,410,5.5,5269,70.2,3659,48.7,6,0.1,2003,838,11.2,3175,42.3,330,4.4,59,0.8,64,0.9,1784,23.8,3851,51.3,4,0.1,0,0,2241,29.8,13,0.2,4538,60.4,1005,13.4,7083,94.3,480,6.4,1429,71.3,2027,27,2604,34.7,1773,23.5,2009,838,11.1,1029,13.6,1431,71.2
"091907",118,16.7,707,2,0.3,45,6.4,1,0.1,2,0.3,57,8.1,275,38.9,367,51.9,3,0.4,187,67,9.5,137,19.4,0,0,3,0.4,6,0.8,47,6.6,340,48.1,0,0,32,4.5,432,61.1,0,0,281,39.7,45,6.4,707,100,9,1.3,185,98.9,186,26.3,552,78.1,45,6.3,187,67,9.4,47,6.6,185,98.9
"091908",259,14.4,1795,20,1.1,57,3.2,28,1.6,12,0.7,166,9.2,454,25.3,884,49.2,11,0.6,516,117,6.5,298,16.6,2,0.1,2,0.1,17,0.9,61,3.4,911,50.8,0,0,28,1.6,1341,74.7,1,0.1,380,21.2,203,11.3,833,46.4,68,3.8,504,97.7,539,30,1363,75.9,57,3.2,516,117,6.5,206,11.5,504,97.7
"091909",106,6.6,1613,6,0.4,86,5.3,11,0.7,30,1.7,41,2.5,869,53.9,747,46.3,16,1,441,73,4.5,287,17.8,68,4.2,18,1.1,25,1.5,90,5.6,866,53.7,0,0,8,0.5,744,46.1,0,0,537,33.3,203,12.6,1172,72.7,56,3.5,291,66,475,29.4,1228,76.1,86,5.3,444,73,4.5,208,12.8,292,65.8
"091910",98,11.8,832,6,0.7,40,4.8,38,4.6,3,0.3,46,5.5,360,43.3,419,50.4,1,0.1,277,89,10.7,108,13,7,0.8,2,0.2,14,1.7,41,4.9,413,49.6,0,0,1,0.1,472,56.7,0,0,281,33.8,73,8.8,555,66.7,39,4.7,109,39.4,313,37.6,627,75.4,40,4.8,277,89,10.7,73,8.8,109,39.4
"091913",214,14.8,1444,7,0.5,15,1,10,0.7,24,1.6,117,8.1,564,39.1,668,46.3,1,0.1,426,75,5.2,110,7.6,16,1.1,1,0.1,40,2.8,15,1,776,53.7,0,0,5,0.3,880,60.9,0,0,612,42.4,145,10,544,37.7,83,5.7,89,20.9,491,34,1194,82.7,15,1,426,75,5.2,147,10.2,89,20.9
"091914",98,10.5,931,5,0.5,36,3.9,1,0.1,6,0.6,60,6.4,464,49.8,473,50.8,7,0.8,276,36,3.9,115,12.4,15,1.6,7,0.8,11,1.2,36,3.9,458,49.2,0,0,2,0.2,467,50.2,0,0,414,44.5,122,13.1,423,45.4,58,6.2,122,44.2,239,25.7,741,79.6,36,3.9,276,36,3.9,123,13.2,122,44.2
"091917",122,12.2,997,5,0.5,79,7.9,12,1.2,6,0.6,1,0.1,279,28,459,46,0,0,323,75,7.5,217,21.8,19,1.9,2,0.2,10,1,80,8,538,54,0,0,81,8.1,718,72,0,0,295,29.6,76,7.6,382,38.3,26,2.6,235,72.8,313,31.4,727,72.9,79,7.9,323,75,7.5,77,7.7,235,72.8
"091918",75,12,623,3,0.5,23,3.7,15,2.4,6,0.8,28,4.5,332,53.3,311,49.9,0,0,190,19,3,66,10.6,6,1,2,0.3,8,1.3,23,3.7,312,50.1,0,0,0,0,291,46.7,0,0,213,34.2,66,10.6,264,42.4,12,1.9,13,6.8,190,30.5,519,83.3,23,3.7,190,19,3,67,10.7,13,6.8
"092801",25,17,147,0,0,0,0,13,8.8,0,0,11,7.5,47,32,78,53.1,0,0,147,0,0,31,21.1,0,0,0,0,1,0.7,0,0,69,46.9,0,0,0,0,100,68,0,0,113,76.9,12,8.2,0,0,4,2.7,0,0,106,72.1,98,66.7,0,0,147,0,0,12,8.2,0,0
"092901",145,7.9,1834,9,0.5,114,6.2,373,20.3,61,3,88,4.8,1345,73.3,848,46.2,11,0.6,501,130,7.1,318,17.3,26,1.4,0,0,5,0.3,118,6.4,986,53.8,0,0,15,0.8,489,26.7,0,0,869,47.4,282,15.4,1833,99.9,133,7.3,407,81.2,489,26.7,996,54.3,114,6.2,501,130,7.1,283,15.4,407,81.2
"092902",342,8.4,4055,28,0.7,872,21.5,541,13.3,63,1.4,179,4.4,2584,63.7,1948,48,29,0.7,1095,187,4.6,1430,35.3,20,0.5,31,0.8,19,0.5,798,19.7,2107,52,0,0,15,0.4,1471,36.3,1,0,2320,57.2,355,8.8,1989,49.1,201,5,916,83.7,1144,28.2,1835,45.3,873,21.5,1099,187,4.6,359,8.8,918,83.5
"092903",504,5.9,8561,122,1.4,1882,22,2994,35,108,1.1,331,3.9,6404,74.8,4180,48.8,5,0.1,2315,426,5,3429,40.1,23,0.3,57,0.7,46,0.5,1882,22,4381,51.2,0,0,9,0.1,2157,25.2,17,0.2,4382,51.2,723,8.4,2720,31.8,321,3.7,2038,88,2087,24.4,1632,19.1,1882,21.9,2315,426,5,734,8.6,2038,88
"092904",293,6.4,4553,38,0.8,693,15.2,1047,23,144,2.9,161,3.5,2871,63.1,2180,47.9,20,0.4,1281,246,5.4,1653,36.3,15,0.3,26,0.6,9,0.2,760,16.7,2373,52.1,0,0,31,0.7,1682,36.9,9,0.2,2314,50.8,479,10.5,4517,99.2,250,5.5,926,72.3,1159,25.5,1547,34,693,15.2,1283,246,5.4,490,10.7,927,72.3
"092906",127,8.4,1520,7,0.5,155,10.2,69,4.5,8,0.5,103,6.8,733,48.2,751,49.4,5,0.3,466,132,8.7,345,22.7,0,0,4,0.3,7,0.5,154,10.1,769,50.6,0,0,3,0.2,787,51.8,0,0,550,36.2,174,11.4,1519,99.9,61,4,376,80.7,557,36.6,1031,67.8,155,10.2,466,132,8.6,181,11.9,376,80.7
"092907",133,6.4,2066,37,1.8,95,4.6,306,14.8,16,0.7,54,2.6,918,44.4,1009,48.8,17,0.8,547,116,5.6,348,16.8,2,0.1,8,0.4,18,0.9,95,4.6,1057,51.2,0,0,36,1.7,1148,55.6,5,0.2,600,29,192,9.3,979,47.4,68,3.3,223,40.8,605,29.3,1284,62.1,95,4.6,547,116,5.6,200,9.6,223,40.8
"092908",115,7.7,1492,10,0.7,17,1.1,52,3.5,21,1.3,66,4.4,583,39.1,733,49.1,1,0.1,430,133,8.9,140,9.4,1,0.1,0,0,11,0.7,17,1.1,759,50.9,0,0,24,1.6,909,60.9,0,0,372,24.9,180,12.1,730,48.9,77,5.2,366,85.1,403,27,1202,80.6,17,1.1,430,133,8.9,189,12.6,366,85.1
"093901",81,9.2,885,6,0.7,43,4.9,54,6.1,7,0.8,53,6,369,41.7,437,49.4,0,0,272,58,6.6,147,16.6,3,0.3,0,0,2,0.2,44,5,448,50.6,5,0.6,2,0.2,516,58.3,0,0,284,32.1,93,10.5,885,100,15,1.7,235,86.4,335,37.9,661,74.7,43,4.8,272,58,6.5,95,10.7,235,86.4
"093903",31,5.7,540,2,0.4,6,1.1,11,2,4,0.7,20,3.7,202,37.4,274,50.7,0,0,144,28,5.2,96,17.8,2,0.4,0,0,0,0,6,1.1,266,49.3,0,0,5,0.9,338,62.6,0,0,176,32.6,64,11.9,540,100,10,1.9,92,63.9,167,30.9,421,78,6,1.1,144,28,5.2,65,12,92,63.9
"093904",188,6.4,2939,6,0.2,636,21.6,563,19.2,71,2.2,118,4,2244,76.4,1430,48.7,11,0.4,819,76,2.6,1379,46.9,178,6.1,1,0,19,0.6,653,22.2,1509,51.3,3,0.1,9,0.3,695,23.6,5,0.2,1785,60.7,351,11.9,1417,48.2,45,1.5,645,78.8,788,26.8,922,31.4,636,21.1,828,76,2.5,357,11.8,650,78.5
"093905",17,9.1,186,0,0,0,0,24,12.9,4,2,11,5.9,88,47.3,90,48.4,3,1.6,63,0,0,17,9.1,2,1.1,1,0.5,0,0,1,0.5,96,51.6,0,0,0,0,98,52.7,0,0,92,49.5,14,7.5,186,100,8,4.3,48,76.2,73,39.2,137,73.7,0,0,63,0,0,14,7.5,48,76.2
"094901",534,7.4,7203,26,0.4,821,11.4,315,4.4,232,2.9,262,3.6,5087,70.6,3500,48.6,33,0.5,2049,488,6.8,5091,70.7,150,2.1,76,1.1,9,0.1,809,11.2,3703,51.4,18,0.2,15,0.2,2116,29.4,6,0.1,4116,57.1,868,12.1,3559,49.4,98,1.4,788,38.5,1388,19.3,1658,23,822,11.4,2055,488,6.8,875,12.1,788,38.3
"094902",1449,9.1,15924,310,1.9,730,4.6,1828,11.5,153,0.9,819,5.1,4629,29.1,7719,48.5,77,0.5,5264,929,5.8,6882,43.2,53,0.3,173,1.1,56,0.4,592,3.7,8205,51.5,5,0,5798,36.4,11295,70.9,51,0.3,5934,37.3,1839,11.5,2226,14,1103,6.9,3269,62.1,5497,34.5,5694,35.8,730,4.6,5265,929,5.8,1887,11.8,3269,62.1
"094903",148,7.7,1931,13,0.7,92,4.8,24,1.2,45,2.2,107,5.5,645,33.4,957,49.6,14,0.7,634,146,7.6,782,40.5,6,0.3,10,0.5,2,0.1,97,5,974,50.4,0,0,82,4.2,1286,66.6,3,0.2,539,27.9,203,10.5,986,51.1,37,1.9,564,89,629,32.6,1070,55.4,92,4.7,635,146,7.5,208,10.7,565,89
"094904",144,9.4,1535,3,0.2,78,5.1,26,1.7,35,2.2,77,5,681,44.4,734,47.8,12,0.8,463,109,7.1,639,41.6,20,1.3,0,0,7,0.5,79,5.1,801,52.2,0,0,55,3.6,854,55.6,2,0.1,483,31.5,170,11.1,715,46.6,30,2,397,85.7,483,31.5,828,53.9,78,5.1,463,109,7.1,173,11.2,397,85.7
"095901",34,4.2,817,1,0.1,12,1.5,13,1.6,1,0.1,55,6.7,405,49.6,388,47.5,3,0.4,258,103,12.6,437,53.5,12,1.5,0,0,2,0.2,13,1.6,429,52.5,23,2.8,13,1.6,412,50.4,0,0,316,38.7,60,7.3,812,99.4,13,1.6,205,79.5,241,29.5,351,43,12,1.5,258,103,12.6,61,7.5,205,79.5
"095902",5,5.1,99,0,0,3,3,0,0,0,0,3,3,81,81.8,44,44.4,0,0,32,6,6.1,60,60.6,1,1,0,0,0,0,3,3,55,55.6,2,2,0,0,18,18.2,0,0,31,31.3,10,10.1,99,100,1,1,31,96.9,39,39.4,38,38.4,3,3,32,6,6,11,11,31,96.9
"095903",56,8.8,639,2,0.3,54,8.5,9,1.4,1,0.1,26,4.1,453,70.9,307,48,0,0,179,10,1.6,458,71.7,6,0.9,0,0,5,0.8,54,8.5,332,52,1,0.2,3,0.5,186,29.1,0,0,374,58.5,60,9.4,639,100,6,0.9,172,96.1,259,40.5,159,24.9,54,8.4,179,10,1.6,62,9.7,172,96.1
"095904",16,5.5,291,0,0,27,9.3,3,1,1,0.3,9,3.1,224,77,151,51.9,0,0,67,28,9.6,197,67.7,2,0.7,0,0,0,0,28,9.6,140,48.1,0,0,4,1.4,67,23,0,0,122,41.9,42,14.4,291,100,3,1,56,83.6,86,29.6,88,30.2,27,9.3,67,28,9.6,42,14.4,56,83.6
