DISTRICT,DPEMSPEC,DPEMSPEP,DPEMSPET,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETATTC,DPETATTD,DPETATTP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETG9XC,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETVHSC,DPETVHSP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP
"'126905",135,21.1,641,591,10.1,5862,48,0.8,570,3805,15,748,12.8,133,2.3,91,1.5,426,7.3,3118,53.2,2813,48,16,0.3,1746,164,2.8,1903,32.5,21,0.4,7,0.1,31,0.5,744,12.7,3049,52,3,0.1,358,6.1,2744,46.8,9,0.2,2712,46.3,665,11.3,2128,36.3,138,2.4,1478,84.7,1481,25.3,3600,61.4,748,12.7,164,2.8,683,11.6
"'126906",30,20.8,144,64,6.3,1016,4,0.4,151,622,24.3,181,17.8,33,3.2,18,1.5,55,5.4,676,66.5,503,49.5,0,0,339,48,4.7,377,37.1,1,0.1,11,1.1,2,0.2,188,18.5,513,50.5,0,0,30,3,340,33.5,147,14.5,510,50.2,109,10.7,1015,99.9,48,4.7,298,87.9,304,29.9,405,39.9,181,17.7,48,4.7,113,11.1
"'126907",17,17.2,99,79,9.7,817,0,0,102,585,17.4,43,5.3,3,0.4,9,1,63,7.7,516,63.2,398,48.7,0,0,223,78,9.5,162,19.8,5,0.6,4,0.5,2,0.2,43,5.3,419,51.3,0,0,44,5.4,301,36.8,0,0,360,44.1,97,11.9,817,100,28,3.4,189,84.8,238,29.1,622,76.1,43,5.2,78,9.5,100,12.2
"'126908",44,17.9,246,121,5.3,2300,22,1,200,1549,12.9,653,28.4,90,3.9,53,2.2,56,2.4,1729,75.2,1096,47.7,8,0.3,720,106,4.6,1449,63,1,0,0,0,9,0.4,661,28.7,1204,52.3,0,0,43,1.9,571,24.8,6,0.3,950,41.3,248,10.8,2299,100,46,2,535,74.3,676,29.4,678,29.5,653,28.4,106,4.6,251,10.9
"'126911",45,13.5,334,358,13.8,2598,4,0.2,228,1791,12.7,313,12,26,1,31,1.2,292,11.2,1063,40.9,1241,47.8,24,0.9,710,186,7.2,796,30.6,5,0.2,5,0.2,9,0.3,317,12.2,1357,52.2,1,0,94,3.6,1535,59.1,3,0.1,1264,48.7,334,12.9,2598,100,66,2.5,622,87.6,704,27.1,1694,65.2,313,12,186,7.1,340,13.1
"'127901",21,21,100,52,7,739,3,0.4,78,549,14.2,22,3,11,1.5,8,1,54,7.3,462,62.5,341,46.1,14,1.9,205,51,6.9,358,48.4,94,12.7,1,0.1,2,0.3,22,3,398,53.9,4,0.5,22,3,277,37.5,3,0.4,477,64.5,101,13.7,739,100,15,2,165,80.5,166,22.5,347,47,22,3,51,6.9,102,13.8
"'127903",15,24.2,62,14,3.3,430,2,0.5,91,394,23.1,20,4.7,23,5.3,9,1.8,16,3.7,293,68.1,218,50.7,6,1.4,117,5,1.2,174,40.5,36,8.4,0,0,0,0,20,4.7,212,49.3,3,0.7,7,1.6,137,31.9,0,0,186,43.3,55,12.8,430,100,25,5.8,94,80.3,155,36,206,47.9,20,4.6,5,1.2,55,12.8
"'127904",17,14.4,118,59,7.7,765,1,0.1,87,594,14.6,3,0.4,6,0.8,3,0.4,47,6.1,397,51.9,374,48.9,6,0.8,223,76,9.9,155,20.3,54,7.1,0,0,1,0.1,3,0.4,391,51.1,0,0,78,10.2,368,48.1,2,0.3,464,60.7,107,14,765,100,11,1.4,195,87.4,230,30.1,589,77,3,0.4,76,9.9,110,14.3
"'127905",7,28,25,12,12.5,96,0,0,23,88,26.1,0,0,0,0,0,0,9,9.4,79,82.3,45,46.9,0,0,29,2,2.1,30,31.3,10,10.4,0,0,0,0,0,0,51,53.1,0,0,0,0,17,17.7,0,0,38,39.6,24,25,69,71.9,2,2.1,27,93.1,32,33.3,64,66.7,0,0,2,2,24,24.2
"'127906",24,28.2,85,98,15.8,620,2,0.3,56,469,11.9,25,4,39,6.3,5,0.7,77,12.4,412,66.5,303,48.9,1,0.2,201,16,2.6,313,50.5,12,1.9,7,1.1,3,0.5,25,4,317,51.1,0,0,2,0.3,208,33.5,0,0,313,50.5,76,12.3,419,67.6,21,3.4,161,80.1,163,26.3,242,39,25,4,16,2.6,76,12.3
"'128901",192,58.5,328,64,6.1,1048,4,0.4,271,949,28.6,61,5.8,21,2,8,0.3,51,4.9,740,70.6,515,49.1,0,0,332,87,8.3,792,75.6,11,1,1,0.1,2,0.2,67,6.4,533,50.9,0,0,26,2.5,308,29.4,0,0,657,62.7,153,14.6,1047,99.9,9,0.9,188,56.6,190,18.1,220,21,61,5.8,87,8.3,158,15
"'128902",19,16.7,114,52,7.1,733,2,0.3,94,568,16.5,51,7,8,1.1,5,0.6,52,7.1,605,82.5,357,48.7,0,0,226,37,5,656,89.5,6,0.8,1,0.1,0,0,51,7,376,51.3,0,0,5,0.7,128,17.5,0,0,366,49.9,106,14.5,729,99.5,8,1.1,200,88.5,216,29.5,59,8,51,7,37,5,106,14.5
"'128903",13,28.3,46,6,2.8,217,0,0,34,201,16.9,2,0.9,0,0,7,2.6,7,3.2,187,86.2,101,46.5,0,0,69,15,6.9,195,89.9,7,3.2,0,0,0,0,2,0.9,116,53.5,0,0,2,0.9,30,13.8,0,0,143,65.9,36,16.6,217,100,2,0.9,59,85.5,74,34.1,20,9.2,2,0.9,15,6.9,36,16.6
"'128904",3,9.7,31,30,7,428,0,0,13,355,3.7,10,2.3,0,0,1,0.2,19,4.4,103,24.1,195,45.6,0,0,121,28,6.5,85,19.9,0,0,0,0,0,0,11,2.6,233,54.4,0,0,1,0.2,325,75.9,0,0,43,10,35,8.2,26,6.1,8,1.9,117,96.7,178,41.6,335,78.3,10,2.3,28,6.5,36,8.4
"'129901",94,14.5,649,470,8.6,5439,30,0.6,609,3819,15.9,914,16.8,1228,22.6,140,2.6,294,5.4,3119,57.3,2606,47.9,21,0.4,1574,352,6.5,2073,38.1,17,0.3,21,0.4,23,0.4,950,17.5,2833,52.1,0,0,192,3.5,2320,42.7,4,0.1,2802,51.5,723,13.3,3019,55.5,162,3,1390,88.3,1398,25.7,1919,35.3,914,16.8,352,6.5,735,13.5
"'129902",266,16.4,1621,1320,9.2,14314,285,2,2634,8905,29.6,1742,12.2,4466,31.2,96,0.7,1050,7.3,5088,35.5,7055,49.3,67,0.5,4299,816,5.7,4120,28.8,29,0.2,78,0.5,46,0.3,1644,11.5,7259,50.7,0,0,129,0.9,9226,64.5,24,0.2,7005,48.9,1709,11.9,4958,34.6,535,3.7,3436,79.9,5692,39.8,4838,33.8,1744,12.2,816,5.7,1744,12.2
"'129903",54,11.3,478,330,8.1,4093,14,0.3,359,2881,12.5,956,23.4,175,4.3,86,2,234,5.7,3144,76.8,1993,48.7,29,0.7,1232,278,6.8,2181,53.3,95,2.3,0,0,19,0.5,978,23.9,2100,51.3,0,0,36,0.9,949,23.2,6,0.1,2075,50.7,478,11.7,1883,46,105,2.6,990,80.4,991,24.2,1593,38.9,956,23.3,278,6.8,488,11.9
"'129904",56,18.6,301,203,12,1689,10,0.6,232,1186,19.6,274,16.2,24,1.4,57,3.1,119,7,1093,64.7,764,45.2,3,0.2,459,77,4.6,627,37.1,2,0.1,5,0.3,3,0.2,286,16.9,925,54.8,0,0,13,0.8,596,35.3,0,0,692,41,267,15.8,1688,99.9,69,4.1,376,81.9,543,32.1,956,56.6,274,16.2,77,4.6,270,16
"'129905",100,18.8,532,268,7.3,3653,31,0.8,446,2500,17.8,230,6.3,67,1.8,105,2.7,255,7,2433,66.6,1752,48,31,0.8,1017,266,7.3,775,21.2,10,0.3,2,0.1,21,0.6,246,6.7,1901,52,0,0,46,1.3,1220,33.4,10,0.3,1812,49.6,495,13.6,3653,100,142,3.9,859,84.5,1143,31.3,2607,71.4,230,6.3,267,7.3,499,13.6
"'129906",177,26.7,664,343,6.9,4962,17,0.3,585,3545,16.5,1199,24.2,997,20.1,65,1.2,206,4.2,3711,74.8,2440,49.2,9,0.2,1422,256,5.2,2588,52.2,25,0.5,8,0.2,8,0.2,1227,24.7,2522,50.8,0,0,2,0,1251,25.2,2,0,2990,60.3,567,11.4,4630,93.3,244,4.9,1160,81.6,1696,34.2,1106,22.3,1199,24.1,256,5.1,578,11.6
"'129910",20,13.5,148,125,11.5,1083,0,0,106,842,12.6,83,7.7,24,2.2,13,1.1,72,6.6,455,42,561,51.8,3,0.3,358,82,7.6,250,23.1,2,0.2,0,0,1,0.1,89,8.2,522,48.2,0,0,2,0.2,628,58,2,0.2,399,36.8,151,13.9,291,26.9,19,1.8,309,86.3,310,28.6,787,72.7,83,7.6,82,7.6,153,14.1
"'130801",71,82.6,86,16,20.3,79,0,0,57,77,74,4,5.1,12,15.2,0,0,1,1.3,69,87.3,38,48.1,60,75.9,38,0,0,33,41.8,0,0,0,0,0,0,5,6.3,41,51.9,0,0,0,0,10,12.7,1,1.3,68,86.1,35,44.3,79,100,0,0,20,52.6,20,25.3,33,41.8,4,5.1,0,0,35,44.3
"'130901",116,10.4,1115,1051,10.2,10268,191,1.9,920,7493,12.3,802,7.8,128,1.2,66,0.6,683,6.7,1734,16.9,5028,49,33,0.3,3228,965,9.4,3372,32.8,18,0.2,112,1.1,22,0.2,632,6.2,5240,51,6,0.1,337,3.3,8534,83.1,10,0.1,4130,40.2,1303,12.7,264,2.6,291,2.8,2629,81.4,2790,27.2,6254,60.9,804,7.8,965,9.3,1356,13.1
"'130902",18,10.8,167,94,8.8,1067,3,0.3,93,818,11.4,146,13.7,3,0.3,10,0.9,52,4.9,557,52.2,534,50,0,0,342,62,5.8,625,58.6,4,0.4,2,0.2,1,0.1,168,15.7,533,50,9,0.8,5,0.5,510,47.8,1,0.1,642,60.2,158,14.8,1067,100,10,0.9,295,86.3,295,27.6,424,39.7,146,13.7,62,5.8,158,14.8
"'131001",2,14.3,14,11,10.9,101,0,0,3,80,3.8,4,4,3,3,0,0,16,15.8,51,50.5,52,51.5,0,0,0,11,10.9,75,74.3,0,0,1,1,0,0,4,4,49,48.5,0,0,14,13.9,50,49.5,0,0,41,40.6,15,14.9,101,100,0,0,0,0,0,0,23,22.8,4,4,11,10.9,15,14.9
"'132902",2,7.7,26,9,5.3,169,0,0,21,165,12.7,0,0,0,0,0,0,10,5.9,68,40.2,77,45.6,3,1.8,48,15,8.9,36,21.3,0,0,0,0,0,0,0,0,92,54.4,0,0,0,0,101,59.8,0,0,54,32,23,13.6,169,100,3,1.8,31,64.6,47,27.8,130,76.9,0,0,15,8.8,25,14.6
"'133901",21,22.3,94,53,9.9,535,0,0,64,398,16.1,121,22.6,4,0.7,20,3.1,38,7.1,364,68,253,47.3,3,0.6,162,29,5.4,317,59.3,3,0.6,9,1.7,2,0.4,121,22.6,282,52.7,0,0,11,2.1,171,32,0,0,343,64.1,90,16.8,535,100,9,1.7,133,82.1,195,36.4,203,37.9,121,22.6,29,5.4,90,16.8
"'133902",2,9.1,22,17,8.2,208,0,0,16,174,9.2,26,12.5,1,0.5,2,1,14,6.7,101,48.6,98,47.1,0,0,0,18,8.7,78,37.5,0,0,4,1.9,1,0.5,26,12.5,110,52.9,4,1.9,0,0,107,51.4,0,0,51,24.5,24,11.5,208,100,4,1.9,0,0,0,0,124,59.6,26,12.4,18,8.6,24,11.5
"'133903",120,19.1,628,579,12,4808,64,1.3,559,3636,15.4,385,8,91,1.9,73,1.4,347,7.2,2579,53.6,2347,48.8,18,0.4,1480,404,8.4,2162,45,48,1,17,0.4,16,0.3,389,8.1,2461,51.2,3,0.1,10,0.2,2229,46.4,6,0.1,2314,48.1,589,12.3,3335,69.4,97,2,1016,68.6,1141,23.7,2372,49.3,385,8,404,8.4,593,12.3
"'133904",32,20.6,155,115,9.8,1172,3,0.3,132,850,15.5,192,16.4,5,0.4,7,0.6,80,6.8,810,69.1,602,51.4,4,0.3,367,89,7.6,537,45.8,12,1,17,1.5,1,0.1,200,17.1,570,48.6,8,0.7,4,0.3,362,30.9,0,0,522,44.5,175,14.9,545,46.5,19,1.6,295,80.4,359,30.6,607,51.8,192,16.4,89,7.6,176,15
"'133905",1,33.3,3,1,3.1,32,0,0,2,20,10,0,0,0,0,0,0,2,6.3,16,50,17,53.1,0,0,0,0,0,9,28.1,0,0,0,0,0,0,0,0,15,46.9,0,0,0,0,16,50,0,0,5,15.6,7,21.9,0,0,0,0,0,0,0,0,23,71.9,0,0,0,0,7,21.9
"'134901",5,6.5,77,52,8.1,639,1,0.2,36,470,7.7,29,4.5,3,0.5,20,3.1,40,6.3,409,64,323,50.5,0,0,185,55,8.6,234,36.6,0,0,0,0,0,0,29,4.5,316,49.5,4,0.6,1,0.2,230,36,0,0,324,50.7,88,13.8,639,100,9,1.4,157,84.9,205,32.1,392,61.3,29,4.5,55,8.6,88,13.8
"'135001",0,0,8,9,6.8,132,0,0,7,120,5.8,4,3,0,0,0,0,10,7.6,26,19.7,60,45.5,0,0,31,6,4.5,9,6.8,0,0,0,0,0,0,4,3,72,54.5,0,0,13,9.8,106,80.3,0,0,39,29.5,13,9.8,0,0,0,0,27,87.1,39,29.5,123,93.2,4,2.9,6,4.4,13,9.6
"'136901",16,18.4,87,59,11.1,531,0,0,51,408,12.5,23,4.3,0,0,5,0.9,33,6.2,328,61.8,252,47.5,0,0,156,21,4,395,74.4,0,0,8,1.5,2,0.4,23,4.3,279,52.5,16,3,6,1.1,203,38.2,0,0,238,44.8,80,15.1,530,99.8,2,0.4,10,6.4,56,10.5,132,24.9,23,4.3,21,3.9,81,15.2
"'137901",58,13.1,444,128,4.6,2799,22,0.8,464,2056,22.6,89,3.2,102,3.6,11,0.4,54,1.9,2223,79.4,1335,47.7,2,0.1,915,57,2,2365,84.5,2,0.1,0,0,1,0,99,3.5,1464,52.3,2,0.1,42,1.5,576,20.6,1,0,1753,62.6,418,14.9,2799,100,10,0.4,677,74,681,24.3,298,10.6,89,3.2,57,2,424,15.1
"'137902",9,12.7,71,43,6.9,622,6,1,73,522,14,18,2.9,6,1,1,0.1,17,2.7,355,57.1,316,50.8,0,0,0,38,6.1,535,86,1,0.2,0,0,0,0,18,2.9,306,49.2,0,0,9,1.4,267,42.9,1,0.2,249,40,74,11.9,622,100,2,0.3,0,0,0,0,72,11.6,18,2.9,38,6.1,77,12.3
"'137903",8,22.9,35,33,6.9,478,0,0,63,364,17.3,7,1.5,5,1,1,0.2,19,4,326,68.2,215,45,0,0,193,15,3.1,356,74.5,0,0,1,0.2,0,0,7,1.5,263,55,0,0,34,7.1,152,31.8,0,0,171,35.8,36,7.5,478,100,7,1.5,180,93.3,180,37.7,110,23,7,1.5,15,3.1,36,7.5
"'137904",2,4.4,45,57,7.3,781,14,1.8,39,643,6.1,7,0.9,6,0.8,5,0.6,28,3.6,336,43,394,50.4,0,0,375,129,16.5,599,76.7,0,0,0,0,3,0.4,9,1.2,387,49.6,6,0.8,25,3.2,445,57,0,0,187,23.9,52,6.7,781,100,5,0.6,340,90.7,340,43.5,154,19.7,7,0.9,129,16.5,52,6.7
"'138902",5,13.2,38,24,10.5,228,0,0,24,212,11.3,22,9.6,8,3.5,0,0,22,9.6,152,66.7,115,50.4,3,1.3,63,0,0,132,57.9,12,5.3,1,0.4,0,0,22,9.6,113,49.6,0,0,9,3.9,76,33.3,0,0,101,44.3,39,17.1,228,100,6,2.6,62,98.4,100,43.9,82,36,22,9.6,0,0,39,17.1
"'138903",7,12.5,56,51,13.5,379,2,0.5,29,339,8.6,15,4,19,5,0,0,19,5,224,59.1,178,47,0,0,73,15,4,208,54.9,0,0,2,0.5,0,0,15,4,201,53,0,0,0,0,155,40.9,0,0,142,37.5,58,15.3,379,100,12,3.2,55,75.3,83,21.9,138,36.4,15,3.7,15,3.7,58,14.3
"'138904",1,3.8,26,15,11.3,133,0,0,12,127,9.4,2,1.5,0,0,1,0.7,11,8.3,100,75.2,68,51.1,0,0,44,6,4.5,50,37.6,2,1.5,1,0.8,0,0,2,1.5,65,48.9,0,0,0,0,33,24.8,0,0,45,33.8,19,14.3,133,100,8,6,34,77.3,34,25.6,75,56.4,2,1.5,6,4.5,19,14.3
"'139905",20,14.3,140,220,19.2,1145,1,0.1,77,849,9.1,63,5.5,45,3.9,2,0.2,132,11.5,522,45.6,576,50.3,1,0.1,305,57,5,107,9.3,7,0.6,0,0,13,1.1,66,5.8,569,49.7,6,0.5,8,0.7,623,54.4,2,0.2,449,39.2,135,11.8,1145,100,44,3.8,249,81.6,337,29.4,933,81.5,63,5.5,57,5,135,11.8
"'139909",103,18.7,550,401,10.5,3807,23,0.6,442,2597,17,438,11.5,1214,31.9,64,1.5,209,5.5,2984,78.4,1842,48.4,17,0.4,969,464,12.2,937,24.6,18,0.5,13,0.3,25,0.7,465,12.2,1965,51.6,2,0.1,20,0.5,823,21.6,12,0.3,2164,56.8,479,12.6,2636,69.2,367,9.6,767,79.2,850,22.3,1229,32.3,438,11.5,464,12.2,480,12.6
"'139911",61,16.8,364,337,14.2,2380,30,1.3,239,1530,15.6,92,3.9,93,3.9,44,1.7,210,8.8,1293,54.3,1171,49.2,19,0.8,704,194,8.2,276,11.6,18,0.8,5,0.2,51,2.1,94,3.9,1209,50.8,1,0,19,0.8,1087,45.7,3,0.1,1135,47.7,372,15.6,1136,47.7,137,5.8,596,84.7,778,32.7,1790,75.2,92,3.8,194,8,408,16.9
"'139912",25,21.7,115,134,12.3,1089,0,0,85,806,10.5,33,3,10,0.9,10,0.9,114,10.5,565,51.9,554,50.9,0,0,302,61,5.6,112,10.3,2,0.2,0,0,10,0.9,34,3.1,535,49.1,0,0,22,2,524,48.1,0,0,353,32.4,111,10.2,1089,100,33,3,267,88.4,293,26.9,924,84.8,33,3,61,5.6,112,10.3
"'140901",0,0,16,3,2.4,126,0,0,15,126,11.9,70,55.6,7,5.6,0,0,3,2.4,114,90.5,58,46,0,0,35,5,4,110,87.3,0,0,5,4,0,0,70,55.6,68,54,0,0,5,4,12,9.5,0,0,83,65.9,11,8.7,126,100,2,1.6,27,77.1,41,32.5,7,5.6,70,54.7,5,3.9,13,10.2
"'140904",17,11.5,148,70,5.7,1233,3,0.2,94,881,10.7,106,8.6,44,3.6,51,3.8,59,4.8,928,75.3,604,49,4,0.3,354,42,3.4,931,75.5,6,0.5,1,0.1,4,0.3,106,8.6,629,51,66,5.4,31,2.5,305,24.7,0,0,557,45.2,140,11.4,1233,100,11,0.9,293,82.8,387,31.4,240,19.5,106,8.6,42,3.4,141,11.4
"'140905",9,12.2,74,47,8.1,582,0,0,39,466,8.4,98,16.8,7,1.2,3,0.5,17,2.9,377,64.8,285,49,1,0.2,167,38,6.5,438,75.3,3,0.5,5,0.9,0,0,98,16.8,297,51,56,9.6,0,0,205,35.2,0,0,240,41.2,71,12.2,582,100,1,0.2,143,85.6,143,24.6,136,23.4,98,16.8,38,6.5,71,12.2
"'140907",11,21.6,51,21,7.1,296,0,0,46,265,17.4,63,21.3,0,0,0,0,13,4.4,208,70.3,144,48.6,0,0,92,16,5.4,220,74.3,3,1,11,3.7,1,0.3,63,21.3,152,51.4,3,1,5,1.7,88,29.7,0,0,151,51,34,11.5,296,100,0,0,74,80.4,102,34.5,75,25.3,63,21.3,16,5.4,34,11.5
"'140908",9,13.6,66,43,8.9,483,1,0.2,31,413,7.5,41,8.5,8,1.7,0,0,24,5,271,56.1,225,46.6,1,0.2,135,37,7.7,251,52,0,0,4,0.8,0,0,41,8.5,258,53.4,1,0.2,5,1,212,43.9,0,0,232,48,64,13.3,483,100,6,1.2,124,91.9,168,34.8,217,44.9,41,8.5,37,7.7,64,13.3
"'141901",94,16.7,564,427,12.5,3403,16,0.5,406,2682,15.1,130,3.8,73,2.1,40,1.1,331,9.7,2054,60.4,1671,49.1,34,1,1001,217,6.4,997,29.3,42,1.2,12,0.4,11,0.3,131,3.8,1732,50.9,2,0.1,961,28.2,1349,39.6,15,0.4,1687,49.6,579,17,1615,47.5,182,5.3,868,86.7,1067,31.4,2109,62,130,3.8,217,6.3,599,17.5
"'141902",7,16.7,42,34,10.7,317,3,0.9,57,296,19.3,43,13.6,14,4.4,0,0,34,10.7,247,77.9,150,47.3,6,1.9,107,3,0.9,170,53.6,26,8.2,5,1.6,3,0.9,45,14.2,167,52.7,22,6.9,10,3.2,70,22.1,1,0.3,125,39.4,36,11.4,292,92.1,5,1.6,71,66.4,94,29.7,121,38.2,43,13.6,3,0.9,36,11.4
"'142901",38,17,223,193,16.5,1172,5,0.4,132,984,13.4,78,6.7,4,0.3,8,0.6,155,13.2,1061,90.5,573,48.9,1,0.1,361,78,6.7,1107,94.5,5,0.4,1,0.1,1,0.1,86,7.3,599,51.1,0,0,21,1.8,111,9.5,0,0,635,54.2,186,15.9,1172,100,6,0.5,292,80.9,307,26.2,49,4.2,78,6.7,78,6.7,186,15.9
"'143901",23,15.1,152,137,11.9,1147,8,0.7,54,863,6.3,37,3.2,105,9.2,8,0.7,62,5.4,457,39.8,566,49.3,1,0.1,389,69,6,241,21,5,0.4,0,0,1,0.1,37,3.2,581,50.7,0,0,2,0.2,690,60.2,1,0.1,452,39.4,149,13,1147,100,41,3.6,366,94.1,472,41.2,750,65.4,37,3.2,69,6,158,13.7
"'143902",7,12.1,58,20,6.5,308,1,0.3,21,250,8.4,34,11,3,1,0,0,9,2.9,174,56.5,165,53.6,0,0,85,12,3.9,131,42.5,0,0,0,0,2,0.6,36,11.7,143,46.4,0,0,0,0,134,43.5,0,0,105,34.1,55,17.9,162,52.6,7,2.3,54,63.5,102,33.1,164,53.2,34,11,12,3.9,56,18.1
"'143903",10,11.8,85,60,8.5,704,4,0.6,35,590,5.9,17,2.4,30,4.3,5,0.7,34,4.8,190,27,346,49.1,0,0,204,19,2.7,135,19.2,0,0,0,0,4,0.6,17,2.4,358,50.9,0,0,0,0,514,73,0,0,149,21.2,96,13.6,704,100,36,5.1,155,76,211,30,495,70.3,17,2.4,19,2.7,102,14.4
"'143904",1,14.3,7,6,5.4,111,0,0,14,102,13.7,0,0,12,10.8,1,0.9,2,1.8,53,47.7,49,44.1,0,0,0,10,9,15,13.5,0,0,0,0,0,0,0,0,62,55.9,0,0,0,0,58,52.3,0,0,15,13.5,8,7.2,111,100,6,5.4,0,0,0,0,78,70.3,0,0,10,9,8,7.2
"'143905",1,14.3,7,15,11,136,0,0,13,128,10.2,0,0,0,0,0,0,6,4.4,30,22.1,63,46.3,2,1.5,0,10,7.4,15,11,2,1.5,0,0,0,0,0,0,73,53.7,0,0,0,0,106,77.9,0,0,20,14.7,12,8.8,1,0.7,3,2.2,0,0,0,0,118,86.8,0,0,10,7.4,12,8.8
"'143906",2,40,5,3,3.2,94,1,1.1,10,74,13.5,0,0,2,2.1,0,0,6,6.4,54,57.4,51,54.3,0,0,0,0,0,14,14.9,0,0,0,0,0,0,0,0,43,45.7,0,0,1,1.1,40,42.6,0,0,15,16,6,6.4,94,100,8,8.5,0,0,0,0,69,73.4,0,0,0,0,7,7.4
"'144901",19,9.1,208,138,7.2,1920,13,0.7,119,1373,8.7,223,11.6,133,6.9,26,1.3,62,3.2,1315,68.5,934,48.6,3,0.2,643,142,7.4,1095,57,15,0.8,20,1,2,0.1,423,22,986,51.4,1,0.1,15,0.8,605,31.5,0,0,1017,53,188,9.8,1920,100,43,2.2,472,73.4,473,24.6,634,33,223,11.5,142,7.3,206,10.6
"'144902",10,7.2,138,146,13.4,1093,0,0,78,827,9.4,51,4.7,47,4.3,21,1.8,123,11.3,412,37.7,543,49.7,9,0.8,344,62,5.7,222,20.3,0,0,3,0.3,3,0.3,50,4.6,550,50.3,0,0,11,1,681,62.3,2,0.2,484,44.3,145,13.3,1093,100,43,3.9,311,90.4,311,28.5,776,71,51,4.7,62,5.7,145,13.3
"'144903",0,0,26,11,6.1,181,0,0,12,148,8.1,27,14.9,49,27.1,0,0,8,4.4,126,69.6,94,51.9,3,1.7,39,18,9.9,75,41.4,0,0,0,0,0,0,27,14.9,87,48.1,0,0,2,1.1,55,30.4,0,0,85,47,28,15.5,181,100,10,5.5,37,94.9,51,28.2,47,26,27,14.9,18,9.9,28,15.5
"'145901",18,19.8,91,76,7.4,1024,12,1.2,68,760,8.9,190,18.6,31,3,15,1.5,39,3.8,706,68.9,476,46.5,0,0,313,45,4.4,449,43.8,0,0,3,0.3,2,0.2,198,19.3,548,53.5,0,0,0,0,318,31.1,0,0,419,40.9,113,11,1024,100,26,2.5,264,84.3,332,32.4,504,49.2,191,18.6,45,4.4,114,11.1
"'145902",13,18.6,70,124,17.4,711,6,0.8,59,562,10.5,23,3.2,57,8,2,0.3,107,15,358,50.4,361,50.8,0,0,219,21,3,88,12.4,44,6.2,0,0,3,0.4,24,3.4,350,49.2,0,0,11,1.5,353,49.6,0,0,318,44.7,74,10.4,381,53.6,19,2.7,196,89.5,281,39.5,538,75.7,23,3.2,21,2.9,78,10.9
"'145906",11,14.3,77,83,13.3,625,9,1.4,42,463,9.1,18,2.9,31,5,2,0.3,48,7.7,291,46.6,281,45,0,0,200,41,6.6,97,15.5,9,1.4,0,0,2,0.3,18,2.9,344,55,0,0,3,0.5,334,53.4,1,0.2,201,32.2,82,13.1,278,44.5,27,4.3,175,87.5,175,28,458,73.3,18,2.9,41,6.5,84,13.4
"'145907",5,21.7,23,16,6.9,233,0,0,25,170,14.7,4,1.7,54,23.2,2,0.9,14,6,205,88,111,47.6,0,0,59,7,3,25,10.7,8,3.4,0,0,0,0,4,1.7,122,52.4,0,0,5,2.1,28,12,0,0,75,32.2,23,9.9,232,99.6,17,7.3,48,81.4,71,30.5,137,58.8,4,1.7,7,3,24,10.3
"'145911",17,21.3,80,79,11,717,16,2.2,100,628,15.9,100,13.9,8,1.1,2,0.2,62,8.6,400,55.8,353,49.2,0,0,205,32,4.5,258,36,7,1,4,0.6,5,0.7,106,14.8,364,50.8,2,0.3,29,4,317,44.2,0,0,290,40.4,67,9.3,405,56.5,10,1.4,152,74.1,252,35.1,420,58.6,100,13.9,32,4.5,67,9.3
"'146901",239,28.2,849,289,2.7,10851,15,0.1,1424,7021,20.3,6101,56.2,366,3.4,218,2.1,304,2.8,10142,93.5,5251,48.4,3,0,2889,417,3.8,9251,85.3,41,0.4,311,2.9,19,0.2,6216,57.3,5600,51.6,23,0.2,18,0.2,709,6.5,2,0,7789,71.8,922,8.5,10624,97.9,124,1.1,2183,75.6,2822,26,1074,9.9,6102,56.2,417,3.8,930,8.6
"'146902",142,19.7,722,339,6.1,5603,21,0.4,744,4106,18.1,1056,18.8,368,6.6,230,3.8,266,4.7,3617,64.6,2645,47.2,31,0.6,1581,319,5.7,2604,46.5,47,0.8,27,0.5,23,0.4,1207,21.5,2958,52.8,0,0,75,1.3,1986,35.4,1,0,3481,62.1,730,13,5603,100,142,2.5,1361,86.1,1601,28.6,2444,43.6,1056,18.8,319,5.7,746,13.3
