DISTRICT,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP
"014804",1463,48,3.3,9,0.6,79,5.4,0,0,208,14.2,0,0,309,21.1,4,0.3,15,1,1255,85.8,1,0.1,523,35.7,120,8.2,57,3.9,0,0,965,66
"014901",1519,17,1.1,71,4.7,83,5.5,27,1.7,568,37.4,115,7.6,333,21.9,11,0.7,73,4.8,951,62.6,3,0.2,446,29.4,110,7.2,38,2.5,376,24.8,1034,68.1
"014902",372,0,0,34,9.1,33,8.9,4,1,309,83.1,3,0.8,229,61.6,1,0.3,34,9.1,63,16.9,0,0,242,65.1,34,9.1,9,2.4,127,34.1,100,26.9
"014903",11077,207,1.9,767,6.9,737,6.7,118,1,4997,45.1,975,8.8,3648,32.9,61,0.6,795,7.2,6080,54.9,22,0.2,4479,40.4,1227,11.1,469,4.2,2468,22.3,5933,53.6
"014905",701,0,0,15,2.1,22,3.1,4,0.6,349,49.8,32,4.6,198,28.2,0,0,15,2.1,352,50.2,0,0,278,39.7,53,7.6,12,1.7,282,40.2,469,66.9
"014906",43725,1064,2.4,3899,8.9,15116,34.6,947,1.9,24064,55,1341,3.1,12874,29.4,269,0.6,4357,10,19661,45,832,1.9,21579,49.4,4908,11.2,3231,7.4,8319,19,10339,23.6
"014907",866,5,0.6,32,3.7,17,2,4,0.4,389,44.9,79,9.1,257,29.7,3,0.3,33,3.8,477,55.1,0,0,328,37.9,60,6.9,10,1.2,260,30,574,66.3
"014908",1754,13,0.7,108,6.2,20,1.1,5,0.3,457,26.1,114,6.5,385,21.9,5,0.3,109,6.2,1297,73.9,1,0.1,432,24.6,98,5.6,57,3.2,462,26.3,1273,72.6
"014909",8606,149,1.7,1032,12,2366,27.5,219,2.3,6300,73.2,572,6.6,3735,43.4,26,0.3,950,11,2306,26.8,17,0.2,5148,59.8,869,10.1,263,3.1,2127,24.7,2050,23.8
"014910",1490,6,0.4,43,2.9,21,1.4,6,0.4,715,48,102,6.8,394,26.4,7,0.5,44,3,775,52,0,0,620,41.6,172,11.5,28,1.9,324,21.7,1034,69.4
"015801",262,1,0.4,0,0,7,2.7,0,0,209,79.8,0,0,233,88.9,0,0,1,0.4,53,20.2,0,0,229,87.4,31,11.8,2,0.8,157,59.9,19,7.3
"015802",1355,4,0.3,275,20.3,541,39.9,0,0,1273,93.9,0,0,727,53.7,0,0,269,19.9,82,6.1,1,0.1,1350,99.6,68,5,50,3.7,113,8.3,32,2.4
"015805",742,0,0,77,10.4,9,1.2,0,0,627,84.5,0,0,708,95.4,0,0,78,10.5,115,15.5,0,0,448,60.4,45,6.1,7,0.9,7,0.9,18,2.4
"015806",830,3,0.4,164,19.8,239,28.8,0,0,774,93.3,0,0,551,66.4,0,0,166,20,56,6.7,3,0.4,555,66.9,51,6.1,20,2.4,243,29.3,14,1.7
"015807",908,3,0.3,72,7.9,126,13.9,27,2.2,701,77.2,21,2.3,657,72.4,3,0.3,109,12,207,22.8,1,0.1,712,78.4,92,10.1,29,3.2,353,38.9,89,9.8
"015808",835,12,1.4,19,2.3,114,13.7,0,0,556,66.6,0,0,404,48.4,4,0.5,30,3.6,279,33.4,1,0.1,512,61.3,198,23.7,26,3.1,30,3.6,274,32.8
"015809",368,1,0.3,59,16,18,4.9,0,0,363,98.6,0,0,342,92.9,0,0,61,16.6,5,1.4,0,0,267,72.6,42,11.4,1,0.3,0,0,6,1.6
"015814",152,0,0,5,3.3,6,3.9,0,0,141,92.8,0,0,143,94.1,0,0,5,3.3,11,7.2,0,0,139,91.4,11,7.2,0,0,15,9.9,3,2
"015815",467,2,0.4,144,30.8,46,9.9,0,0,358,76.7,0,0,359,76.9,2,0.4,145,31,109,23.3,2,0.4,405,86.7,27,5.8,5,1.1,169,36.2,51,10.9
"015820",573,1,0.2,68,11.9,27,4.7,0,0,549,95.8,0,0,476,83.1,1,0.2,68,11.9,24,4.2,1,0.2,481,83.9,88,15.4,6,1,300,52.4,61,10.6
"015822",4731,64,1.4,843,17.8,381,8.1,0,0,3016,63.7,252,5.3,3730,78.8,8,0.2,924,19.5,1715,36.3,4,0.1,2629,55.6,322,6.8,89,1.9,76,1.6,455,9.6
"015825",295,0,0,58,19.7,35,11.9,0,0,256,86.8,15,5.1,240,81.4,0,0,62,21,39,13.2,0,0,177,60,22,7.5,3,1,0,0,17,5.8
"015826",2947,4,0.1,1484,50.4,86,2.9,0,0,2540,86.2,0,0,2790,94.7,3,0.1,861,29.2,407,13.8,0,0,1213,41.2,222,7.5,9,0.3,45,1.5,55,1.9
"015827",1238,78,6.3,115,9.3,222,17.9,0,0,618,49.9,97,7.8,637,51.5,0,0,121,9.8,620,50.1,1,0.1,397,32.1,85,6.9,52,4.2,211,17,248,20
"015828",3705,53,1.4,806,21.8,258,7,0,0,2657,71.7,381,10.3,3087,83.3,9,0.2,893,24.1,1048,28.3,2,0.1,2033,54.9,231,6.2,42,1.1,749,20.2,254,6.9
"015830",1961,26,1.3,128,6.5,54,2.8,0,0,1326,67.6,128,6.5,1735,88.5,2,0.1,132,6.7,635,32.4,2,0.1,812,41.4,107,5.5,10,0.5,937,47.8,132,6.7
"015831",1534,103,6.7,166,10.8,195,12.7,0,0,895,58.3,110,7.2,876,57.1,3,0.2,167,10.9,639,41.7,0,0,593,38.7,98,6.4,30,2,57,3.7,327,21.3
"015833",113,1,0.9,3,2.7,3,2.7,0,0,55,48.7,0,0,94,83.2,1,0.9,3,2.7,58,51.3,0,0,61,54,10,8.8,0,0,22,19.5,14,12.4
"015834",1384,407,29.4,44,3.2,45,3.3,0,0,103,7.4,0,0,442,31.9,8,0.6,33,2.4,1281,92.6,4,0.3,111,8,15,1.1,61,4.4,0,0,417,30.1
"015835",2312,328,14.2,105,4.5,71,3.1,0,0,259,11.2,0,0,733,31.7,0,0,120,5.2,2053,88.8,3,0.1,686,29.7,104,4.5,92,4,0,0,1085,46.9
"015836",295,15,5.1,6,2,7,2.4,0,0,39,13.2,0,0,148,50.2,0,0,6,2,256,86.8,0,0,36,12.2,8,2.7,14,4.7,0,0,111,37.6
"015837",262,1,0.4,0,0,20,7.6,0,0,163,62.2,0,0,208,79.4,0,0,0,0,99,37.8,0,0,68,26,29,11.1,1,0.4,0,0,32,12.2
"015901",4838,181,3.7,362,7.5,95,2,59,1.2,1000,20.7,929,19.2,1995,41.2,19,0.4,262,5.4,3838,79.3,7,0.1,1293,26.7,352,7.3,37,0.8,591,12.2,2504,51.8
"015904",14818,15,0.1,3101,20.9,44,0.3,386,2.3,13307,89.8,875,5.9,14482,97.7,4,0,2578,17.4,1511,10.2,0,0,11037,74.5,1343,9.1,17,0.1,4853,32.8,256,1.7
"015905",10878,8,0.1,2013,18.5,147,1.4,292,2.3,9909,91.1,593,5.5,10646,97.9,3,0,2072,19,969,8.9,7,0.1,8043,73.9,1068,9.8,10,0.1,2251,20.7,57,0.5
"015906",1428,45,3.2,5,0.4,253,17.7,3,0.2,114,8,126,8.8,318,22.3,3,0.2,10,0.7,1314,92,15,1.1,273,19.1,107,7.5,159,11.1,348,24.4,635,44.5
"015907",52486,166,0.3,8890,16.9,3412,6.5,798,1.3,47630,90.7,2654,5.1,47574,90.6,49,0.1,10018,19.1,4856,9.3,19,0,39229,74.7,5325,10.1,222,0.4,11592,22.1,1044,2
"015908",9626,16,0.2,1471,15.3,125,1.3,221,2,8748,90.9,634,6.6,9337,97,8,0.1,1541,16,878,9.1,4,0,6535,67.9,776,8.1,15,0.2,2242,23.3,121,1.3
"015909",4057,4,0.1,554,13.7,26,0.6,72,1.6,3173,78.2,193,4.8,3560,87.7,8,0.2,622,15.3,884,21.8,4,0.1,2530,62.4,372,9.2,24,0.6,1268,31.3,431,10.6
"015910",67217,2574,3.8,9146,13.6,4933,7.3,1065,1.5,31317,46.6,4058,6,39575,58.9,161,0.2,7876,11.7,35900,53.4,116,0.2,25716,38.3,6273,9.3,2230,3.3,15341,22.8,17628,26.2
"015911",10206,46,0.5,1536,15,882,8.6,343,3.1,6770,66.3,585,5.7,7484,73.3,14,0.1,1036,10.2,3436,33.7,7,0.1,5699,55.8,1045,10.2,142,1.4,2154,21.1,1631,16
"015912",13860,37,0.3,2273,16.4,352,2.5,482,3.2,11303,81.6,1105,8,12639,91.2,15,0.1,2295,16.6,2557,18.4,5,0,9069,65.4,1525,11,122,0.9,2844,20.5,690,5
"015913",1032,11,1.1,12,1.2,190,18.4,3,0.3,333,32.3,64,6.2,233,22.6,3,0.3,12,1.2,699,67.7,13,1.3,241,23.4,123,11.9,111,10.8,179,17.3,471,45.6
"015914",1597,39,2.4,36,2.3,292,18.3,17,0.9,444,27.8,104,6.5,518,32.4,12,0.8,40,2.5,1153,72.2,12,0.8,523,32.7,180,11.3,133,8.3,291,18.2,591,37
"015915",105492,3502,3.3,8321,7.9,6769,6.4,1316,1.2,52605,49.9,8803,8.3,71615,67.9,137,0.1,9312,8.8,52887,50.1,276,0.3,46026,43.6,11915,11.3,2902,2.8,24118,22.9,20291,19.2
"015916",23023,430,1.9,2032,8.8,4969,21.6,524,2,14577,63.3,1531,6.6,13061,56.7,60,0.3,2104,9.1,8446,36.7,86,0.4,17306,75.2,2383,10.4,783,3.4,6744,29.3,3634,15.8
"015917",5708,16,0.3,961,16.8,92,1.6,167,2.6,4629,81.1,424,7.4,5180,90.7,2,0,966,16.9,1079,18.9,1,0,3782,66.3,639,11.2,22,0.4,1679,29.4,395,6.9
"016901",689,4,0.6,47,6.8,0,0,3,0.4,231,33.5,25,3.6,196,28.4,5,0.7,47,6.8,458,66.5,0,0,207,30,67,9.7,17,2.5,210,30.5,467,67.8
"016902",1024,1,0.1,66,6.4,10,1,26,2.4,498,48.6,87,8.5,406,39.6,1,0.1,66,6.4,526,51.4,0,0,368,35.9,91,8.9,17,1.7,302,29.5,589,57.5
"017901",254,0,0,2,0.8,2,0.8,0,0,60,23.6,8,3.1,47,18.5,1,0.4,2,0.8,194,76.4,0,0,64,25.2,17,6.7,7,2.8,108,42.5,197,77.6
"018901",995,11,1.1,82,8.2,22,2.2,17,1.6,524,52.7,47,4.7,333,33.5,7,0.7,82,8.2,471,47.3,1,0.1,366,36.8,107,10.8,42,4.2,312,31.4,579,58.2
"018902",478,2,0.4,27,5.6,17,3.6,8,1.6,305,63.8,28,5.9,165,34.5,0,0,29,6.1,173,36.2,0,0,207,43.3,58,12.1,18,3.8,156,32.6,276,57.7
"018903",124,0,0,7,5.6,2,1.6,0,0,112,90.3,1,0.8,72,58.1,2,1.6,7,5.6,12,9.7,0,0,54,43.5,19,15.3,6,4.8,48,38.7,42,33.9
"018904",619,1,0.2,42,6.8,18,2.9,5,0.7,353,57,29,4.7,171,27.6,0,0,42,6.8,266,43,0,0,212,34.2,74,12,16,2.6,168,27.1,413,66.7
"018905",191,0,0,33,17.3,0,0,2,1,163,85.3,16,8.4,110,57.6,0,0,34,17.8,28,14.7,0,0,99,51.8,23,12,2,1,62,32.5,79,41.4
"018906",140,0,0,3,2.1,0,0,0,0,83,59.3,0,0,38,27.1,0,0,3,2.1,57,40.7,0,0,64,45.7,19,13.6,1,0.7,74,52.9,101,72.1
"018907",219,0,0,2,0.9,0,0,0,0,159,72.6,8,3.7,30,13.7,0,0,2,0.9,60,27.4,0,0,26,11.9,24,11,0,0,68,31.1,189,86.3
"018908",136,0,0,9,6.6,2,1.5,1,0.7,97,71.3,0,0,40,29.4,0,0,9,6.6,39,28.7,0,0,24,17.6,17,12.5,5,3.7,58,42.6,89,65.4
"019901",824,1,0.1,39,4.7,146,17.7,2,0.2,513,62.3,54,6.6,99,12,9,1.1,47,5.7,311,37.7,0,0,339,41.1,87,10.6,30,3.6,232,28.2,539,65.4
"019902",923,1,0.1,27,2.9,125,13.5,13,1.3,531,57.5,79,8.6,87,9.4,4,0.4,27,2.9,392,42.5,0,0,371,40.2,103,11.2,73,7.9,289,31.3,633,68.6
"019903",478,0,0,0,0,41,8.6,6,1.2,264,55.2,25,5.2,19,4,3,0.6,0,0,214,44.8,0,0,111,23.2,54,11.3,21,4.4,146,30.5,394,82.4
"019905",1345,7,0.5,20,1.5,305,22.7,26,1.7,862,64.1,98,7.3,101,7.5,1,0.1,24,1.8,483,35.9,3,0.2,739,54.9,178,13.2,109,8.1,370,27.5,819,60.9
"019906",1115,9,0.8,11,1,34,3,14,1.2,416,37.3,111,10,33,3,4,0.4,11,1,699,62.7,1,0.1,326,29.2,110,9.9,15,1.3,396,35.5,1019,91.4
"019907",7164,78,1.1,483,6.7,3172,44.3,209,2.7,4883,68.2,373,5.2,1034,14.4,35,0.5,485,6.8,2281,31.8,5,0.1,3446,48.1,636,8.9,333,4.6,1658,23.1,2507,35
"019908",2541,3,0.1,42,1.7,1341,52.8,65,2.3,1911,75.2,97,3.8,138,5.4,9,0.4,43,1.7,630,24.8,4,0.2,1444,56.8,320,12.6,133,5.2,717,28.2,913,35.9
"019909",493,0,0,0,0,0,0,1,0.2,253,51.3,16,3.2,20,4.1,5,1,0,0,240,48.7,0,0,198,40.2,77,15.6,12,2.4,182,36.9,456,92.5
"019910",149,2,1.3,4,2.7,1,0.7,0,0,77,51.7,11,7.4,9,6,4,2.7,4,2.7,72,48.3,0,0,30,20.1,9,6,10,6.7,0,0,123,82.6
"019911",504,2,0.4,0,0,2,0.4,1,0.2,58,11.5,52,10.3,18,3.6,2,0.4,0,0,446,88.5,0,0,74,14.7,28,5.6,12,2.4,0,0,468,92.9
"019912",2121,70,3.3,63,3,331,15.6,12,0.5,676,31.9,339,16,181,8.5,7,0.3,65,3.1,1445,68.1,6,0.3,697,32.9,198,9.3,87,4.1,581,27.4,1439,67.8
"019913",84,0,0,7,8.3,0,0,0,0,64,76.2,1,1.2,17,20.2,1,1.2,7,8.3,20,23.8,0,0,21,25,11,13.1,10,11.9,0,0,56,66.7
"019914",109,0,0,0,0,5,4.6,0,0,87,79.8,4,3.7,6,5.5,0,0,0,0,22,20.2,0,0,34,31.2,16,14.7,3,2.8,0,0,95,87.2
"020901",23466,2169,9.2,3993,17,4352,18.5,212,0.9,11550,49.2,1745,7.4,9761,41.6,77,0.3,4025,17.2,11916,50.8,24,0.1,11724,50,2271,9.7,531,2.3,5524,23.5,6552,27.9
"020902",6752,30,0.4,1102,16.3,745,11,180,2.4,4194,62.1,302,4.5,3143,46.5,100,1.5,768,11.4,2558,37.9,4,0.1,3725,55.2,623,9.2,166,2.5,1551,23,2564,38
"020904",781,5,0.6,31,4,3,0.4,3,0.4,192,24.6,59,7.6,159,20.4,6,0.8,31,4,589,75.4,0,0,416,53.3,57,7.3,17,2.2,295,37.8,591,75.7
"020905",12441,189,1.5,1402,11.3,903,7.3,324,2.4,6761,54.3,960,7.7,6769,54.4,84,0.7,1473,11.8,5680,45.7,6,0,6484,52.1,920,7.4,293,2.4,3844,30.9,4197,33.7
"020906",2037,5,0.2,54,2.7,249,12.2,11,0.5,1019,50,106,5.2,488,24,8,0.4,55,2.7,1018,50,2,0.1,874,42.9,159,7.8,102,5,838,41.1,1183,58.1
"020907",3165,5,0.2,149,4.7,350,11.1,41,1.2,1738,54.9,118,3.7,891,28.2,15,0.5,184,5.8,1427,45.1,0,0,1638,51.8,256,8.1,97,3.1,827,26.1,1807,57.1
"020908",21516,2328,10.8,1918,8.9,3242,15.1,153,0.7,6132,28.5,1934,9,6971,32.4,100,0.5,1800,8.4,15384,71.5,25,0.1,6349,29.5,1839,8.5,676,3.1,5073,23.6,8174,38
"020910",193,0,0,33,17.1,3,1.6,4,1.8,193,100,19,9.8,105,54.4,0,0,35,18.1,0,0,0,0,120,62.2,29,15,5,2.6,48,24.9,80,41.5
"021803",387,0,0,65,16.8,192,49.6,0,0,355,91.7,0,0,175,45.2,0,0,69,17.8,32,8.3,0,0,165,42.6,39,10.1,2,0.5,0,0,18,4.7
"021805",491,4,0.8,47,9.6,342,69.7,0,0,381,77.6,3,0.6,121,24.6,3,0.6,47,9.6,110,22.4,0,0,277,56.4,34,6.9,13,2.6,0,0,8,1.6
"021901",13051,1049,8,1504,11.5,1630,12.5,132,1,4552,34.9,1618,12.4,2871,22,37,0.3,1118,8.6,8499,65.1,12,0.1,3689,28.3,1066,8.2,428,3.3,3013,23.1,7024,53.8
"021902",16201,60,0.4,4105,25.3,3084,19,430,2.5,12189,75.2,2076,12.8,9095,56.1,30,0.2,3901,24.1,4012,24.8,12,0.1,11190,69.1,1449,8.9,262,1.6,3673,22.7,3658,22.6
"022004",105,0,0,45,42.9,0,0,0,0,81,77.1,5,4.8,82,78.1,1,1,45,42.9,24,22.9,1,1,66,62.9,12,11.4,0,0,18,17.1,21,20
"022901",1124,15,1.3,90,8,10,0.9,21,1.8,558,49.6,81,7.2,708,63,1,0.1,103,9.2,566,50.4,4,0.4,429,38.2,80,7.1,15,1.3,391,34.8,371,33
"022902",70,0,0,0,0,0,0,0,0,61,87.1,1,1.4,46,65.7,1,1.4,0,0,9,12.9,0,0,27,38.6,4,5.7,0,0,23,32.9,23,32.9
"022903",19,0,0,0,0,0,0,0,0,6,31.6,1,5.3,6,31.6,0,0,0,0,13,68.4,0,0,5,26.3,0,0,1,5.3,0,0,12,63.2
"023902",200,0,0,8,4,1,0.5,0,0,108,54,14,7,77,38.5,0,0,8,4,92,46,0,0,20,10,16,8,4,2,70,35,118,59
"024901",1575,2,0.1,41,2.6,2,0.1,94,5.8,1258,79.9,52,3.3,1542,97.9,5,0.3,43,2.7,317,20.1,0,0,942,59.8,137,8.7,1,0.1,487,30.9,23,1.5
"025901",953,0,0,11,1.2,22,2.3,19,1.7,477,50.1,51,5.4,239,25.1,1,0.1,11,1.2,476,49.9,0,0,292,30.6,91,9.5,24,2.5,367,38.5,667,70
"025902",3707,28,0.8,109,2.9,188,5.1,54,1.3,2410,65,250,6.7,1512,40.8,13,0.4,113,3,1297,35,0,0,1629,43.9,348,9.4,141,3.8,1136,30.6,1825,49.2
"025904",180,1,0.6,3,1.7,2,1.1,3,1.3,104,57.8,8,4.4,60,33.3,3,1.7,4,2.2,76,42.2,0,0,61,33.9,28,15.6,0,0,55,30.6,114,63.3
"025905",293,0,0,12,4.1,5,1.7,2,0.6,190,64.8,20,6.8,61,20.8,1,0.3,12,4.1,103,35.2,1,0.3,68,23.2,26,8.9,2,0.7,91,31.1,223,76.1
