DISTRICT,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP
"025906",219,0,0,0,0,1,0.5,0,0,143,65.3,14,6.4,26,11.9,0,0,0,0,76,34.7,0,0,76,34.7,17,7.8,10,4.6,94,42.9,182,83.1
"025908",143,0,0,0,0,0,0,0,0,70,49,5,3.5,28,19.6,0,0,0,0,73,51,0,0,56,39.2,7,4.9,1,0.7,38,26.6,114,79.7
"025909",1168,15,1.3,11,0.9,21,1.8,15,1.2,576,49.3,103,8.8,247,21.1,3,0.3,12,1,592,50.7,0,0,432,37,104,8.9,32,2.7,343,29.4,850,72.8
"026901",1745,9,0.5,182,10.4,193,11.1,30,1.6,1011,57.9,92,5.3,637,36.5,7,0.4,190,10.9,734,42.1,0,0,665,38.1,126,7.2,43,2.5,513,29.4,856,49.1
"026902",459,0,0,38,8.3,109,23.7,8,1.5,357,77.8,23,5,139,30.3,2,0.4,38,8.3,102,22.2,0,0,228,49.7,54,11.8,25,5.4,136,29.6,184,40.1
"026903",480,0,0,27,5.6,135,28.1,26,4.6,341,71,40,8.3,125,26,0,0,27,5.6,139,29,0,0,275,57.3,51,10.6,17,3.5,148,30.8,203,42.3
"027903",3097,19,0.6,229,7.4,26,0.8,68,2,1751,56.5,82,2.6,936,30.2,14,0.5,233,7.5,1346,43.5,2,0.1,1170,37.8,354,11.4,58,1.9,877,28.3,2042,65.9
"027904",4271,41,1,641,15,88,2.1,100,2.2,2772,64.9,295,6.9,1962,45.9,13,0.3,647,15.1,1499,35.1,15,0.4,1996,46.7,473,11.1,65,1.5,1137,26.6,2087,48.9
"028902",5661,23,0.4,991,17.5,192,3.4,95,1.6,3862,68.2,293,5.2,4171,73.7,19,0.3,1129,19.9,1799,31.8,5,0.1,3437,60.7,630,11.1,81,1.4,1741,30.8,1170,20.7
"028903",1440,2,0.1,186,12.9,77,5.3,35,2.3,1035,71.9,57,4,958,66.5,3,0.2,188,13.1,405,28.1,1,0.1,870,60.4,121,8.4,20,1.4,438,30.4,379,26.3
"028906",200,0,0,11,5.5,15,7.5,1,0.5,152,76,26,13,95,47.5,0,0,11,5.5,48,24,0,0,123,61.5,16,8,6,3,80,40,84,42
"029901",4004,210,5.2,431,10.8,93,2.3,113,2.5,2477,61.9,292,7.3,2534,63.3,9,0.2,436,10.9,1527,38.1,1,0,2064,51.5,347,8.7,38,0.9,1301,32.5,1119,27.9
"030901",343,2,0.6,6,1.7,0,0,2,0.5,212,61.8,28,8.2,40,11.7,2,0.6,6,1.7,131,38.2,0,0,150,43.7,39,11.4,0,0,122,35.6,299,87.2
"030902",1461,1,0.1,5,0.3,17,1.2,17,1,758,51.9,78,5.3,202,13.8,2,0.1,5,0.3,703,48.1,0,0,650,44.5,150,10.3,29,2,411,28.1,1210,82.8
"030903",314,0,0,2,0.6,2,0.6,3,0.8,208,66.2,11,3.5,61,19.4,0,0,2,0.6,106,33.8,0,0,123,39.2,40,12.7,1,0.3,107,34.1,250,79.6
"030906",410,3,0.7,1,0.2,2,0.5,1,0.2,222,54.1,22,5.4,56,13.7,2,0.5,1,0.2,188,45.9,2,0.5,104,25.4,44,10.7,14,3.4,132,32.2,331,80.7
"031901",46799,83,0.2,15264,32.6,49,0.1,548,1.1,44912,96,5575,11.9,46030,98.4,3,0,15622,33.4,1887,4,7,0,30858,65.9,5056,10.8,3,0,14441,30.9,624,1.3
"031903",18614,88,0.5,3030,16.3,75,0.4,558,2.7,14331,77,1196,6.4,17281,92.8,15,0.1,2641,14.2,4283,23,11,0.1,10302,55.3,1752,9.4,37,0.2,5794,31.1,1107,5.9
"031905",3556,1,0,509,14.3,8,0.2,79,2,2992,84.1,177,5,3433,96.5,1,0,550,15.5,564,15.9,0,0,1791,50.4,314,8.8,16,0.4,1091,30.7,97,2.7
"031906",10827,26,0.2,2173,20.1,24,0.2,102,0.9,8371,77.3,775,7.2,10457,96.6,12,0.1,2357,21.8,2456,22.7,6,0.1,4532,41.9,922,8.5,6,0.1,3393,31.3,296,2.7
"031909",2474,9,0.4,879,35.5,7,0.3,56,2.1,2164,87.5,140,5.7,2267,91.6,2,0.1,934,37.8,310,12.5,0,0,1610,65.1,219,8.9,5,0.2,692,28,184,7.4
"031911",1968,0,0,213,10.8,3,0.2,26,1.1,1706,86.7,90,4.6,1879,95.5,2,0.1,239,12.1,262,13.3,0,0,1066,54.2,178,9,1,0.1,817,41.5,83,4.2
"031912",10621,1,0,2104,19.8,12,0.1,317,2.6,8943,84.2,289,2.7,10516,99,2,0,2418,22.8,1678,15.8,0,0,6039,56.9,886,8.3,15,0.1,2968,27.9,75,0.7
"031913",691,0,0,274,39.7,1,0.1,9,1.2,680,98.4,197,28.5,680,98.4,1,0.1,279,40.4,11,1.6,1,0.1,424,61.4,45,6.5,1,0.1,317,45.9,7,1
"031914",1109,0,0,137,12.4,1,0.1,30,2.4,964,86.9,35,3.2,1095,98.7,0,0,159,14.3,145,13.1,0,0,709,63.9,104,9.4,1,0.1,403,36.3,12,1.1
"031916",3848,361,9.4,93,2.4,37,1,24,0.6,2045,53.1,659,17.1,3205,83.3,1,0,100,2.6,1803,46.9,0,0,758,19.7,88,2.3,32,0.8,3264,84.8,212,5.5
"032902",2410,23,1,434,18,429,17.8,45,1.7,1844,76.5,92,3.8,939,39,11,0.5,443,18.4,566,23.5,1,0,1225,50.8,232,9.6,68,2.8,723,30,939,39
"033901",148,0,0,2,1.4,3,2,1,0.6,44,29.7,10,6.8,20,13.5,0,0,2,1.4,104,70.3,0,0,38,25.7,18,12.2,0,0,55,37.2,125,84.5
"033902",703,1,0.1,5,0.7,6,0.9,1,0.1,165,23.5,48,6.8,74,10.5,7,1,5,0.7,538,76.5,1,0.1,197,28,70,10,8,1.1,206,29.3,606,86.2
"033904",366,1,0.3,1,0.3,0,0,3,0.8,174,47.5,18,4.9,58,15.8,1,0.3,1,0.3,192,52.5,0,0,99,27,39,10.7,3,0.8,107,29.2,303,82.8
"034901",1691,12,0.7,39,2.3,571,33.8,46,2.4,1125,66.5,160,9.5,138,8.2,4,0.2,39,2.3,566,33.5,1,0.1,707,41.8,192,11.4,62,3.7,458,27.1,903,53.4
"034902",132,1,0.8,3,2.3,18,13.6,0,0,105,79.5,8,6.1,9,6.8,1,0.8,3,2.3,27,20.5,0,0,29,22,16,12.1,14,10.6,37,28,89,67.4
"034903",1261,3,0.2,38,3,148,11.7,21,1.5,717,56.9,42,3.3,133,10.5,3,0.2,42,3.3,544,43.1,2,0.2,575,45.6,104,8.2,44,3.5,366,29,928,73.6
"034905",707,6,0.8,27,3.8,132,18.7,8,1,444,62.8,70,9.9,59,8.3,1,0.1,27,3.8,263,37.2,0,0,324,45.8,86,12.2,32,4.5,220,31.1,477,67.5
"034906",368,2,0.5,0,0,5,1.4,3,0.8,163,44.3,5,1.4,2,0.5,2,0.5,0,0,205,55.7,0,0,163,44.3,37,10.1,4,1.1,100,27.2,353,95.9
"034907",1032,4,0.4,0,0,153,14.8,18,1.6,582,56.4,81,7.8,31,3,12,1.2,2,0.2,450,43.6,0,0,476,46.1,98,9.5,32,3.1,303,29.4,800,77.5
"034909",283,4,1.4,4,1.4,7,2.5,0,0,181,64,3,1.1,13,4.6,5,1.8,4,1.4,102,36,0,0,112,39.6,24,8.5,1,0.4,102,36,253,89.4
"035901",1242,7,0.6,218,17.6,17,1.4,25,1.9,1033,83.2,41,3.3,1081,87,2,0.2,237,19.1,209,16.8,0,0,750,60.4,91,7.3,2,0.2,291,23.4,133,10.7
"035902",233,0,0,27,11.6,2,0.9,5,1.8,206,88.4,8,3.4,217,93.1,0,0,27,11.6,27,11.6,0,0,136,58.4,13,5.6,1,0.4,65,27.9,13,5.6
"035903",233,0,0,2,0.9,2,0.9,0,0,37,15.9,3,1.3,23,9.9,5,2.1,2,0.9,196,84.1,0,0,49,21,13,5.6,0,0,93,39.9,203,87.1
"036901",1310,25,1.9,103,7.9,169,12.9,35,2.5,711,54.3,95,7.3,397,30.3,7,0.5,103,7.9,599,45.7,0,0,523,39.9,117,8.9,35,2.7,346,26.4,677,51.7
"036902",5254,59,1.1,146,2.8,167,3.2,61,1.1,871,16.6,302,5.7,1173,22.3,24,0.5,153,2.9,4383,83.4,0,0,1411,26.9,364,6.9,108,2.1,1285,24.5,3723,70.9
"036903",1473,15,1,355,24.1,107,7.3,5,0.3,839,57,71,4.8,643,43.7,0,0,356,24.2,634,43,0,0,722,49,134,9.1,27,1.8,393,26.7,681,46.2
"037901",643,3,0.5,104,16.2,158,24.6,5,0.7,433,67.3,33,5.1,206,32,0,0,108,16.8,210,32.7,0,0,312,48.5,73,11.4,30,4.7,201,31.3,246,38.3
"037904",4951,25,0.5,1303,26.3,813,16.4,49,0.9,3869,78.1,241,4.9,2508,50.7,28,0.6,1328,26.8,1082,21.9,4,0.1,3301,66.7,426,8.6,118,2.4,1264,25.5,1455,29.4
"037907",2150,4,0.2,116,5.4,292,13.6,56,2.4,1382,64.3,113,5.3,349,16.2,4,0.2,117,5.4,768,35.7,0,0,872,40.6,251,11.7,85,4,611,28.4,1416,65.9
"037908",544,3,0.6,176,32.4,14,2.6,0,0,476,87.5,5,0.9,455,83.6,1,0.2,222,40.8,68,12.5,0,0,379,69.7,28,5.1,1,0.2,144,26.5,70,12.9
"037909",282,0,0,17,6,19,6.7,1,0.3,182,64.5,12,4.3,36,12.8,0,0,17,6,100,35.5,0,0,185,65.6,34,12.1,18,6.4,93,33,209,74.1
"038901",1132,13,1.1,38,3.4,48,4.2,12,1,574,50.7,80,7.1,454,40.1,9,0.8,38,3.4,558,49.3,0,0,460,40.6,105,9.3,21,1.9,293,25.9,587,51.9
"039902",928,4,0.4,3,0.3,3,0.3,5,0.5,391,42.1,61,6.6,66,7.1,15,1.6,3,0.3,537,57.9,1,0.1,339,36.5,111,12,21,2.3,319,34.4,818,88.1
"039903",524,0,0,4,0.8,2,0.4,1,0.2,275,52.5,19,3.6,59,11.3,7,1.3,4,0.8,249,47.5,0,0,74,14.1,51,9.7,24,4.6,171,32.6,432,82.4
"039904",138,0,0,0,0,1,0.7,0,0,80,58,2,1.4,10,7.2,1,0.7,0,0,58,42,0,0,50,36.2,15,10.9,10,7.2,55,39.9,116,84.1
"039905",129,0,0,0,0,0,0,0,0,65,50.4,2,1.6,7,5.4,0,0,0,0,64,49.6,0,0,5,3.9,13,10.1,0,0,45,34.9,122,94.6
"040901",422,0,0,78,18.5,5,1.2,15,3.2,398,94.3,29,6.9,374,88.6,0,0,78,18.5,24,5.7,0,0,264,62.6,37,8.8,3,0.7,141,33.4,40,9.5
"040902",330,0,0,12,3.6,4,1.2,0,0,187,56.7,8,2.4,173,52.4,1,0.3,14,4.2,143,43.3,0,0,109,33,32,9.7,6,1.8,119,36.1,146,44.2
"041901",256,1,0.4,3,1.2,0,0,2,0.7,121,47.3,21,8.2,90,35.2,0,0,4,1.6,135,52.7,0,0,85,33.2,24,9.4,0,0,125,48.8,165,64.5
"041902",296,1,0.3,5,1.7,5,1.7,1,0.3,184,62.2,6,2,108,36.5,2,0.7,5,1.7,112,37.8,0,0,120,40.5,40,13.5,4,1.4,80,27,176,59.5
"042901",887,7,0.8,16,1.8,15,1.7,12,1.2,497,56,35,3.9,241,27.2,4,0.5,16,1.8,390,44,0,0,419,47.2,101,11.4,25,2.8,218,24.6,595,67.1
"042903",285,0,0,0,0,9,3.2,0,0,205,71.9,20,7,78,27.4,3,1.1,0,0,80,28.1,0,0,117,41.1,24,8.4,11,3.9,56,19.6,184,64.6
"042905",160,2,1.3,0,0,3,1.9,0,0,122,76.3,4,2.5,37,23.1,0,0,0,0,38,23.8,0,0,13,8.1,14,8.8,0,0,65,40.6,118,73.8
"043801",1230,357,29,84,6.8,148,12,0,0,75,6.1,0,0,176,14.3,14,1.1,97,7.9,1155,93.9,3,0.2,125,10.2,67,5.4,53,4.3,0,0,479,38.9
"043901",20852,3802,18.2,1213,5.8,2502,12,166,0.8,3124,15,2951,14.2,2705,13,126,0.6,1227,5.9,17728,85,60,0.3,4454,21.4,2188,10.5,1006,4.8,5851,28.1,10651,51.1
"043902",3214,26,0.8,393,12.2,308,9.6,47,1.4,1324,41.2,122,3.8,1037,32.3,19,0.6,394,12.3,1890,58.8,1,0,793,24.7,326,10.1,141,4.4,1207,37.6,1682,52.3
"043903",2425,15,0.6,145,6,69,2.8,20,0.8,580,23.9,144,5.9,589,24.3,25,1,146,6,1845,76.1,1,0,628,25.9,201,8.3,98,4,668,27.5,1628,67.1
"043904",1586,9,0.6,160,10.1,51,3.2,22,1.3,824,52,90,5.7,558,35.2,10,0.6,160,10.1,762,48,0,0,463,29.2,166,10.5,34,2.1,311,19.6,924,58.3
"043905",55745,13315,23.9,2965,5.3,5867,10.5,160,0.3,5862,10.5,6599,11.8,7609,13.6,311,0.6,3019,5.4,49883,89.5,44,0.1,9658,17.3,4826,8.7,2030,3.6,10507,18.8,26569,47.7
"043907",24711,1059,4.3,2898,11.7,3292,13.3,300,1.1,7444,30.1,2076,8.4,7086,28.7,138,0.6,2768,11.2,17267,69.9,66,0.3,7312,29.6,2596,10.5,723,2.9,6241,25.3,12347,50
"043908",2624,37,1.4,83,3.2,181,6.9,24,1,411,15.7,224,8.5,488,18.6,25,1,83,3.2,2213,84.3,2,0.1,414,15.8,240,9.1,100,3.8,675,25.7,1791,68.3
"043910",53931,12668,23.5,7297,13.5,6514,12.1,292,0.5,15487,28.7,10454,19.4,13110,24.3,153,0.3,7489,13.9,38444,71.3,54,0.1,13713,25.4,5624,10.4,2002,3.7,11343,21,19430,36
"043911",4137,26,0.6,570,13.8,278,6.7,37,0.9,2409,58.2,155,3.7,1931,46.7,19,0.5,771,18.6,1728,41.8,8,0.2,1913,46.2,470,11.4,135,3.3,634,15.3,1740,42.1
"043912",9970,561,5.6,300,3,755,7.6,20,0.2,594,6,983,9.9,1300,13,42,0.4,303,3,9376,94,9,0.1,1736,17.4,705,7.1,563,5.6,2882,28.9,6740,67.6
"043914",14972,1378,9.2,1466,9.8,2118,14.1,129,0.8,3873,25.9,1640,11,3227,21.6,94,0.6,1512,10.1,11099,74.1,35,0.2,4622,30.9,1410,9.4,479,3.2,3275,21.9,7641,51
"043917",758,0,0,61,8,0,0,2,0.3,380,50.1,50,6.6,177,23.4,3,0.4,61,8,378,49.9,0,0,376,49.6,77,10.2,21,2.8,188,24.8,557,73.5
"043918",2082,30,1.4,352,16.9,100,4.8,18,0.9,927,44.5,159,7.6,706,33.9,12,0.6,359,17.2,1155,55.5,2,0.1,751,36.1,189,9.1,59,2.8,583,28,1173,56.3
"043919",4055,255,6.3,45,1.1,96,2.4,13,0.3,105,2.6,844,20.8,322,7.9,29,0.7,52,1.3,3950,97.4,2,0,409,10.1,280,6.9,179,4.4,1228,30.3,3172,78.2
"044902",607,1,0.2,54,8.9,18,3,1,0.2,378,62.3,14,2.3,315,51.9,0,0,55,9.1,229,37.7,0,0,274,45.1,50,8.2,10,1.6,140,23.1,263,43.3
"045902",1565,7,0.4,184,11.8,194,12.4,23,1.3,976,62.4,38,2.4,693,44.3,2,0.1,184,11.8,589,37.6,0,0,909,58.1,190,12.1,31,2,400,25.6,638,40.8
"045903",1334,10,0.7,120,9,252,18.9,28,1.9,1022,76.6,53,4,763,57.2,1,0.1,121,9.1,312,23.4,0,0,606,45.4,141,10.6,14,1,337,25.3,294,22
"045905",642,0,0,116,18.1,82,12.8,0,0,309,48.1,30,4.7,267,41.6,0,0,117,18.2,333,51.9,1,0.2,243,37.9,53,8.3,17,2.6,192,29.9,275,42.8
"046802",597,0,0,174,29.1,81,13.6,0,0,597,100,0,0,331,55.4,0,0,174,29.1,0,0,1,0.2,597,100,160,26.8,21,3.5,91,15.2,163,27.3
"046901",8583,77,0.9,702,8.2,170,2,98,1.1,3050,35.5,641,7.5,4036,47,30,0.3,716,8.3,5533,64.5,6,0.1,3230,37.6,672,7.8,164,1.9,1888,22,4100,47.8
"046902",22182,296,1.3,1581,7.1,491,2.2,232,1,6248,28.2,2569,11.6,8653,39,61,0.3,1289,5.8,15934,71.8,31,0.1,8148,36.7,2240,10.1,633,2.9,6508,29.3,12017,54.2
"047901",1369,7,0.5,186,13.6,3,0.2,14,1,915,66.8,66,4.8,682,49.8,6,0.4,186,13.6,454,33.2,0,0,556,40.6,137,10,15,1.1,350,25.6,656,47.9
"047902",703,3,0.4,32,4.6,3,0.4,0,0,412,58.6,37,5.3,225,32,2,0.3,32,4.6,291,41.4,0,0,269,38.3,70,10,10,1.4,221,31.4,460,65.4
"047903",161,0,0,53,32.9,0,0,0,0,134,83.2,1,0.6,105,65.2,0,0,54,33.5,27,16.8,0,0,104,64.6,21,13,1,0.6,63,39.1,55,34.2
"047905",140,0,0,0,0,0,0,0,0,84,60,9,6.4,35,25,1,0.7,0,0,56,40,0,0,68,48.6,19,13.6,0,0,59,42.1,104,74.3
"048901",247,1,0.4,9,3.6,1,0.4,0,0,156,63.2,4,1.6,165,66.8,0,0,10,4,91,36.8,0,0,132,53.4,34,13.8,0,0,80,32.4,80,32.4
"048903",229,2,0.9,10,4.4,1,0.4,2,0.7,178,77.7,7,3.1,108,47.2,0,0,10,4.4,51,22.3,0,0,126,55,27,11.8,4,1.7,71,31,114,49.8
"049901",2938,23,0.8,647,22,182,6.2,113,3.6,2335,79.5,143,4.9,1712,58.3,14,0.5,665,22.6,603,20.5,2,0.1,1679,57.1,232,7.9,143,4.9,618,21,862,29.3
"049902",510,3,0.6,4,0.8,1,0.2,0,0,71,13.9,20,3.9,25,4.9,2,0.4,4,0.8,439,86.1,1,0.2,122,23.9,75,14.7,9,1.8,196,38.4,469,92
"049903",783,2,0.3,78,10,2,0.3,3,0.4,355,45.3,41,5.2,203,25.9,3,0.4,78,10,428,54.7,1,0.1,312,39.8,84,10.7,14,1.8,232,29.6,558,71.3
"049905",1144,1,0.1,22,1.9,13,1.1,13,1.1,479,41.9,59,5.2,143,12.5,10,0.9,23,2,665,58.1,0,0,217,19,102,8.9,27,2.4,325,28.4,950,83
"049906",468,3,0.6,6,1.3,1,0.2,1,0.2,177,37.8,28,6,56,12,6,1.3,6,1.3,291,62.2,0,0,168,35.9,34,7.3,10,2.1,141,30.1,392,83.8
"049907",489,11,2.2,1,0.2,2,0.4,2,0.4,56,11.5,32,6.5,15,3.1,5,1,0,0,433,88.5,0,0,75,15.3,24,4.9,5,1,147,30.1,451,92.2
"049908",74,0,0,0,0,0,0,0,0,47,63.5,0,0,18,24.3,0,0,0,0,27,36.5,0,0,37,50,7,9.5,3,4.1,0,0,53,71.6
"049909",81,0,0,0,0,2,2.5,0,0,63,77.8,0,0,15,18.5,6,7.4,0,0,18,22.2,0,0,57,70.4,13,16,2,2.5,0,0,56,69.1
"050901",239,0,0,12,5,0,0,0,0,150,62.8,5,2.1,67,28,1,0.4,12,5,89,37.2,0,0,132,55.2,21,8.8,3,1.3,78,32.6,168,70.3
"050902",2809,16,0.6,103,3.7,68,2.4,61,2,1450,51.6,205,7.3,629,22.4,14,0.5,108,3.8,1359,48.4,1,0,1159,41.3,332,11.8,128,4.6,856,30.5,1953,69.5
"050904",158,0,0,10,6.3,0,0,4,2.2,109,69,1,0.6,43,27.2,0,0,10,6.3,49,31,0,0,79,50,12,7.6,6,3.8,79,50,109,69
"050909",286,0,0,2,0.7,1,0.3,0,0,163,57,1,0.3,41,14.3,1,0.3,2,0.7,123,43,0,0,2,0.7,30,10.5,5,1.7,97,33.9,238,83.2
"050910",8092,125,1.5,316,3.9,1420,17.5,137,1.5,4394,54.3,530,6.5,2055,25.4,40,0.5,328,4.1,3698,45.7,139,1.7,3186,39.4,813,10,796,9.8,2361,29.2,3517,43.5
"051901",206,0,0,2,1,18,8.7,0,0,146,70.9,2,1,87,42.2,2,1,2,1,60,29.1,0,0,115,55.8,25,12.1,5,2.4,102,49.5,94,45.6
"052901",1116,2,0.2,188,16.8,21,1.9,2,0.2,578,51.8,65,5.8,866,77.6,4,0.4,194,17.4,538,48.2,0,0,534,47.8,92,8.2,5,0.4,300,26.9,218,19.5
"053001",790,0,0,116,14.7,4,0.5,13,1.5,468,59.2,52,6.6,599,75.8,5,0.6,116,14.7,322,40.8,0,0,438,55.4,59,7.5,0,0,173,21.9,182,23
"054901",384,0,0,5,1.3,15,3.9,0,0,279,72.7,26,6.8,262,68.2,0,0,5,1.3,105,27.3,0,0,185,48.2,36,9.4,0,0,91,23.7,107,27.9
"054902",277,0,0,24,8.7,8,2.9,7,2,212,76.5,7,2.5,231,83.4,0,0,24,8.7,65,23.5,0,0,160,57.8,41,14.8,0,0,87,31.4,38,13.7
"054903",549,1,0.2,6,1.1,3,0.5,2,0.3,452,82.3,16,2.9,413,75.2,1,0.2,6,1.1,97,17.7,0,0,327,59.6,61,11.1,2,0.4,125,22.8,129,23.5
"055901",425,3,0.7,28,6.6,1,0.2,10,2.1,290,68.2,18,4.2,372,87.5,1,0.2,31,7.3,135,31.8,2,0.5,259,60.9,26,6.1,8,1.9,132,31.1,38,8.9
"056901",1764,13,0.7,244,13.8,24,1.4,15,0.8,1005,57,22,1.2,1011,57.3,4,0.2,244,13.8,759,43,0,0,663,37.6,140,7.9,17,1,463,26.2,695,39.4
"056902",174,0,0,23,13.2,3,1.7,0,0,101,58,9,5.2,91,52.3,1,0.6,23,13.2,73,42,0,0,65,37.4,11,6.3,1,0.6,58,33.3,78,44.8
"057802",599,4,0.7,235,39.2,174,29,0,0,535,89.3,0,0,389,64.9,1,0.2,242,40.4,64,10.7,0,0,492,82.1,55,9.2,9,1.5,0,0,22,3.7
"057803",15768,1152,7.3,4906,31.1,2980,18.9,0,0,11890,75.4,0,0,10661,67.6,34,0.2,4973,31.5,3878,24.6,5,0,9622,61,1050,6.7,278,1.8,3515,22.3,658,4.2
"057804",5262,18,0.3,830,15.8,1562,29.7,0,0,4640,88.2,0,0,3514,66.8,13,0.2,866,16.5,622,11.8,3,0.1,5023,95.5,412,7.8,12,0.2,932,17.7,140,2.7
"057805",293,2,0.7,123,42,14,4.8,0,0,188,64.2,0,0,201,68.6,2,0.7,122,41.6,105,35.8,0,0,135,46.1,31,10.6,14,4.8,0,0,60,20.5
"057806",1650,17,1,397,24.1,355,21.5,0,0,1231,74.6,43,2.6,1022,61.9,3,0.2,406,24.6,419,25.4,4,0.2,1177,71.3,95,5.8,22,1.3,593,35.9,227,13.8
"057807",5668,38,0.7,533,9.4,2646,46.7,0,0,3161,55.8,248,4.4,1978,34.9,15,0.3,542,9.6,2507,44.2,4,0.1,2741,48.4,419,7.4,176,3.1,1120,19.8,811,14.3
"057808",2083,1172,56.3,622,29.9,282,13.5,0,0,610,29.3,184,8.8,567,27.2,13,0.6,629,30.2,1473,70.7,0,0,675,32.4,33,1.6,22,1.1,55,2.6,27,1.3
"057809",192,0,0,60,31.3,90,46.9,0,0,183,95.3,0,0,92,47.9,0,0,72,37.5,9,4.7,0,0,173,90.1,1,0.5,8,4.2,0,0,2,1
"057810",476,0,0,70,14.7,350,73.5,0,0,472,99.2,0,0,122,25.6,0,0,71,14.9,4,0.8,0,0,409,85.9,50,10.5,1,0.2,0,0,3,0.6
"057813",2778,37,1.3,1757,63.2,117,4.2,0,0,2481,89.3,0,0,2594,93.4,7,0.3,1783,64.2,297,10.7,0,0,2131,76.7,214,7.7,6,0.2,0,0,17,0.6
"057814",472,2,0.4,77,16.3,195,41.3,0,0,472,100,0,0,225,47.7,1,0.2,80,16.9,0,0,0,0,472,100,103,21.8,7,1.5,72,15.3,42,8.9
"057816",2278,3,0.1,31,1.4,2183,95.8,0,0,1767,77.6,0,0,80,3.5,1,0,30,1.3,511,22.4,3,0.1,690,30.3,110,4.8,4,0.2,0,0,4,0.2
"057817",1018,0,0,10,1,963,94.6,1,0.1,1004,98.6,0,0,49,4.8,1,0.1,24,2.4,14,1.4,1,0.1,533,52.4,142,13.9,2,0.2,153,15,2,0.2
"057819",195,0,0,114,58.5,44,22.6,0,0,192,98.5,0,0,134,68.7,0,0,114,58.5,3,1.5,0,0,116,59.5,14,7.2,3,1.5,12,6.2,14,7.2
"057827",701,1,0.1,228,32.5,252,35.9,0,0,591,84.3,0,0,435,62.1,0,0,230,32.8,110,15.7,0,0,419,59.8,44,6.3,3,0.4,137,19.5,10,1.4
"057828",1425,18,1.3,125,8.8,391,27.4,0,0,897,62.9,0,0,544,38.2,9,0.6,137,9.6,528,37.1,6,0.4,1396,98,164,11.5,27,1.9,1393,97.8,430,30.2
"057829",1068,2,0.2,489,45.8,34,3.2,0,0,994,93.1,29,2.7,962,90.1,3,0.3,492,46.1,74,6.9,0,0,735,68.8,104,9.7,10,0.9,498,46.6,57,5.3
"057830",1128,0,0,447,39.6,83,7.4,0,0,991,87.9,14,1.2,1029,91.2,1,0.1,466,41.3,137,12.1,1,0.1,574,50.9,101,9,2,0.2,351,31.1,12,1.1
"057831",618,0,0,1,0.2,584,94.5,0,0,331,53.6,18,2.9,26,4.2,3,0.5,1,0.2,287,46.4,0,0,318,51.5,50,8.1,3,0.5,183,29.6,2,0.3
"057832",171,5,2.9,5,2.9,56,32.7,0,0,167,97.7,0,0,79,46.2,2,1.2,5,2.9,4,2.3,0,0,156,91.2,18,10.5,8,4.7,32,18.7,21,12.3
"057833",473,44,9.3,33,7,100,21.1,0,0,200,42.3,12,2.5,110,23.3,0,0,38,8,273,57.7,0,0,169,35.7,38,8,13,2.7,0,0,206,43.6
"057834",802,2,0.2,57,7.1,368,45.9,0,0,461,57.5,0,0,310,38.7,15,1.9,58,7.2,341,42.5,4,0.5,725,90.4,77,9.6,10,1.2,520,64.8,93,11.6
"057835",1476,6,0.4,926,62.7,103,7,0,0,1411,95.6,0,0,1350,91.5,1,0.1,933,63.2,65,4.4,1,0.1,939,63.6,91,6.2,1,0.1,0,0,14,0.9
"057836",313,0,0,0,0,299,95.5,0,0,217,69.3,22,7,8,2.6,0,0,0,0,96,30.7,0,0,96,30.7,23,7.3,5,1.6,0,0,1,0.3
"057837",1997,0,0,424,21.2,1237,61.9,0,0,1824,91.3,0,0,655,32.8,5,0.3,430,21.5,173,8.7,0,0,470,23.5,100,5,18,0.9,0,0,82,4.1
"057839",1083,2,0.2,651,60.1,7,0.6,0,0,994,91.8,3,0.3,1057,97.6,0,0,665,61.4,89,8.2,1,0.1,854,78.9,104,9.6,1,0.1,105,9.7,15,1.4
"057840",572,140,24.5,1,0.2,118,20.6,0,0,109,19.1,0,0,159,27.8,0,0,1,0.2,463,80.9,1,0.2,63,11,1,0.2,12,2.1,311,54.4,142,24.8
"057841",620,0,0,325,52.4,63,10.2,0,0,583,94,0,0,542,87.4,1,0.2,334,53.9,37,6,0,0,510,82.3,26,4.2,5,0.8,0,0,9,1.5
"057844",917,339,37,197,21.5,236,25.7,0,0,401,43.7,0,0,42,4.6,2,0.2,252,27.5,516,56.3,1,0.1,413,45,51,5.6,26,2.8,20,2.2,271,29.6
"057845",627,23,3.7,11,1.8,79,12.6,0,0,181,28.9,0,0,216,34.4,2,0.3,11,1.8,446,71.1,1,0.2,70,11.2,23,3.7,13,2.1,88,14,293,46.7
"057846",1362,27,2,432,31.7,321,23.6,0,0,887,65.1,66,4.8,856,62.8,2,0.1,451,33.1,475,34.9,0,0,834,61.2,96,7,36,2.6,218,16,120,8.8
