state,county,population,below50,below125,below150,below185,below200,below300,below400
Ohio,Ross County,76816,4863,15298,18347,22601,24835,38794,49477
Ohio,Sandusky County,58801,3636,9510,12088,16155,17732,28444,38632
Ohio,Scioto County,75441,7683,20383,24883,30423,32646,44010,52830
Ohio,Seneca County,55251,2970,8479,11499,15361,17042,28013,36821
Ohio,Shelby County,48610,1568,7211,8875,11628,12798,22084,30351
Ohio,Stark County,371516,20096,63731,78522,102860,113447,177485,236561
Ohio,Summit County,540810,30411,89754,111337,142027,157981,247395,320755
Ohio,Trumbull County,199144,14476,42859,52083,64784,71381,112020,139410
Ohio,Tuscarawas County,92165,5131,16461,20501,27727,30343,47173,62893
Ohio,Union County,57871,1069,4457,5454,7323,8482,15501,23087
Ohio,Van Wert County,28213,1273,3790,4892,6799,7836,13500,19386
Ohio,Vinton County,13045,788,3650,4138,4757,5110,7549,9629
Ohio,Warren County,232540,5258,17090,21155,30946,33837,62639,96975
Ohio,Washington County,60217,3062,10192,13119,16993,18935,31455,39441
Ohio,Wayne County,116063,4274,16645,21052,29448,33111,55521,72383
Ohio,Williams County,36760,1763,5047,6531,9416,11036,19560,26623
Ohio,Wood County,130662,7547,20210,25005,30679,33528,52911,69591
Ohio,Wyandot County,21907,599,2441,3739,5184,5605,9844,13312
Oklahoma,Adair County,22171,2517,7069,8701,10923,11966,16155,18631
Oklahoma,Alfalfa County,5791,147,767,921,1172,1230,2283,3158
Oklahoma,Atoka County,13815,750,3209,4033,5033,5475,7784,9464
Oklahoma,Beaver County,5326,222,668,1116,1662,2016,3034,3724
Oklahoma,Beckham County,21860,1568,4702,5589,7171,8092,11450,13953
Oklahoma,Blaine County,9521,266,1409,1991,2511,2757,4292,5400
Oklahoma,Bryan County,47325,3087,11121,14296,18114,19386,27424,34053
Oklahoma,Caddo County,29179,2110,6922,8336,10819,11857,17542,21214
Oklahoma,Canadian County,144610,4547,14145,19407,26765,30604,55434,79455
Oklahoma,Carter County,48380,3150,10355,12671,15832,17327,26908,34332
Oklahoma,Cherokee County,48871,4587,13174,15540,19407,20890,30664,36160
Oklahoma,Choctaw County,14727,1563,4636,5357,6379,6863,9360,11079
Oklahoma,Cimarron County,2159,97,374,548,887,986,1369,1662
Oklahoma,Cleveland County,282189,17769,41519,53403,69774,77709,124047,166606
Oklahoma,Coal County,5577,324,1686,2000,2395,2593,3495,4361
Oklahoma,Comanche County,121374,7532,24201,30531,38278,41174,63362,78204
Oklahoma,Cotton County,5783,352,1324,1583,2157,2207,3035,3869
Oklahoma,Craig County,14274,942,3224,4256,5678,6120,9053,10685
Oklahoma,Creek County,71505,4577,12827,16438,22433,24991,38229,49431
Oklahoma,Custer County,28929,2229,6933,8449,9947,11209,14853,18044
Oklahoma,Delaware County,42741,3011,10437,13191,17056,18331,26591,32091
Oklahoma,Dewey County,4885,86,1038,1365,1605,1839,2615,3446
Oklahoma,Ellis County,3936,291,796,1020,1251,1307,2005,2641
Oklahoma,Garfield County,61555,3336,11197,13612,17501,20454,32116,39878
Oklahoma,Garvin County,27789,2117,6227,8018,10299,11174,16084,20128
Oklahoma,Grady County,55315,2038,7625,9946,13473,15754,25044,33523
Oklahoma,Grant County,4369,226,508,844,1054,1185,2141,2840
Oklahoma,Greer County,5790,474,1235,1336,1781,1895,2926,3665
Oklahoma,Harmon County,2663,172,693,759,875,1000,1542,1788
Oklahoma,Harper County,3730,140,916,1049,1432,1533,2334,2820
Oklahoma,Haskell County,12688,883,3457,4261,5396,5782,7904,9366
Oklahoma,Hughes County,13265,1029,3273,4255,5377,5974,7980,9538
Oklahoma,Jackson County,24808,2079,4869,6052,8197,8964,13893,17345
Oklahoma,Jefferson County,6084,706,1650,2018,2511,2780,3899,4724
Oklahoma,Johnston County,11028,783,2691,3389,4253,4624,6917,8488
Oklahoma,Kay County,44074,3780,9283,12321,15744,17867,26461,32898
Oklahoma,Kingfisher County,15811,882,2264,2784,4132,4492,7630,9547
Oklahoma,Kiowa County,8816,998,2763,3063,3575,3976,5936,6792
Oklahoma,Latimer County,10239,752,2340,3139,4205,4711,6418,7575
Oklahoma,Le Flore County,49999,4100,13421,16544,21378,23100,32514,38651
Oklahoma,Lincoln County,34936,1975,6651,8393,11026,12280,19102,24567
Oklahoma,Logan County,47401,2497,7338,9174,11752,12979,19697,25688
Oklahoma,Love County,10128,645,2145,2939,3637,3886,5902,7698
Oklahoma,McClain County,39921,1523,4637,6249,8522,9483,16393,23413
Oklahoma,McCurtain County,32913,2624,9842,12204,14705,16007,22050,25898
Oklahoma,McIntosh County,19677,1747,5589,6575,8306,8843,12259,15562
Oklahoma,Major County,7654,432,1230,1512,2197,2417,3842,4894
Oklahoma,Marshall County,16688,837,3685,4632,6312,6968,10206,12451
Oklahoma,Mayes County,41098,3111,9766,11966,14853,16077,24091,28785
Oklahoma,Murray County,13972,859,2691,3281,4212,4735,7279,9750
Oklahoma,Muskogee County,68451,5956,17025,21043,26798,28967,40760,48597
Oklahoma,Noble County,11263,848,1845,2291,3319,3635,5779,7544
Oklahoma,Nowata County,10243,546,2517,2876,3917,4466,6348,7458
Oklahoma,Okfuskee County,11987,1320,3693,4347,5202,5636,7383,8635
Oklahoma,Oklahoma County,792668,53283,161476,198336,255778,280878,417355,516191
Oklahoma,Okmulgee County,38553,2405,8918,11672,14610,15923,23051,28338
Oklahoma,Osage County,47074,3077,8864,11581,14749,16195,24366,30914
Oklahoma,Ottawa County,31283,2437,8210,10207,13254,14539,20561,24546
Oklahoma,Pawnee County,16402,890,3308,4115,5423,6050,9340,11703
Oklahoma,Payne County,81912,10689,22646,25544,29496,31808,43647,54597
Oklahoma,Pittsburg County,43955,3252,9758,11854,14909,16370,24841,30441
Oklahoma,Pontotoc County,38385,1732,6741,8957,11802,12981,19314,24595
Oklahoma,Pottawatomie County,72511,5073,13951,17937,23417,26195,39148,49200
Oklahoma,Pushmataha County,11055,863,2978,3761,4874,5242,7248,8498
Oklahoma,Roger Mills County,3635,252,786,1061,1451,1527,2086,2633
Oklahoma,Rogers County,92052,3314,11586,14888,20871,23464,38719,54484
Oklahoma,Seminole County,24624,2162,7058,9048,11343,12202,16817,19580
Oklahoma,Sequoyah County,41687,3132,10728,13759,17349,19247,27111,33022
Oklahoma,Stephens County,43401,3201,8917,11165,14619,16270,24631,30022
Oklahoma,Texas County,20633,1582,5414,6737,8014,8548,12147,15534
Oklahoma,Tillman County,7347,792,2058,2389,3075,3490,4525,5668
Oklahoma,Tulsa County,650291,42208,121137,152666,195702,216535,323869,414096
Oklahoma,Wagoner County,80264,3378,10720,14012,19287,21921,37307,50842
Oklahoma,Washington County,51995,2423,9235,11961,15392,16922,26399,33661
Oklahoma,Washita County,11066,532,1674,2137,2820,3197,6184,7747
Oklahoma,Woods County,8914,396,1639,2100,2541,2849,4540,5566
Oklahoma,Woodward County,20352,1098,3251,4469,5971,6173,9112,12957
Oregon,Baker County,16090,747,2792,3945,5198,5750,8778,11107
Oregon,Benton County,92168,9736,19109,22003,26008,27969,40320,50062
Oregon,Clackamas County,415084,14381,41396,51824,68378,77683,136889,194433
Oregon,Clatsop County,39656,2127,6377,8288,11365,12658,18699,25175
Oregon,Columbia County,52117,2097,6826,8814,12491,13838,21742,31134
Oregon,Coos County,64175,5052,14320,17265,21053,23612,35544,43113
Oregon,Crook County,23733,852,3569,4874,6517,7459,11849,15441
Oregon,Curry County,22889,857,3879,4986,7344,8028,11574,14928
Oregon,Deschutes County,191749,7746,25401,32299,42461,48037,82121,109609
Oregon,Douglas County,110015,5960,20209,26375,35957,39216,60739,78102
Oregon,Gilliam County,1896,116,466,530,623,712,1065,1390
Oregon,Grant County,7174,455,1374,1745,2131,2413,3730,5057
Oregon,Harney County,7310,272,935,1548,2462,2976,4454,5314
Oregon,Hood River County,23270,292,2062,3442,5258,5987,10066,13311
Oregon,Jackson County,218781,12127,38700,51737,65247,71301,111999,143875
Oregon,Jefferson County,24048,1607,4687,5677,6848,7315,12341,15622
Oregon,Josephine County,87097,6659,19961,26710,32792,35800,50434,62826
Oregon,Klamath County,67606,5610,16752,20787,25525,28321,40025,49505
Oregon,Lake County,7896,617,1728,2183,2534,2893,4103,4904
Oregon,Lane County,377749,30018,80406,98144,121070,132231,194725,247927
Oregon,Lincoln County,49336,3564,10059,12307,16257,17640,26830,34256
Oregon,Linn County,127216,6513,20125,28232,37663,40838,67671,85304
Oregon,Malheur County,30632,1934,7603,9347,11644,12662,18053,21156
Oregon,Marion County,343742,18637,61997,82910,106284,115647,173548,222745
Oregon,Morrow County,11425,587,3018,3696,4451,4839,6908,8564
Oregon,Multnomah County,809869,50107,137308,164508,206600,225048,341338,444287
Oregon,Polk County,84730,4393,13012,15874,21034,23652,37414,51350
Oregon,Sherman County,1686,74,251,337,476,538,968,1169
Oregon,Tillamook County,26782,1408,3710,5111,7792,8582,14065,18040
Oregon,Umatilla County,77319,3986,14272,18534,24948,26994,41643,50995
Oregon,Union County,26502,1456,5071,6547,8330,8941,14433,18402
Oregon,Wallowa County,7065,215,982,1252,1782,2116,3496,4703
Oregon,Wasco County,26274,902,4183,5676,7747,8633,14644,18492
Oregon,Washington County,595761,23055,67589,82820,108606,121182,206616,286967
Oregon,Wheeler County,1417,40,362,388,579,648,909,1133
Oregon,Yamhill County,106087,5255,14956,18847,25517,27564,45186,61005
Pennsylvania,Adams County,102627,3608,10561,13573,18305,21027,38284,55376
Pennsylvania,Allegheny County,1218380,64643,173504,212117,274601,301066,476096,642290
Pennsylvania,Armstrong County,65356,2733,10793,13566,17564,19923,32107,43214
Pennsylvania,Beaver County,164781,7119,22085,28766,38599,42791,70459,96284
Pennsylvania,Bedford County,48154,2016,7763,10130,13640,15084,24990,33083
Pennsylvania,Berks County,419062,21273,61564,77317,102705,112858,179653,240637
Pennsylvania,Blair County,122495,6699,21551,27397,35474,39236,63083,80259
Pennsylvania,Bradford County,60721,3190,10272,13731,18302,20226,32849,40665
Pennsylvania,Bucks County,627668,16054,47139,59899,80510,91611,165682,247786
Pennsylvania,Butler County,187798,6655,18892,24141,32634,36440,61366,87600
Pennsylvania,Cambria County,131611,7597,23170,28047,36392,40042,64965,85909
Pennsylvania,Cameron County,4512,215,1060,1401,1805,2006,3004,3597
Pennsylvania,Carbon County,63964,3519,9738,11856,16062,17597,29538,40832
Pennsylvania,Centre County,162264,17890,30084,34719,41451,44997,64365,84646
Pennsylvania,Chester County,521980,15971,42759,52959,69800,78116,126008,184867
Pennsylvania,Clarion County,38633,2765,7807,9799,12186,13211,20106,26229
Pennsylvania,Clearfield County,79466,4067,14326,18306,24193,25946,40619,53450
Pennsylvania,Clinton County,38549,1996,7116,9051,11297,12753,19718,25524
Pennsylvania,Columbia County,65390,4154,10826,13307,17361,20456,31489,41194
Pennsylvania,Crawford County,85074,3632,14685,19466,25846,28519,45275,57481
Pennsylvania,Cumberland County,251487,8049,22928,30232,42926,48630,87352,124156
Pennsylvania,Dauphin County,277071,16131,42766,52027,67662,74503,123186,164855
Pennsylvania,Delaware County,565328,24448,70302,86383,113879,123873,199715,266210
Pennsylvania,Elk County,30077,1043,4139,5444,7481,8302,14225,19043
Pennsylvania,Erie County,272046,17385,52717,64631,82428,90294,135471,173823
Pennsylvania,Fayette County,130329,8849,28042,33699,42685,46533,67892,88666
Pennsylvania,Forest County,7190,243,836,1034,1306,1441,2462,3066
Pennsylvania,Franklin County,154954,5795,20883,26625,36027,41645,70221,95570
Pennsylvania,Fulton County,14492,529,2077,2808,3861,4304,7143,9448
Pennsylvania,Greene County,36484,2203,5578,7113,9141,9897,15815,21575
Pennsylvania,Huntingdon County,45145,1659,5968,7922,11013,12268,19396,26736
Pennsylvania,Indiana County,84463,5132,15928,20370,25486,27353,42720,54528
Pennsylvania,Jefferson County,43570,2621,8054,10246,14358,15637,23788,30929
Pennsylvania,Juniata County,24657,700,3273,4743,6759,7554,12425,16769
Pennsylvania,Lackawanna County,210162,12769,37393,45999,59064,64552,101580,129160
Pennsylvania,Lancaster County,543050,20067,65100,83670,115857,130798,223810,316444
Pennsylvania,Lawrence County,86148,4636,15112,19256,24785,27599,43020,55933
Pennsylvania,Lebanon County,140410,5717,19642,25031,34445,39876,64161,84051
Pennsylvania,Lehigh County,367338,18362,59236,74214,96210,104472,163072,212954
Pennsylvania,Luzerne County,317547,20705,57067,72071,91611,100760,157186,200212
Pennsylvania,Lycoming County,114014,6674,18457,22690,30775,34464,54132,72499
Pennsylvania,McKean County,41021,2645,7880,10324,12872,14058,20807,27041
Pennsylvania,Mercer County,110519,5349,18872,23747,30673,33572,53701,69853
Pennsylvania,Mifflin County,46179,1425,8335,10822,14354,16090,25572,32469
Pennsylvania,Monroe County,168824,8345,24512,30628,40075,43749,72588,98533
Pennsylvania,Montgomery County,827180,21720,62277,79283,108100,121658,215970,315623
Pennsylvania,Montour County,18178,756,2178,3130,4097,4387,7841,10136
Pennsylvania,Northampton County,304233,10785,34182,43830,57352,63676,110609,154802
Pennsylvania,Northumberland County,91234,5369,15716,19828,27038,30029,46550,59847
Pennsylvania,Perry County,46133,1953,5612,7337,9776,10674,18873,26134
Pennsylvania,Philadelphia County,1581531,166036,434666,514942,620415,663756,903795,1093832
Pennsylvania,Pike County,55660,2159,6772,8898,12024,13551,22559,31731
Pennsylvania,Potter County,16685,817,2868,3921,5006,5612,9226,11904
Pennsylvania,Schuylkill County,141935,6874,24735,30099,40085,44037,67411,91138
Pennsylvania,Snyder County,40452,1384,5194,7099,9925,11434,17977,24594
Pennsylvania,Somerset County,73844,2799,10111,13741,18428,21168,35947,47157
Pennsylvania,Sullivan County,6038,280,950,1137,1634,1900,3053,4130
Pennsylvania,Susquehanna County,40604,2253,6379,8394,11381,12570,19385,25668
Pennsylvania,Tioga County,40759,1942,7251,9351,13058,14236,22092,28588
Pennsylvania,Union County,44831,1422,5191,6349,8446,9956,17553,22408
Pennsylvania,Venango County,51355,2542,9521,11824,15619,17324,26829,35025
Pennsylvania,Warren County,39466,1753,6765,8552,11347,12591,20247,26440
Pennsylvania,Washington County,207081,7837,24658,31043,41744,47108,80553,107606
Pennsylvania,Wayne County,51268,1889,7484,9198,11702,13223,22142,30771
Pennsylvania,Westmoreland County,350722,13474,43473,55093,73843,82140,138797,194813
Pennsylvania,Wyoming County,27078,1065,3534,4559,6066,6887,12464,16135
Pennsylvania,York County,447628,17272,52427,67499,90482,101455,177624,249753
Rhode Island,Bristol County,48645,1321,4401,5236,6499,6779,11470,17140
Rhode Island,Kent County,164122,6230,17871,22871,29825,32621,56523,80813
Rhode Island,Newport County,82731,3024,7906,10377,13188,14201,23487,33576
Rhode Island,Providence County,636161,34508,111303,133089,171209,186535,283605,366813
Rhode Island,Washington County,126139,5980,12499,15032,18679,20739,34518,49065
South Carolina,Abbeville County,24582,1821,5761,6888,8329,8950,14767,18093
South Carolina,Aiken County,169947,9686,31620,41222,52994,58810,88997,111723
South Carolina,Allendale County,8789,791,2807,3112,4053,4396,5276,6265
South Carolina,Anderson County,200183,11789,38306,47906,62973,68614,103165,133318
South Carolina,Bamberg County,14236,1623,3298,3762,4811,5451,8645,10322
South Carolina,Barnwell County,21170,2614,7015,7739,9496,10287,13592,15591
South Carolina,Beaufort County,189732,7221,23849,31202,43303,48627,78775,103201
South Carolina,Berkeley County,222103,12375,37514,47041,62913,67962,104250,137926
South Carolina,Calhoun County,14608,815,3256,3523,4092,4351,7426,9920
South Carolina,Charleston County,407543,25089,65635,79860,100916,109531,165117,218334
South Carolina,Cherokee County,57110,5569,14254,17081,22332,25036,35325,42528
South Carolina,Chester County,32260,2316,7855,9941,12917,14100,20255,24353
South Carolina,Chesterfield County,45833,3112,12422,14784,18196,20277,29739,36275
South Carolina,Clarendon County,33865,3322,9522,10749,12940,13661,20200,24388
South Carolina,Colleton County,37624,2364,9964,12757,16119,18174,25770,29297
South Carolina,Darlington County,66858,5678,17405,21228,28029,30909,42462,49975
South Carolina,Dillon County,30473,3223,10596,12409,14941,15915,20642,24682
South Carolina,Dorchester County,161309,8794,25098,30258,39221,45055,72490,96723
South Carolina,Edgefield County,27021,1595,5287,7187,8643,9197,13537,16521
South Carolina,Fairfield County,22406,2185,5528,7404,8666,9531,13540,16526
South Carolina,Florence County,138237,11007,30998,38929,47832,52117,77949,96577
South Carolina,Georgetown County,62150,3694,12943,15121,19078,22380,32511,40141
South Carolina,Greenville County,516126,24410,79386,98678,131229,144080,230864,305421
South Carolina,Greenwood County,70672,5859,18077,22238,27361,29811,41839,50903
South Carolina,Hampton County,19223,1397,4764,6228,8079,9040,12141,14395
South Carolina,Horry County,344186,21960,66926,85451,107239,118679,183235,235137
South Carolina,Jasper County,29558,2354,7318,9191,11599,12720,18192,21399
South Carolina,Kershaw County,65926,4763,12644,15647,20385,22472,35815,45873
South Carolina,Lancaster County,95378,5290,15845,19322,25286,27831,43226,56032
South Carolina,Laurens County,66990,5489,16790,20518,25018,26657,40372,48528
South Carolina,Lee County,17144,1660,5159,6179,8267,8662,11384,13264
South Carolina,Lexington County,295033,15154,46792,58030,77634,84770,133590,179950
South Carolina,McCormick County,9495,730,1621,2054,2610,2967,4436,5415
South Carolina,Marion County,30954,3996,10100,11876,15339,16269,21312,25026
