DISTRICT,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP
"011905",206,0,0,55,26.7,1,0.5,0,0,142,68.9,8,3.9,108,52.4,0,0,58,28.2,64,31.1,0,0,149,72.3,21,10.2,0,0,0,0,97,47.1
"012901",593,1,0.2,2,0.3,13,2.2,4,0.7,313,52.8,18,3,115,19.4,3,0.5,2,0.3,280,47.2,0,0,166,28,63,10.6,19,3.2,154,26,442,74.5
"013801",450,12,2.7,7,1.6,6,1.3,0,0,323,71.8,23,5.1,359,79.8,0,0,7,1.6,127,28.2,0,0,213,47.3,24,5.3,5,1.1,0,0,68,15.1
"013901",3396,13,0.4,81,2.4,87,2.6,82,2.1,2583,76.1,181,5.3,2813,82.8,9,0.3,102,3,813,23.9,3,0.1,2201,64.8,313,9.2,30,0.9,869,25.6,441,13
"013902",182,0,0,7,3.8,4,2.2,1,0.6,118,64.8,9,4.9,139,76.4,0,0,4,2.2,64,35.2,0,0,47,25.8,16,8.8,0,0,0,0,39,21.4
"013903",430,1,0.2,3,0.7,8,1.9,6,1.2,240,55.8,17,4,272,63.3,3,0.7,3,0.7,190,44.2,0,0,218,50.7,51,11.9,4,0.9,177,41.2,142,33
"013905",802,7,0.9,8,1,9,1.1,4,0.5,409,51,42,5.2,525,65.5,3,0.4,9,1.1,393,49,2,0.2,349,43.5,81,10.1,3,0.4,262,32.7,253,31.5
"014801",1672,6,0.4,5,0.3,224,13.4,0,0,1216,72.7,0,0,980,58.6,12,0.7,9,0.5,456,27.3,3,0.2,1483,88.7,162,9.7,21,1.3,1163,69.6,426,25.5
"014802",72,0,0,0,0,33,45.8,0,0,47,65.3,0,0,22,30.6,0,0,0,0,25,34.7,0,0,72,100,1,1.4,3,4.2,30,41.7,14,19.4
"014803",914,11,1.2,11,1.2,135,14.8,0,0,463,50.7,0,0,246,26.9,6,0.7,11,1.2,451,49.3,3,0.3,189,20.7,88,9.6,37,4,0,0,476,52.1
"014804",1321,32,2.4,10,0.8,81,6.1,0,0,317,24,0,0,257,19.5,6,0.5,14,1.1,1004,76,0,0,476,36,147,11.1,41,3.1,31,2.3,904,68.4
"014901",1361,15,1.1,57,4.2,43,3.2,12,0.9,538,39.5,91,6.7,313,23,9,0.7,57,4.2,823,60.5,1,0.1,465,34.2,96,7.1,31,2.3,341,25.1,949,69.7
"014902",395,0,0,43,10.9,38,9.6,4,0.9,304,77,5,1.3,251,63.5,2,0.5,44,11.1,91,23,0,0,231,58.5,42,10.6,10,2.5,135,34.2,94,23.8
"014903",10488,170,1.6,728,6.9,672,6.4,164,1.4,4804,45.8,938,8.9,3362,32.1,62,0.6,738,7,5684,54.2,21,0.2,4823,46,1104,10.5,410,3.9,2354,22.4,5791,55.2
"014905",650,1,0.2,20,3.1,21,3.2,3,0.4,313,48.2,38,5.8,196,30.2,0,0,20,3.1,337,51.8,0,0,206,31.7,54,8.3,11,1.7,204,31.4,421,64.8
"014906",42581,1051,2.5,3250,7.6,14281,33.5,890,1.9,24434,57.4,1437,3.4,12163,28.6,267,0.6,3677,8.6,18147,42.6,724,1.7,23123,54.3,4748,11.2,3079,7.2,7417,17.4,11016,25.9
"014907",856,6,0.7,34,4,16,1.9,10,1.1,395,46.1,69,8.1,243,28.4,3,0.4,34,4,461,53.9,0,0,323,37.7,58,6.8,5,0.6,292,34.1,583,68.1
"014908",1558,12,0.8,122,7.8,17,1.1,10,0.6,399,25.6,79,5.1,335,21.5,9,0.6,123,7.9,1159,74.4,2,0.1,515,33.1,77,4.9,36,2.3,435,27.9,1147,73.6
"014909",8609,147,1.7,876,10.2,2372,27.6,258,2.7,6518,75.7,715,8.3,3407,39.6,41,0.5,813,9.4,2091,24.3,17,0.2,5281,61.3,765,8.9,242,2.8,1887,21.9,2383,27.7
"014910",1467,6,0.4,40,2.7,19,1.3,13,0.8,704,48,91,6.2,354,24.1,10,0.7,40,2.7,763,52,1,0.1,574,39.1,153,10.4,26,1.8,343,23.4,1051,71.6
"015801",352,2,0.6,1,0.3,12,3.4,0,0,224,63.6,0,0,307,87.2,0,0,1,0.3,128,36.4,0,0,253,71.9,35,9.9,4,1.1,162,46,27,7.7
"015802",1122,4,0.4,160,14.3,350,31.2,0,0,1120,99.8,0,0,715,63.7,0,0,148,13.2,2,0.2,1,0.1,991,88.3,55,4.9,10,0.9,55,4.9,42,3.7
"015803",469,0,0,32,6.8,65,13.9,0,0,463,98.7,0,0,385,82.1,2,0.4,32,6.8,6,1.3,1,0.2,56,11.9,17,3.6,5,1.1,0,0,11,2.3
"015805",675,0,0,73,10.8,11,1.6,0,0,573,84.9,0,0,643,95.3,0,0,76,11.3,102,15.1,0,0,470,69.6,55,8.1,1,0.1,0,0,20,3
"015806",1115,1,0.1,170,15.2,338,30.3,3,0.2,1044,93.6,0,0,710,63.7,1,0.1,172,15.4,71,6.4,4,0.4,802,71.9,76,6.8,22,2,204,18.3,39,3.5
"015807",898,1,0.1,58,6.5,124,13.8,10,1,721,80.3,38,4.2,705,78.5,0,0,114,12.7,177,19.7,1,0.1,742,82.6,100,11.1,14,1.6,388,43.2,53,5.9
"015808",773,1,0.1,27,3.5,113,14.6,0,0,636,82.3,0,0,317,41,6,0.8,31,4,137,17.7,0,0,648,83.8,270,34.9,19,2.5,0,0,317,41
"015809",432,1,0.2,83,19.2,9,2.1,0,0,367,85,0,0,401,92.8,0,0,87,20.1,65,15,0,0,323,74.8,51,11.8,1,0.2,0,0,20,4.6
"015814",172,0,0,15,8.7,2,1.2,0,0,160,93,0,0,168,97.7,0,0,17,9.9,12,7,0,0,158,91.9,18,10.5,1,0.6,11,6.4,1,0.6
"015815",579,38,6.6,130,22.5,54,9.3,0,0,389,67.2,0,0,413,71.3,1,0.2,133,23,190,32.8,1,0.2,469,81,36,6.2,15,2.6,222,38.3,57,9.8
"015816",221,0,0,7,3.2,33,14.9,0,0,81,36.7,1,0.5,162,73.3,3,1.4,4,1.8,140,63.3,0,0,216,97.7,10,4.5,2,0.9,221,100,21,9.5
"015819",749,3,0.4,31,4.1,278,37.1,0,0,526,70.2,11,1.5,223,29.8,4,0.5,35,4.7,223,29.8,0,0,598,79.8,56,7.5,36,4.8,131,17.5,205,27.4
"015820",426,0,0,0,0,20,4.7,0,0,373,87.6,34,8,346,81.2,0,0,0,0,53,12.4,2,0.5,374,87.8,65,15.3,5,1.2,220,51.6,53,12.4
"015822",4251,48,1.1,652,15.3,323,7.6,0,0,2968,69.8,143,3.4,3387,79.7,2,0,747,17.6,1283,30.2,1,0,2295,54,265,6.2,81,1.9,150,3.5,409,9.6
"015823",57,0,0,3,5.3,2,3.5,0,0,55,96.5,0,0,54,94.7,0,0,3,5.3,2,3.5,0,0,54,94.7,6,10.5,0,0,25,43.9,1,1.8
"015825",262,0,0,60,22.9,14,5.3,0,0,232,88.5,0,0,241,92,0,0,60,22.9,30,11.5,0,0,192,73.3,22,8.4,1,0.4,0,0,6,2.3
"015826",1920,1,0.1,797,41.5,53,2.8,1,0.1,1644,85.6,0,0,1817,94.6,0,0,483,25.2,276,14.4,0,0,875,45.6,150,7.8,8,0.4,44,2.3,41,2.1
"015827",844,32,3.8,52,6.2,108,12.8,0,0,482,57.1,56,6.6,451,53.4,2,0.2,55,6.5,362,42.9,0,0,288,34.1,59,7,46,5.5,174,20.6,205,24.3
"015828",3150,59,1.9,523,16.6,232,7.4,0,0,2149,68.2,169,5.4,2529,80.3,6,0.2,596,18.9,1001,31.8,3,0.1,1365,43.3,158,5,38,1.2,589,18.7,283,9
"015830",1776,12,0.7,112,6.3,41,2.3,0,0,1226,69,57,3.2,1581,89,3,0.2,125,7,550,31,1,0.1,985,55.5,72,4.1,6,0.3,714,40.2,132,7.4
"015831",1082,50,4.6,59,5.5,76,7,0,0,672,62.1,62,5.7,768,71,1,0.1,63,5.8,410,37.9,0,0,315,29.1,72,6.7,9,0.8,51,4.7,178,16.5
"015832",111,0,0,32,28.8,5,4.5,0,0,97,87.4,7,6.3,105,94.6,0,0,32,28.8,14,12.6,0,0,79,71.2,10,9,1,0.9,42,37.8,0,0
"015833",158,0,0,3,1.9,1,0.6,0,0,108,68.4,0,0,130,82.3,3,1.9,3,1.9,50,31.6,1,0.6,103,65.2,20,12.7,2,1.3,60,38,21,13.3
"015834",1052,284,27,2,0.2,33,3.1,0,0,0,0,0,0,346,32.9,2,0.2,2,0.2,1052,100,1,0.1,2,0.2,0,0,65,6.2,0,0,321,30.5
"015835",572,32,5.6,11,1.9,18,3.1,0,.,80,14,0,0,209,36.5,0,0,13,2.3,492,86,0,0,33,5.8,20,3.5,12,2.1,0,0,301,52.6
"015836",258,3,1.2,7,2.7,3,1.2,0,0,49,19,0,0,130,50.4,0,0,8,3.1,209,81,1,0.4,47,18.2,7,2.7,11,4.3,0,0,110,42.6
"015901",4760,113,2.4,293,6.2,57,1.2,58,1.2,979,20.6,849,17.8,1919,40.3,17,0.4,233,4.9,3781,79.4,2,0,1347,28.3,334,7,74,1.6,553,11.6,2578,54.2
"015904",15270,13,0.1,3146,20.6,64,0.4,402,2.4,13500,88.4,894,5.9,14878,97.4,9,0.1,2556,16.7,1770,11.6,2,0,10658,69.8,1419,9.3,21,0.1,4258,27.9,283,1.9
"015905",11726,10,0.1,2166,18.5,146,1.2,270,2,11040,94.1,707,6,11494,98,5,0,2187,18.7,686,5.9,0,0,9180,78.3,1083,9.2,15,0.1,2183,18.6,56,0.5
"015906",1293,44,3.4,5,0.4,249,19.3,4,0.3,116,9,100,7.7,287,22.2,3,0.2,6,0.5,1177,91,13,1,222,17.2,73,5.6,133,10.3,333,25.8,564,43.6
"015907",53701,133,0.2,8826,16.4,3437,6.4,725,1.2,49213,91.6,2569,4.8,48866,91,46,0.1,10203,19,4488,8.4,21,0,38271,71.3,5510,10.3,225,0.4,10202,19,973,1.8
"015908",9953,9,0.1,1434,14.4,133,1.3,225,1.9,9203,92.5,470,4.7,9631,96.8,14,0.1,1514,15.2,750,7.5,6,0.1,7156,71.9,733,7.4,10,0.1,2240,22.5,150,1.5
"015909",3932,1,0,481,12.2,22,0.6,77,1.7,3126,79.5,184,4.7,3398,86.4,8,0.2,544,13.8,806,20.5,9,0.2,2454,62.4,343,8.7,31,0.8,1067,27.1,463,11.8
"015910",67757,2437,3.6,7794,11.5,4925,7.3,1005,1.4,30596,45.2,3884,5.7,39005,57.6,188,0.3,6931,10.2,37161,54.8,110,0.2,26085,38.5,6131,9,2074,3.1,12214,18,19018,28.1
"015911",9811,35,0.4,1253,12.8,782,8,212,2,6262,63.8,625,6.4,7074,72.1,14,0.1,905,9.2,3549,36.2,6,0.1,5645,57.5,1011,10.3,115,1.2,1911,19.5,1785,18.2
"015912",13479,44,0.3,2002,14.9,390,2.9,409,2.8,11155,82.8,761,5.6,12202,90.5,16,0.1,2031,15.1,2324,17.2,6,0,9248,68.6,1372,10.2,113,0.8,2677,19.9,708,5.3
"015913",880,26,3,17,1.9,150,17,0,0,303,34.4,49,5.6,198,22.5,5,0.6,17,1.9,577,65.6,13,1.5,203,23.1,92,10.5,101,11.5,244,27.7,387,44
"015914",1513,41,2.7,51,3.4,295,19.5,31,1.7,450,29.7,65,4.3,433,28.6,12,0.8,53,3.5,1063,70.3,16,1.1,403,26.6,197,13,147,9.7,227,15,569,37.6
"015915",102950,3164,3.1,7572,7.4,6471,6.3,1324,1.2,52700,51.2,9385,9.1,70393,68.4,138,0.1,8171,7.9,50250,48.8,266,0.3,41290,40.1,11271,10.9,2841,2.8,21023,20.4,19677,19.1
"015916",23292,433,1.9,2031,8.7,5242,22.5,398,1.5,14753,63.3,1754,7.5,12968,55.7,60,0.3,2026,8.7,8539,36.7,83,0.4,17098,73.4,2287,9.8,780,3.3,5628,24.2,3726,16
"015917",5332,14,0.3,794,14.9,62,1.2,143,2.5,4158,78,410,7.7,4815,90.3,3,0.1,799,15,1174,22,1,0,3537,66.3,548,10.3,21,0.4,1637,30.7,416,7.8
"016901",679,2,0.3,46,6.8,0,0,2,0.3,266,39.2,31,4.6,197,29,7,1,46,6.8,413,60.8,1,0.1,230,33.9,75,11,15,2.2,205,30.2,457,67.3
"016902",995,0,0,66,6.6,8,0.8,30,2.9,507,51,80,8,384,38.6,3,0.3,66,6.6,488,49,0,0,404,40.6,90,9,20,2,227,22.8,580,58.3
"017901",249,0,0,1,0.4,2,0.8,0,0,60,24.1,9,3.6,42,16.9,4,1.6,1,0.4,189,75.9,0,0,42,16.9,17,6.8,9,3.6,93,37.3,192,77.1
"018901",1022,12,1.2,81,7.9,26,2.5,18,1.6,554,54.2,53,5.2,337,33,8,0.8,82,8,468,45.8,0,0,492,48.1,106,10.4,33,3.2,282,27.6,606,59.3
"018902",493,2,0.4,27,5.5,14,2.8,10,1.8,309,62.7,35,7.1,164,33.3,0,0,28,5.7,184,37.3,0,0,184,37.3,61,12.4,17,3.4,130,26.4,296,60
"018903",108,0,0,9,8.3,0,0,0,0,104,96.3,0,0,67,62,1,0.9,7,6.5,4,3.7,0,0,50,46.3,20,18.5,5,4.6,43,39.8,35,32.4
"018904",620,3,0.5,48,7.7,19,3.1,1,0.1,383,61.8,21,3.4,160,25.8,1,0.2,48,7.7,237,38.2,0,0,292,47.1,79,12.7,13,2.1,104,16.8,424,68.4
"018905",172,0,0,31,18,0,0,1,0.5,143,83.1,18,10.5,101,58.7,1,0.6,31,18,29,16.9,0,0,88,51.2,21,12.2,0,0,57,33.1,70,40.7
"018906",134,0,0,1,0.7,0,0,3,2.1,70,52.2,1,0.7,37,27.6,0,0,1,0.7,64,47.8,0,0,62,46.3,14,10.4,3,2.2,61,45.5,94,70.1
"018907",232,0,0,0,0,5,2.2,1,0.4,164,70.7,5,2.2,21,9.1,0,0,0,0,68,29.3,0,0,119,51.3,31,13.4,2,0.9,81,34.9,204,87.9
"018908",125,0,0,8,6.4,1,0.8,0,0,83,66.4,0,0,36,28.8,0,0,8,6.4,42,33.6,0,0,70,56,13,10.4,2,1.6,55,44,86,68.8
"019901",801,0,0,43,5.4,155,19.4,7,0.8,535,66.8,48,6,94,11.7,9,1.1,51,6.4,266,33.2,0,0,270,33.7,90,11.2,36,4.5,272,34,507,63.3
"019902",857,0,0,27,3.2,115,13.4,10,1,476,55.5,26,3,76,8.9,4,0.5,27,3.2,381,44.5,0,0,285,33.3,96,11.2,65,7.6,294,34.3,597,69.7
"019903",480,0,0,0,0,41,8.5,1,0.2,268,55.8,20,4.2,11,2.3,3,0.6,0,0,212,44.2,0,0,177,36.9,55,11.5,20,4.2,158,32.9,405,84.4
"019905",1370,8,0.6,16,1.2,293,21.4,30,1.9,830,60.6,75,5.5,89,6.5,7,0.5,16,1.2,540,39.4,2,0.1,581,42.4,187,13.6,116,8.5,350,25.5,855,62.4
"019906",1147,3,0.3,3,0.3,33,2.9,12,1,462,40.3,102,8.9,31,2.7,4,0.3,3,0.3,685,59.7,0,0,279,24.3,90,7.8,13,1.1,416,36.3,1063,92.7
"019907",7195,88,1.2,414,5.8,3228,44.9,274,3.5,4946,68.7,402,5.6,988,13.7,30,0.4,411,5.7,2249,31.3,4,0.1,3621,50.3,688,9.6,312,4.3,1680,23.3,2545,35.4
"019908",2560,5,0.2,43,1.7,1290,50.4,92,3.1,2092,81.7,135,5.3,141,5.5,9,0.4,43,1.7,468,18.3,13,0.5,1368,53.4,323,12.6,123,4.8,733,28.6,979,38.2
"019909",506,0,0,0,0,0,0,3,0.5,283,55.9,23,4.5,22,4.3,1,0.2,0,0,223,44.1,0,0,248,49,84,16.6,14,2.8,180,35.6,469,92.7
"019910",128,0,0,1,0.8,0,0,0,0,71,55.5,6,4.7,7,5.5,2,1.6,1,0.8,57,44.5,0,0,24,18.8,12,9.4,11,8.6,0,0,108,84.4
"019911",532,2,0.4,2,0.4,5,0.9,1,0.2,53,10,64,12,18,3.4,4,0.8,2,0.4,479,90,0,0,92,17.3,33,6.2,12,2.3,0,0,491,92.3
"019912",2115,76,3.6,46,2.2,297,14,5,0.2,593,28,344,16.3,156,7.4,11,0.5,48,2.3,1522,72,11,0.5,803,38,181,8.6,76,3.6,591,27.9,1488,70.4
"019913",88,0,0,7,8,0,0,0,0,49,55.7,1,1.1,17,19.3,3,3.4,7,8,39,44.3,0,0,26,29.5,10,11.4,5,5.7,10,11.4,63,71.6
"019914",113,0,0,0,0,2,1.8,0,0,76,67.3,4,3.5,9,8,0,0,0,0,37,32.7,0,0,46,40.7,7,6.2,5,4.4,0,0,97,85.8
"020901",20757,1805,8.7,3406,16.4,3246,15.6,243,1.1,10230,49.3,1742,8.4,9113,43.9,85,0.4,3424,16.5,10527,50.7,11,0.1,9222,44.4,1917,9.2,391,1.9,4416,21.3,6106,29.4
"020902",6677,35,0.5,906,13.6,763,11.4,193,2.6,4074,61,284,4.3,3104,46.5,55,0.8,628,9.4,2603,39,5,0.1,3610,54.1,545,8.2,136,2,1428,21.4,2579,38.6
"020904",783,3,0.4,32,4.1,3,0.4,8,1,249,31.8,67,8.6,159,20.3,10,1.3,32,4.1,534,68.2,0,0,336,42.9,61,7.8,20,2.6,225,28.7,588,75.1
"020905",12382,168,1.4,1033,8.3,1030,8.3,339,2.5,6833,55.2,948,7.7,6456,52.1,68,0.5,1122,9.1,5549,44.8,11,0.1,6490,52.4,1013,8.2,290,2.3,3289,26.6,4359,35.2
"020906",1903,4,0.2,49,2.6,268,14.1,26,1.3,924,48.6,126,6.6,420,22.1,11,0.6,50,2.6,979,51.4,2,0.1,612,32.2,156,8.2,81,4.3,775,40.7,1117,58.7
"020907",3076,5,0.2,111,3.6,354,11.5,40,1.2,1633,53.1,113,3.7,849,27.6,10,0.3,143,4.6,1443,46.9,1,0,1403,45.6,246,8,82,2.7,707,23,1775,57.7
"020908",20481,2057,10,1559,7.6,3284,16,152,0.7,5549,27.1,1697,8.3,6273,30.6,100,0.5,1587,7.7,14932,72.9,21,0.1,6034,29.5,1743,8.5,569,2.8,5207,25.4,8177,39.9
"020910",189,0,0,31,16.4,4,2.1,0,0,189,100,23,12.2,99,52.4,0,0,33,17.5,0,0,0,0,117,61.9,22,11.6,4,2.1,15,7.9,82,43.4
"021803",434,1,0.2,82,18.9,248,57.1,0,0,398,91.7,0,0,161,37.1,0,0,89,20.5,36,8.3,0,0,260,59.9,27,6.2,3,0.7,0,0,21,4.8
"021805",844,3,0.4,215,25.5,510,60.4,0,0,625,74.1,0,0,304,36,0,0,220,26.1,219,25.9,0,0,613,72.6,31,3.7,2,0.2,0,0,25,3
"021901",12377,979,7.9,1310,10.6,1714,13.8,118,0.9,4223,34.1,1469,11.9,2651,21.4,36,0.3,967,7.8,8154,65.9,10,0.1,2982,24.1,1008,8.1,363,2.9,2766,22.3,6624,53.5
"021902",15943,65,0.4,3672,23,3017,18.9,390,2.3,11730,73.6,2033,12.8,8770,55,35,0.2,3550,22.3,4213,26.4,14,0.1,10445,65.5,1297,8.1,235,1.5,3417,21.4,3807,23.9
"022004",87,0,0,29,33.3,0,0,0,0,68,78.2,5,5.7,68,78.2,2,2.3,29,33.3,19,21.8,0,0,51,58.6,10,11.5,0,0,12,13.8,17,19.5
"022901",1011,7,0.7,79,7.8,5,0.5,8,0.7,490,48.5,77,7.6,656,64.9,0,0,83,8.2,521,51.5,1,0.1,694,68.6,84,8.3,9,0.9,296,29.3,333,32.9
"022902",41,0,0,0,0,0,0,0,0,27,65.9,1,2.4,26,63.4,0,0,0,0,14,34.1,0,0,10,24.4,6,14.6,0,0,14,34.1,15,36.6
"022903",29,0,0,0,0,0,0,0,0,8,27.6,0,0,9,31,0,0,0,0,21,72.4,0,0,12,41.4,2,6.9,2,6.9,0,0,18,62.1
"023902",185,0,0,16,8.6,5,2.7,1,0.5,100,54.1,9,4.9,82,44.3,0,0,15,8.1,85,45.9,0,0,54,29.2,18,9.7,3,1.6,66,35.7,95,51.4
"024901",1528,2,0.1,31,2,0,0,27,1.6,1276,83.5,63,4.1,1503,98.4,1,0.1,33,2.2,252,16.5,0,0,973,63.7,121,7.9,2,0.1,459,30,20,1.3
