DISTRICT,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP
"025902",3504,23,0.7,102,2.9,190,5.4,74,1.9,2240,63.9,225,6.4,1353,38.6,16,0.5,109,3.1,1264,36.1,2,0.1,1631,46.5,319,9.1,95,2.7,1137,32.4,1825,52.1
"025904",215,1,0.5,2,0.9,3,1.4,0,0,117,54.4,10,4.7,53,24.7,4,1.9,3,1.4,98,45.6,0,0,90,41.9,27,12.6,2,0.9,51,23.7,152,70.7
"025905",259,0,0,9,3.5,1,0.4,0,0,139,53.7,25,9.7,56,21.6,1,0.4,9,3.5,120,46.3,0,0,82,31.7,28,10.8,2,0.8,85,32.8,199,76.8
"025906",211,0,0,0,0,1,0.5,0,0,146,69.2,6,2.8,21,10,0,0,0,0,65,30.8,0,0,78,37,14,6.6,9,4.3,66,31.3,180,85.3
"025908",177,0,0,3,1.7,0,0,1,0.4,122,68.9,8,4.5,37,20.9,0,0,3,1.7,55,31.1,0,0,58,32.8,23,13,3,1.7,50,28.2,137,77.4
"025909",1168,17,1.5,27,2.3,19,1.6,15,1.2,534,45.7,113,9.7,262,22.4,2,0.2,20,1.7,634,54.3,1,0.1,450,38.5,121,10.4,20,1.7,296,25.3,847,72.5
"026901",1766,8,0.5,216,12.2,174,9.9,25,1.3,957,54.2,133,7.5,618,35,5,0.3,207,11.7,809,45.8,0,0,724,41,114,6.5,28,1.6,469,26.6,933,52.8
"026902",511,0,0,42,8.2,127,24.9,18,3.2,386,75.5,23,4.5,165,32.3,2,0.4,42,8.2,125,24.5,0,0,314,61.4,60,11.7,18,3.5,90,17.6,199,38.9
"026903",503,0,0,25,5,155,30.8,5,0.9,333,66.2,43,8.5,126,25,1,0.2,19,3.8,170,33.8,0,0,313,62.2,46,9.1,6,1.2,114,22.7,215,42.7
"027903",3218,9,0.3,218,6.8,43,1.3,49,1.4,1887,58.6,101,3.1,941,29.2,15,0.5,220,6.8,1331,41.4,2,0.1,1272,39.5,309,9.6,65,2,904,28.1,2143,66.6
"027904",3993,25,0.6,532,13.3,104,2.6,104,2.4,2431,60.9,277,6.9,1724,43.2,15,0.4,537,13.4,1562,39.1,17,0.4,1839,46.1,431,10.8,47,1.2,1010,25.3,2061,51.6
"028902",5113,17,0.3,591,11.6,247,4.8,136,2.5,3594,70.3,353,6.9,3462,67.7,19,0.4,691,13.5,1519,29.7,1,0,2881,56.3,612,12,79,1.5,1526,29.8,1288,25.2
"028903",1427,1,0.1,184,12.9,99,6.9,9,0.6,1035,72.5,85,6,876,61.4,3,0.2,179,12.5,392,27.5,0,0,932,65.3,138,9.7,18,1.3,381,26.7,430,30.1
"028906",176,0,0,4,2.3,14,8,0,0,126,71.6,22,12.5,81,46,2,1.1,4,2.3,50,28.4,0,0,49,27.8,23,13.1,2,1.1,32,18.2,77,43.8
"029901",4278,220,5.1,415,9.7,77,1.8,97,2.1,2617,61.2,320,7.5,2656,62.1,12,0.3,418,9.8,1661,38.8,2,0,2194,51.3,364,8.5,35,0.8,1329,31.1,1276,29.8
"030901",337,1,0.3,9,2.7,0,0,1,0.3,213,63.2,32,9.5,29,8.6,3,0.9,9,2.7,124,36.8,0,0,160,47.5,30,8.9,2,0.6,115,34.1,302,89.6
"030902",1448,2,0.1,6,0.4,16,1.1,19,1.2,683,47.2,69,4.8,203,14,1,0.1,6,0.4,765,52.8,1,0.1,663,45.8,127,8.8,29,2,376,26,1196,82.6
"030903",323,2,0.6,5,1.5,2,0.6,0,0,229,70.9,12,3.7,71,22,0,0,5,1.5,94,29.1,0,0,156,48.3,33,10.2,1,0.3,118,36.5,247,76.5
"030906",345,3,0.9,0,0,3,0.9,1,0.2,168,48.7,12,3.5,40,11.6,1,0.3,0,0,177,51.3,0,0,110,31.9,29,8.4,14,4.1,103,29.9,284,82.3
"031803",442,5,1.1,76,17.2,3,0.7,0,0,360,81.4,12,2.7,413,93.4,0,0,87,19.7,82,18.6,0,0,188,42.5,12,2.7,1,0.2,66,14.9,20,4.5
"031901",49314,95,0.2,14601,29.6,34,0.1,591,1.1,47403,96.1,4999,10.1,48697,98.7,7,0,15152,30.7,1911,3.9,5,0,31985,64.9,5014,10.2,5,0,14246,28.9,471,1
"031903",18475,111,0.6,2848,15.4,87,0.5,693,3.5,14551,78.8,1141,6.2,16890,91.4,31,0.2,2607,14.1,3924,21.2,5,0,10238,55.4,1556,8.4,27,0.1,5073,27.5,1324,7.2
"031905",3597,2,0.1,423,11.8,3,0.1,55,1.4,2917,81.1,188,5.2,3472,96.5,6,0.2,489,13.6,680,18.9,0,0,1860,51.7,257,7.1,7,0.2,801,22.3,107,3
"031906",10523,18,0.2,1989,18.9,20,0.2,101,0.9,7973,75.8,789,7.5,10131,96.3,13,0.1,2193,20.8,2550,24.2,1,0,4683,44.5,726,6.9,9,0.1,2522,24,331,3.1
"031909",2637,8,0.3,809,30.7,11,0.4,60,2.1,2360,89.5,135,5.1,2405,91.2,9,0.3,883,33.5,277,10.5,0,0,1783,67.6,233,8.8,14,0.5,644,24.4,190,7.2
"031911",2168,0,0,273,12.6,2,0.1,35,1.5,1867,86.1,106,4.9,2096,96.7,1,0,312,14.4,301,13.9,0,0,1347,62.1,157,7.2,1,0,506,23.3,68,3.1
"031912",11010,5,0,2189,19.9,5,0,338,2.7,9136,83,363,3.3,10900,99,1,0,2555,23.2,1874,17,0,0,7036,63.9,826,7.5,12,0.1,2814,25.6,87,0.8
"031913",727,0,0,299,41.1,0,0,6,0.8,698,96,77,10.6,719,98.9,0,0,303,41.7,29,4,0,0,520,71.5,41,5.6,0,0,187,25.7,8,1.1
"031914",1170,0,0,157,13.4,1,0.1,38,2.9,1125,96.2,43,3.7,1161,99.2,0,0,174,14.9,45,3.8,0,0,795,67.9,92,7.9,0,0,386,33,8,0.7
"031916",3353,361,10.8,68,2,36,1.1,29,0.8,2027,60.5,728,21.7,2737,81.6,1,0,57,1.7,1326,39.5,0,0,883,26.3,41,1.2,28,0.8,3003,89.6,190,5.7
"032902",2449,24,1,359,14.7,423,17.3,46,1.7,1932,78.9,85,3.5,931,38,14,0.6,372,15.2,517,21.1,4,0.2,1339,54.7,264,10.8,60,2.4,732,29.9,993,40.5
"033901",134,1,0.7,2,1.5,1,0.7,0,0,41,30.6,10,7.5,16,11.9,0,0,2,1.5,93,69.4,0,0,34,25.4,10,7.5,3,2.2,38,28.4,113,84.3
"033902",670,3,0.4,3,0.4,8,1.2,2,0.3,151,22.5,47,7,53,7.9,3,0.4,3,0.4,519,77.5,1,0.1,157,23.4,56,8.4,6,0.9,199,29.7,596,89
"033904",378,0,0,0,0,0,0,0,0,161,42.6,23,6.1,47,12.4,2,0.5,0,0,217,57.4,0,0,116,30.7,23,6.1,4,1.1,113,29.9,325,86
"034901",1825,10,0.5,36,2,613,33.6,78,3.9,1177,64.5,144,7.9,127,7,10,0.5,36,2,648,35.5,2,0.1,779,42.7,167,9.2,42,2.3,463,25.4,1021,55.9
"034902",152,0,0,0,0,24,15.8,2,1.4,134,88.2,7,4.6,18,11.8,1,0.7,0,0,18,11.8,0,0,69,45.4,11,7.2,10,6.6,63,41.4,99,65.1
"034903",1204,4,0.3,39,3.2,161,13.4,17,1.3,695,57.7,55,4.6,117,9.7,3,0.2,41,3.4,509,42.3,1,0.1,470,39,86,7.1,51,4.2,348,28.9,867,72
"034905",751,12,1.6,26,3.5,157,20.9,16,1.8,550,73.2,53,7.1,70,9.3,1,0.1,26,3.5,201,26.8,0,0,373,49.7,78,10.4,19,2.5,239,31.8,492,65.5
"034906",411,2,0.5,0,0,5,1.2,2,0.5,168,40.9,9,2.2,3,0.7,1,0.2,0,0,243,59.1,0,0,183,44.5,38,9.2,5,1.2,96,23.4,395,96.1
"034907",1015,5,0.5,5,0.5,144,14.2,16,1.4,561,55.3,76,7.5,36,3.5,7,0.7,5,0.5,454,44.7,0,0,485,47.8,86,8.5,39,3.8,290,28.6,784,77.2
"034909",265,4,1.5,3,1.1,3,1.1,8,2.6,153,57.7,7,2.6,10,3.8,4,1.5,3,1.1,112,42.3,0,0,116,43.8,25,9.4,2,0.8,109,41.1,242,91.3
"035901",1231,4,0.3,215,17.5,18,1.5,37,2.7,1099,89.3,28,2.3,1051,85.4,0,0,232,18.8,132,10.7,0,0,745,60.5,83,6.7,5,0.4,377,30.6,153,12.4
"035902",250,0,0,19,7.6,4,1.6,2,0.6,228,91.2,5,2,241,96.4,0,0,19,7.6,22,8.8,0,0,164,65.6,21,8.4,2,0.8,84,33.6,3,1.2
"035903",227,0,0,6,2.6,2,0.9,0,0,49,21.6,5,2.2,28,12.3,2,0.9,6,2.6,178,78.4,0,0,35,15.4,16,7,1,0.4,60,26.4,194,85.5
"036901",1228,30,2.4,114,9.3,175,14.3,20,1.6,662,53.9,99,8.1,372,30.3,9,0.7,118,9.6,566,46.1,0,0,568,46.3,97,7.9,38,3.1,303,24.7,604,49.2
"036902",4676,38,0.8,107,2.3,140,3,36,0.7,937,20,152,3.3,974,20.8,26,0.6,119,2.5,3739,80,0,0,1202,25.7,295,6.3,84,1.8,1059,22.6,3414,73
"036903",1409,15,1.1,296,21,107,7.6,13,0.9,790,56.1,74,5.3,543,38.5,0,0,297,21.1,619,43.9,0,0,685,48.6,120,8.5,27,1.9,339,24.1,717,50.9
"037901",649,2,0.3,71,10.9,168,25.9,1,0.1,466,71.8,33,5.1,189,29.1,0,0,77,11.9,183,28.2,0,0,385,59.3,60,9.2,27,4.2,206,31.7,263,40.5
"037904",4938,24,0.5,1187,24,837,17,95,1.8,3979,80.6,221,4.5,2442,49.5,17,0.3,1215,24.6,959,19.4,5,0.1,3315,67.1,436,8.8,109,2.2,950,19.2,1504,30.5
"037907",2225,7,0.3,127,5.7,325,14.6,30,1.3,1354,60.9,122,5.5,336,15.1,10,0.4,127,5.7,871,39.1,0,0,995,44.7,237,10.7,65,2.9,496,22.3,1482,66.6
"037908",510,3,0.6,127,24.9,21,4.1,4,0.8,481,94.3,7,1.4,421,82.5,1,0.2,163,32,29,5.7,0,0,338,66.3,34,6.7,4,0.8,104,20.4,60,11.8
"037909",317,0,0,13,4.1,29,9.1,6,1.7,212,66.9,11,3.5,28,8.8,0,0,13,4.1,105,33.1,0,0,186,58.7,21,6.6,13,4.1,108,34.1,247,77.9
"038901",1128,17,1.5,35,3.1,56,5,21,1.7,648,57.4,86,7.6,417,37,8,0.7,33,2.9,480,42.6,1,0.1,398,35.3,101,9,20,1.8,318,28.2,609,54
"039902",948,2,0.2,6,0.6,6,0.6,8,0.8,419,44.2,46,4.9,74,7.8,10,1.1,6,0.6,529,55.8,0,0,343,36.2,106,11.2,29,3.1,340,35.9,827,87.2
"039903",508,0,0,5,1,3,0.6,0,0,235,46.3,20,3.9,54,10.6,9,1.8,5,1,273,53.7,0,0,123,24.2,45,8.9,16,3.1,147,28.9,426,83.9
"039904",144,0,0,0,0,0,0,0,0,62,43.1,2,1.4,6,4.2,4,2.8,0,0,82,56.9,0,0,61,42.4,16,11.1,8,5.6,58,40.3,126,87.5
"039905",106,0,0,0,0,0,0,0,0,40,37.7,1,0.9,3,2.8,1,0.9,0,0,66,62.3,0,0,35,33,18,17,0,0,35,33,102,96.2
"040901",449,0,0,81,18,12,2.7,23,4.8,414,92.2,11,2.4,388,86.4,0,0,81,18,35,7.8,0,0,270,60.1,35,7.8,2,0.4,132,29.4,47,10.5
"040902",370,1,0.3,8,2.2,9,2.4,0,0,197,53.2,15,4.1,169,45.7,1,0.3,10,2.7,173,46.8,2,0.5,151,40.8,46,12.4,8,2.2,112,30.3,180,48.6
"041901",272,1,0.4,9,3.3,0,0,3,1,141,51.8,21,7.7,93,34.2,0,0,9,3.3,131,48.2,0,0,102,37.5,28,10.3,1,0.4,122,44.9,177,65.1
"041902",241,0,0,3,1.2,0,0,5,1.9,145,60.2,9,3.7,86,35.7,0,0,3,1.2,96,39.8,0,0,106,44,27,11.2,1,0.4,74,30.7,154,63.9
"042901",880,6,0.7,9,1,26,3,13,1.3,515,58.5,33,3.8,230,26.1,7,0.8,9,1,365,41.5,0,0,422,48,89,10.1,29,3.3,220,25,582,66.1
"042903",245,0,0,0,0,10,4.1,0,0,175,71.4,15,6.1,79,32.2,3,1.2,0,0,70,28.6,0,0,123,50.2,23,9.4,6,2.4,70,28.6,147,60
"042905",148,0,0,0,0,0,0,0,0,21,14.2,6,4.1,33,22.3,0,0,0,0,127,85.8,0,0,20,13.5,13,8.8,1,0.7,49,33.1,114,77
"043801",1022,182,17.8,12,1.2,96,9.4,0,0,74,7.2,0,0,157,15.4,9,0.9,13,1.3,948,92.8,2,0.2,149,14.6,40,3.9,50,4.9,0,0,526,51.5
"043901",20262,3115,15.4,1260,6.2,2181,10.8,106,0.5,3223,15.9,2814,13.9,2577,12.7,124,0.6,1270,6.3,17039,84.1,69,0.3,4884,24.1,2037,10.1,875,4.3,5139,25.4,11321,55.9
"043902",2578,21,0.8,269,10.4,194,7.5,23,0.8,1159,45,61,2.4,790,30.6,16,0.6,274,10.6,1419,55,1,0,920,35.7,242,9.4,78,3,563,21.8,1478,57.3
"043903",2071,14,0.7,117,5.6,73,3.5,21,1,619,29.9,94,4.5,530,25.6,19,0.9,118,5.7,1452,70.1,0,0,594,28.7,159,7.7,76,3.7,541,26.1,1359,65.6
"043904",1527,9,0.6,102,6.7,58,3.8,21,1.3,806,52.8,89,5.8,489,32,15,1,102,6.7,721,47.2,0,0,488,32,139,9.1,24,1.6,288,18.9,932,61
"043905",45892,7087,15.4,1983,4.3,4851,10.6,196,0.4,5193,11.3,4181,9.1,6806,14.8,271,0.6,2027,4.4,40699,88.7,46,0.1,8710,19,4036,8.8,1467,3.2,7609,16.6,25364,55.3
"043907",24440,824,3.4,2644,10.8,3142,12.9,282,1.1,7409,30.3,1760,7.2,6666,27.3,145,0.6,2519,10.3,17031,69.7,68,0.3,6743,27.6,2279,9.3,681,2.8,4892,20,12914,52.8
"043908",1890,16,0.8,73,3.9,105,5.6,13,0.7,400,21.2,199,10.5,347,18.4,24,1.3,75,4,1490,78.8,2,0.1,522,27.6,170,9,54,2.9,334,17.7,1342,71
"043910",54551,11728,21.5,6791,12.4,6238,11.4,450,0.8,15061,27.6,9606,17.6,12543,23,163,0.3,7043,12.9,39490,72.4,47,0.1,13189,24.2,5362,9.8,1876,3.4,10355,19,21956,40.2
"043911",3616,14,0.4,582,16.1,195,5.4,40,1.1,2075,57.4,123,3.4,1491,41.2,19,0.5,585,16.2,1541,42.6,4,0.1,1500,41.5,388,10.7,92,2.5,540,14.9,1801,49.8
"043912",6395,143,2.2,264,4.1,500,7.8,14,0.2,687,10.7,507,7.9,872,13.6,51,0.8,264,4.1,5708,89.3,8,0.1,1043,16.3,471,7.4,230,3.6,1408,22,4591,71.8
"043914",13673,1028,7.5,1370,10,1876,13.7,129,0.9,3786,27.7,1471,10.8,2924,21.4,103,0.8,1405,10.3,9887,72.3,39,0.3,4217,30.8,1252,9.2,365,2.7,2266,16.6,7338,53.7
"043917",655,1,0.2,34,5.2,2,0.3,3,0.4,288,44,47,7.2,112,17.1,5,0.8,30,4.6,367,56,0,0,209,31.9,50,7.6,11,1.7,161,24.6,524,80
"043918",1675,17,1,176,10.5,80,4.8,18,1,712,42.5,131,7.8,421,25.1,10,0.6,178,10.6,963,57.5,1,0.1,938,56,150,9,21,1.3,437,26.1,1125,67.2
"043919",3722,182,4.9,33,0.9,66,1.8,7,0.2,134,3.6,711,19.1,292,7.8,20,0.5,35,0.9,3588,96.4,3,0.1,383,10.3,256,6.9,141,3.8,798,21.4,3018,81.1
"044902",611,0,0,52,8.5,25,4.1,6,0.9,381,62.4,22,3.6,304,49.8,2,0.3,52,8.5,230,37.6,0,0,274,44.8,69,11.3,10,1.6,145,23.7,270,44.2
"045902",1661,9,0.5,172,10.4,215,12.9,36,2,967,58.2,52,3.1,647,39,3,0.2,172,10.4,694,41.8,0,0,965,58.1,176,10.6,24,1.4,418,25.2,763,45.9
"045903",1259,3,0.2,142,11.3,255,20.3,53,3.9,953,75.7,53,4.2,673,53.5,2,0.2,143,11.4,306,24.3,0,0,595,47.3,124,9.8,14,1.1,315,25,312,24.8
"045905",604,0,0,94,15.6,92,15.2,0,0,309,51.2,26,4.3,260,43,0,0,97,16.1,295,48.8,0,0,272,45,49,8.1,17,2.8,185,30.6,235,38.9
"046802",315,0,0,4,1.3,62,19.7,0,0,312,99,0,0,115,36.5,5,1.6,6,1.9,3,1,0,0,315,100,113,35.9,5,1.6,140,44.4,128,40.6
"046901",8265,51,0.6,673,8.1,130,1.6,105,1.2,3192,38.6,560,6.8,3869,46.8,42,0.5,690,8.3,5073,61.4,6,0.1,3242,39.2,627,7.6,123,1.5,1537,18.6,4044,48.9
"046902",19436,232,1.2,989,5.1,431,2.2,256,1.3,5976,30.7,2269,11.7,7223,37.2,58,0.3,1044,5.4,13460,69.3,34,0.2,6996,36,1794,9.2,502,2.6,3864,19.9,10956,56.4
"047901",1258,6,0.5,133,10.6,5,0.4,11,0.8,833,66.2,65,5.2,614,48.8,6,0.5,133,10.6,425,33.8,0,0,572,45.5,136,10.8,11,0.9,436,34.7,616,49
"047902",647,2,0.3,20,3.1,7,1.1,2,0.3,376,58.1,34,5.3,223,34.5,2,0.3,20,3.1,271,41.9,0,0,313,48.4,61,9.4,14,2.2,204,31.5,399,61.7
"047903",230,0,0,68,29.6,1,0.4,0,0,187,81.3,2,0.9,141,61.3,1,0.4,68,29.6,43,18.7,0,0,126,54.8,27,11.7,4,1.7,81,35.2,83,36.1
"047905",133,0,0,0,0,0,0,1,0.7,92,69.2,9,6.8,21,15.8,1,0.8,0,0,41,30.8,0,0,54,40.6,10,7.5,0,0,31,23.3,111,83.5
"048901",235,0,0,3,1.3,3,1.3,3,1.1,159,67.7,5,2.1,136,57.9,0,0,3,1.3,76,32.3,0,0,125,53.2,22,9.4,1,0.4,73,31.1,95,40.4
"048903",229,0,0,8,3.5,0,0,5,1.8,157,68.6,7,3.1,106,46.3,1,0.4,8,3.5,72,31.4,0,0,137,59.8,25,10.9,6,2.6,71,31,116,50.7
"049901",2823,32,1.1,570,20.2,205,7.3,83,2.7,2276,80.6,172,6.1,1568,55.5,16,0.6,572,20.3,547,19.4,1,0,1562,55.3,209,7.4,132,4.7,537,19,869,30.8
"049902",480,4,0.8,1,0.2,2,0.4,0,0,70,14.6,28,5.8,16,3.3,2,0.4,2,0.4,410,85.4,0,0,128,26.7,47,9.8,5,1,171,35.6,451,94
"049903",740,9,1.2,56,7.6,0,0,1,0.1,358,48.4,31,4.2,157,21.2,4,0.5,56,7.6,382,51.6,1,0.1,247,33.4,70,9.5,18,2.4,263,35.5,551,74.5
"049905",1156,1,0.1,20,1.7,7,0.6,17,1.4,564,48.8,70,6.1,119,10.3,14,1.2,20,1.7,592,51.2,0,0,341,29.5,120,10.4,14,1.2,363,31.4,1001,86.6
"049906",450,1,0.2,4,0.9,2,0.4,1,0.2,158,35.1,21,4.7,56,12.4,8,1.8,4,0.9,292,64.9,0,0,160,35.6,31,6.9,15,3.3,165,36.7,368,81.8
"049907",487,6,1.2,1,0.2,1,0.2,1,0.2,31,6.4,36,7.4,17,3.5,3,0.6,1,0.2,456,93.6,0,0,112,23,12,2.5,4,0.8,144,29.6,456,93.6
"049908",86,0,0,0,0,0,0,0,0,64,74.4,1,1.2,11,12.8,0,0,0,0,22,25.6,0,0,24,27.9,6,7,3,3.5,0,0,72,83.7
"049909",70,0,0,0,0,1,1.4,0,0,44,62.9,0,0,3,4.3,2,2.9,0,0,26,37.1,0,0,33,47.1,6,8.6,1,1.4,0,0,63,90
"050901",243,0,0,11,4.5,1,0.4,0,0,155,63.8,4,1.6,60,24.7,2,0.8,11,4.5,88,36.2,0,0,165,67.9,23,9.5,1,0.4,86,35.4,179,73.7
"050902",2817,16,0.6,106,3.8,64,2.3,53,1.7,1402,49.8,178,6.3,599,21.3,14,0.5,115,4.1,1415,50.2,0,0,1064,37.8,331,11.8,111,3.9,574,20.4,2013,71.5
"050904",170,0,0,0,0,0,0,4,2.2,119,70,2,1.2,48,28.2,0,0,0,0,51,30,0,0,64,37.6,12,7.1,3,1.8,61,35.9,119,70
"050909",189,0,0,2,1.1,1,0.5,0,0,102,54,3,1.6,21,11.1,0,0,2,1.1,87,46,0,0,10,5.3,16,8.5,2,1.1,64,33.9,165,87.3
"050910",8249,134,1.6,157,1.9,1533,18.6,100,1.1,4274,51.8,490,5.9,1881,22.8,65,0.8,226,2.7,3975,48.2,125,1.5,4092,49.6,695,8.4,740,9,1912,23.2,3771,45.7
"051901",210,0,0,0,0,26,12.4,2,0.9,136,64.8,2,1,79,37.6,4,1.9,1,0.5,74,35.2,0,0,122,58.1,26,12.4,2,1,65,31,99,47.1
"052901",1147,1,0.1,157,13.7,23,2,5,0.4,419,36.5,64,5.6,828,72.2,2,0.2,158,13.8,728,63.5,1,0.1,648,56.5,91,7.9,3,0.3,212,18.5,289,25.2
"053001",810,3,0.4,145,17.9,5,0.6,7,0.8,490,60.5,44,5.4,612,75.6,4,0.5,123,15.2,320,39.5,0,0,508,62.7,62,7.7,0,0,154,19,186,23
"054901",361,0,0,0,0,16,4.4,0,0,276,76.5,24,6.6,255,70.6,0,0,0,0,85,23.5,0,0,173,47.9,43,11.9,4,1.1,85,23.5,86,23.8
"054902",298,0,0,19,6.4,18,6,2,0.6,261,87.6,7,2.3,248,83.2,0,0,19,6.4,37,12.4,0,0,211,70.8,62,20.8,0,0,95,31.9,32,10.7
"054903",532,1,0.2,8,1.5,6,1.1,2,0.3,455,85.5,20,3.8,403,75.8,1,0.2,8,1.5,77,14.5,0,0,277,52.1,55,10.3,1,0.2,136,25.6,120,22.6
"055901",459,5,1.1,28,6.1,0,0,10,2.1,336,73.2,30,6.5,412,89.8,1,0.2,30,6.5,123,26.8,2,0.4,267,58.2,25,5.4,4,0.9,110,24,35,7.6
"056901",1770,10,0.6,119,6.7,20,1.1,6,0.3,1059,59.8,34,1.9,917,51.8,4,0.2,119,6.7,711,40.2,3,0.2,878,49.6,121,6.8,19,1.1,494,27.9,797,45
"056902",156,0,0,25,16,3,1.9,1,0.6,96,61.5,8,5.1,77,49.4,3,1.9,25,16,60,38.5,0,0,80,51.3,14,9,1,0.6,53,34,72,46.2
"057802",726,4,0.6,278,38.3,158,21.8,0,0,588,81,0,0,539,74.2,0,0,280,38.6,138,19,0,0,582,80.2,53,7.3,7,1,0,0,18,2.5
"057803",2198,887,40.4,236,10.7,122,5.6,0,0,599,27.3,0,0,755,34.3,3,0.1,247,11.2,1599,72.7,1,0,587,26.7,105,4.8,71,3.2,400,18.2,359,16.3
"057804",4258,16,0.4,619,14.5,1215,28.5,0,0,4009,94.2,0,0,2884,67.7,10,0.2,624,14.7,249,5.8,0,0,4064,95.4,498,11.7,12,0.3,617,14.5,121,2.8
"057805",273,3,1.1,101,37,6,2.2,0,0,158,57.9,0,0,188,68.9,0,0,107,39.2,115,42.1,0,0,113,41.4,23,8.4,11,4,0,0,65,23.8
"057806",1630,19,1.2,367,22.5,343,21,0,0,1199,73.6,0,0,931,57.1,4,0.2,383,23.5,431,26.4,4,0.2,995,61,106,6.5,30,1.8,249,15.3,299,18.3
"057807",4644,39,0.8,384,8.3,2249,48.4,0,0,2574,55.4,207,4.5,1375,29.6,17,0.4,392,8.4,2070,44.6,5,0.1,1731,37.3,320,6.9,148,3.2,763,16.4,811,17.5
"057808",1518,731,48.2,437,28.8,252,16.6,0,0,650,42.8,59,3.9,502,33.1,3,0.2,453,29.8,868,57.2,0,0,490,32.3,29,1.9,8,0.5,14,0.9,22,1.4
"057809",200,0,0,74,37,78,39,0,0,181,90.5,0,0,119,59.5,0,0,80,40,19,9.5,0,0,134,67,5,2.5,0,0,0,0,3,1.5
"057810",603,0,0,51,8.5,496,82.3,0,0,329,54.6,0,0,101,16.7,0,0,49,8.1,274,45.4,0,0,494,81.9,83,13.8,1,0.2,0,0,5,0.8
"057813",1732,13,0.8,1150,66.4,63,3.6,0,0,1567,90.5,0,0,1639,94.6,8,0.5,1169,67.5,165,9.5,0,0,1446,83.5,117,6.8,1,0.1,0,0,8,0.5
"057814",535,0,0,45,8.4,263,49.2,0,0,535,100,0,0,212,39.6,0,0,45,8.4,0,0,0,0,535,100,137,25.6,8,1.5,234,43.7,52,9.7
"057815",2182,0,0,1103,50.5,810,37.1,1,0,2095,96,32,1.5,1337,61.3,2,0.1,1117,51.2,87,4,0,0,1947,89.2,104,4.8,3,0.1,299,13.7,30,1.4
"057816",1991,1,0.1,15,0.8,1946,97.7,0,0,1641,82.4,1,0.1,31,1.6,2,0.1,15,0.8,350,17.6,3,0.2,1974,99.1,127,6.4,4,0.2,0,0,4,0.2
"057817",888,0,0,9,1,814,91.7,0,0,732,82.4,0,0,70,7.9,1,0.1,10,1.1,156,17.6,0,0,135,15.2,140,15.8,0,0,76,8.6,3,0.3
"057819",196,0,0,91,46.4,53,27,0,0,183,93.4,0,0,122,62.2,0,0,91,46.4,13,6.6,0,0,118,60.2,21,10.7,2,1,12,6.1,19,9.7
"057825",759,2,0.3,77,10.1,144,19,0,0,566,74.6,0,0,411,54.2,3,0.4,77,10.1,193,25.4,2,0.3,420,55.3,70,9.2,17,2.2,90,11.9,180,23.7
"057827",680,0,0,204,30,273,40.1,0,0,638,93.8,0,0,391,57.5,0,0,204,30,42,6.2,1,0.1,378,55.6,42,6.2,5,0.7,125,18.4,10,1.5
"057828",1406,23,1.6,121,8.6,225,16,0,0,758,53.9,0,0,544,38.7,18,1.3,134,9.5,648,46.1,6,0.4,1303,92.7,196,13.9,25,1.8,1301,92.5,565,40.2
"057829",994,0,0,354,35.6,35,3.5,1,0.1,926,93.2,42,4.2,895,90,0,0,362,36.4,68,6.8,0,0,743,74.7,103,10.4,22,2.2,358,36,42,4.2
"057830",1081,1,0.1,383,35.4,118,10.9,0,0,980,90.7,27,2.5,948,87.7,1,0.1,414,38.3,101,9.3,1,0.1,646,59.8,92,8.5,3,0.3,276,25.5,9,0.8
"057831",779,6,0.8,6,0.8,759,97.4,0,0,673,86.4,22,2.8,8,1,2,0.3,6,0.8,106,13.6,0,0,369,47.4,61,7.8,1,0.1,259,33.2,3,0.4
"057832",115,1,0.9,2,1.7,30,26.1,0,0,69,60,0,0,62,53.9,0,0,2,1.7,46,40,0,0,92,80,15,13,2,1.7,16,13.9,20,17.4
"057833",362,28,7.7,21,5.8,90,24.9,0,0,149,41.2,9,2.5,87,24,2,0.6,25,6.9,213,58.8,0,0,182,50.3,29,8,6,1.7,0,0,149,41.2
"057834",536,3,0.6,24,4.5,253,47.2,0,0,371,69.2,0,0,219,40.9,7,1.3,25,4.7,165,30.8,0,0,525,97.9,66,12.3,8,1.5,278,51.9,46,8.6
"057835",1349,11,0.8,619,45.9,124,9.2,0,0,1320,97.9,0,0,1200,89,1,0.1,644,47.7,29,2.1,0,0,690,51.1,48,3.6,0,0,0,0,13,1
"057836",311,0,0,0,0,307,98.7,0,0,211,67.8,25,8,4,1.3,0,0,0,0,100,32.2,0,0,98,31.5,18,5.8,0,0,0,0,0,0
"057837",564,0,0,148,26.2,272,48.2,0,0,533,94.5,0,0,276,48.9,2,0.4,157,27.8,31,5.5,0,0,171,30.3,32,5.7,2,0.4,0,0,12,2.1
